gene_id	gene	log2FoldChange	padj	stat
ENSG00000069849	ATP1B3	0.0422	0.9194	None
ENSG00000141569	TRIM65	-0.1678	0.5758	None
ENSG00000135476	ESPL1	1.0027	0.0025	None
ENSG00000198380	GFPT1	0.0608	0.9166	None
ENSG00000011143	MKS1	0.1396	0.8108	None
ENSG00000152904	GGPS1	-0.0779	0.913	None
ENSG00000115762	PLEKHB2	-0.1468	0.5906	None
ENSG00000168918	INPP5D	-0.068	0.9778	None
ENSG00000125355	TMEM255A	0.6182	0.7937	None
ENSG00000136098	NEK3	0.3789	0.3452	None
ENSG00000257043	AP006296.1	0.1906	0.9463	None
ENSG00000040933	INPP4A	-0.3333	0.1012	None
ENSG00000115944	COX7A2L	-0.1516	0.5863	None
ENSG00000115266	APC2	-0.7905	0.2171	None
ENSG00000164896	FASTK	-0.0832	0.8028	None
ENSG00000278845	MRPL45	0.0929	0.8409	None
ENSG00000004864	SLC25A13	0.0292	0.968	None
ENSG00000151846	PABPC3	0.1467	0.9206	None
ENSG00000139613	SMARCC2	0.0385	0.9293	None
ENSG00000047188	YTHDC2	0.1131	0.9018	None
ENSG00000092421	SEMA6A	0.4718	0.7472	None
ENSG00000198797	BRINP2	-1.1529	0.1971	None
ENSG00000187266	EPOR	-0.409	0.5731	None
ENSG00000113580	NR3C1	0.1064	0.8965	None
ENSG00000111652	COPS7A	-0.1639	0.6069	None
ENSG00000158864	NDUFS2	-0.1354	0.5117	None
ENSG00000232004	CAP1P2	0.0296	0.9682	None
ENSG00000168268	NT5DC2	0.1033	0.8028	None
ENSG00000166710	B2M	-0.2916	0.4909	None
ENSG00000078142	PIK3C3	-0.0028	0.9966	None
ENSG00000048740	CELF2	0.6818	0.3878	None
ENSG00000164066	INTU	-0.1028	0.9456	None
ENSG00000226174	TEX22	-0.2112	0.9341	None
ENSG00000139874	SSTR1	0.5497	0.1614	None
ENSG00000152049	KCNE4	-0.7112	0.5202	None
ENSG00000267244	AC012615.6	0.7464	0.62	None
ENSG00000231925	TAPBP	-0.359	0.4301	None
ENSG00000131378	RFTN1	-0.0597	0.9029	None
ENSG00000119714	GPR68	-1.0933	0	None
ENSG00000133740	E2F5	0.4552	0.2998	None
ENSG00000165655	ZNF503	-0.2414	0.4358	None
ENSG00000125875	TBC1D20	-0.0386	0.9331	None
ENSG00000236540	AC006547.1	-0.375	0.4944	None
ENSG00000101439	CST3	-0.3776	0.1429	None
ENSG00000163521	GLB1L	0.0287	0.968	None
ENSG00000135090	TAOK3	0.0809	0.9176	None
ENSG00000233559	LINC00513	0.265	0.8368	None
ENSG00000164932	CTHRC1	-0.0561	0.9427	None
ENSG00000158352	SHROOM4	0.9789	0.199	None
ENSG00000203722	RAET1G	-0.7061	0.3863	None
ENSG00000138434	SSFA2	0.3621	0.4609	None
ENSG00000172531	PPP1CA	-0.0478	0.917	None
ENSG00000166321	NUDT13	0.2242	0.8466	None
ENSG00000165891	E2F7	-0.1771	0.8713	None
ENSG00000124588	NQO2	-0.062	0.9738	None
ENSG00000076258	FMO4	0.6364	0.5721	None
ENSG00000235609	AF127577.4	-0.4634	0.7275	None
ENSG00000253187	HOXA10-AS	0.8861	0.2801	None
ENSG00000103855	CD276	-0.2263	0.5058	None
ENSG00000157350	ST3GAL2	-0.1665	0.6479	None
ENSG00000176986	SEC24C	-0.1943	0.4733	None
ENSG00000197329	PELI1	0.5176	0.2613	None
ENSG00000144824	PHLDB2	0.1085	0.9291	None
ENSG00000246877	DNM1P35	0.6279	0.719	None
ENSG00000126107	HECTD3	-0.251	0.3605	None
ENSG00000197312	DDI2	0.4104	0.3452	None
ENSG00000172575	RASGRP1	-0.3238	0.8944	None
ENSG00000083099	LYRM2	0.0905	0.801	None
ENSG00000279227	AC009303.4	0.2762	0.8263	None
ENSG00000180611	MB21D2	-0.0374	0.9652	None
ENSG00000129472	RAB2B	-0.0901	0.8488	None
ENSG00000242071	RPL7AP6	0.2041	0.6029	None
ENSG00000135845	PIGC	0.1198	0.8236	None
ENSG00000277972	CISD3	-0.1853	0.6509	None
ENSG00000125319	C17orf53	0.6611	0.2467	None
ENSG00000244694	PTCHD4	-0.9141	0.5144	None
ENSG00000161526	SAP30BP	-0.0384	0.9386	None
ENSG00000165209	STRBP	1.231	0.01	None
ENSG00000101255	TRIB3	0.1557	0.8965	None
ENSG00000116120	FARSB	0.2299	0.5233	None
ENSG00000171735	CAMTA1	-0.152	0.7302	None
ENSG00000238078	LINC01352	-1.4011	0.3091	None
ENSG00000078618	NRDC	-0.0718	0.8334	None
ENSG00000266904	LINC00663	-1.1059	0.4867	None
ENSG00000215256	DHRS4-AS1	0.1578	0.6771	None
ENSG00000228451	SDAD1P1	0.7675	0.5537	None
ENSG00000125531	FNDC11	-0.2104	0.9022	None
ENSG00000107262	BAG1	0.0324	0.965	None
ENSG00000089060	SLC8B1	-0.3207	0.6443	None
ENSG00000255197	AC090559.1	-0.8074	0.4676	None
ENSG00000112996	MRPS30	0.1562	0.6464	None
ENSG00000155085	AK9	0.4231	0.6422	None
ENSG00000164296	TIGD6	-0.2988	0.5146	None
ENSG00000237945	LINC00649	-0.7491	0.4071	None
ENSG00000196611	MMP1	-2.3097	0.0663	None
ENSG00000198715	GLMP	-0.2225	0.5498	None
ENSG00000180011	ZADH2	0.0028	0.9963	None
ENSG00000163882	POLR2H	0.0967	0.8137	None
ENSG00000129353	SLC44A2	-0.0533	0.8958	None
ENSG00000272333	KMT2B	0.1293	0.6978	None
ENSG00000135776	ABCB10	0.3155	0.4592	None
ENSG00000198860	TSEN15	0.0737	0.8511	None
ENSG00000165792	METTL17	0.1097	0.7474	None
ENSG00000076356	PLXNA2	-0.1514	0.8038	None
ENSG00000139697	SBNO1	0.342	0.6132	None
ENSG00000204120	GIGYF2	-0.023	0.955	None
ENSG00000140511	HAPLN3	-0.0948	0.9496	None
ENSG00000180901	KCTD2	0.0229	0.9575	None
ENSG00000184857	TMEM186	-0.1061	0.8411	None
ENSG00000151881	TMEM267	-0.0069	0.9952	None
ENSG00000205356	TECPR1	-0.3246	0.3541	None
ENSG00000129317	PUS7L	0.4017	0.5762	None
ENSG00000267470	ZNF571-AS1	0.0531	0.9763	None
ENSG00000226415	TPI1P1	0.0231	0.9702	None
ENSG00000132383	RPA1	0.1256	0.8045	None
ENSG00000129003	VPS13C	0.084	0.9513	None
ENSG00000233381	AK4P3	-0.326	0.8936	None
ENSG00000166896	ATP23	-0.011	0.994	None
ENSG00000091844	RGS17	0.6043	0.0989	None
ENSG00000247092	SNHG10	1.0591	0.0113	None
ENSG00000111845	PAK1IP1	0.2834	0.509	None
ENSG00000007944	MYLIP	-0.4335	0.508	None
ENSG00000205277	MUC12	-0.2752	0.7669	None
ENSG00000272821	U62317.3	-0.1234	0.942	None
ENSG00000197530	MIB2	-0.4177	0.2138	None
ENSG00000171055	FEZ2	-0.0135	0.9757	None
ENSG00000118217	ATF6	0.0744	0.8208	None
ENSG00000184056	VPS33B	-0.2862	0.5438	None
ENSG00000226180	AC010536.1	-0.2955	0.8401	None
ENSG00000238279	BX470102.1	0.3328	0.7937	None
ENSG00000135698	MPHOSPH6	0.1092	0.824	None
ENSG00000226287	TMEM191A	-0.5371	0.1243	None
ENSG00000173262	SLC2A14	-0.4862	0.9113	None
ENSG00000147140	NONO	0.1976	0.4949	None
ENSG00000151239	TWF1	0.2963	0.6561	None
ENSG00000279384	AC080188.2	1.3765	0.3319	None
ENSG00000239467	AC007405.3	1.7397	0.2224	None
ENSG00000135114	OASL	-3.4908	0.0153	down
ENSG00000087087	SRRT	0.2451	0.5027	None
ENSG00000164619	BMPER	0.4515	0.5427	None
ENSG00000185716	MOSMO	0.2521	0.4383	None
ENSG00000187601	MAGEH1	-0.0848	0.8506	None
ENSG00000254999	BRK1	-0.2865	0.1724	None
ENSG00000182272	B4GALNT4	0.1014	0.9513	None
ENSG00000099999	RNF215	-0.4262	0.1644	None
ENSG00000278987	AL031009.1	0.991	0.6913	None
ENSG00000161091	MFSD12	-0.4635	0.0187	None
ENSG00000108518	PFN1	-0.0224	0.965	None
ENSG00000112029	FBXO5	1.0591	0.0511	None
ENSG00000237499	AL357060.1	0.6578	0.5308	None
ENSG00000158220	ESYT3	-0.3889	0.8303	None
ENSG00000259146	AC005476.2	0.0825	0.9581	None
ENSG00000134453	RBM17	0.3268	0.147	None
ENSG00000004455	AK2	0.0246	0.9575	None
ENSG00000105136	ZNF419	-0.2272	0.7776	None
ENSG00000167632	TRAPPC9	-0.1947	0.5072	None
ENSG00000151466	SCLT1	0.4862	0.5227	None
ENSG00000129480	DTD2	-0.0541	0.9293	None
ENSG00000259705	AC084757.3	-0.3164	0.899	None
ENSG00000179611	DGKZP1	-0.1714	0.6664	None
ENSG00000185950	IRS2	-0.0885	0.8947	None
ENSG00000213214	ARHGEF35	-0.5839	0.6604	None
ENSG00000260075	NSFP1	-1.3442	0.3267	None
ENSG00000214046	SMIM7	0.1581	0.6439	None
ENSG00000172053	QARS	-0.2428	0.319	None
ENSG00000178458	H3F3AP6	0.3899	0.4914	None
ENSG00000070371	CLTCL1	-0.3167	0.4427	None
ENSG00000239213	NCK1-AS1	-0.1728	0.9253	None
ENSG00000038945	MSR1	-0.6799	0.5233	None
ENSG00000158079	PTPDC1	-0.1764	0.7751	None
ENSG00000177239	MAN1B1	-0.2463	0.5202	None
ENSG00000108691	CCL2	1.4333	0.5835	None
ENSG00000170619	COMMD5	-0.0884	0.8035	None
ENSG00000151632	AKR1C2	-1.496	0.2725	None
ENSG00000131368	MRPS25	0.0203	0.9777	None
ENSG00000013573	DDX11	0.8638	0.0469	None
ENSG00000124226	RNF114	-0.1441	0.7459	None
ENSG00000184677	ZBTB40	0.0722	0.8709	None
ENSG00000204954	C12orf73	0.0378	0.9566	None
ENSG00000134107	BHLHE40	0.0341	0.9703	None
ENSG00000170540	ARL6IP1	1.0719	0.0051	None
ENSG00000146918	NCAPG2	1.2265	0.0019	None
ENSG00000205740	AL359878.1	1.5859	0.3116	None
ENSG00000173918	C1QTNF1	-0.3199	0.6545	None
ENSG00000044524	EPHA3	0.1886	0.9153	None
ENSG00000218426	AL590867.2	0.1619	0.8368	None
ENSG00000066279	ASPM	1.4299	0.07	None
ENSG00000197142	ACSL5	-1.4711	0.2987	None
ENSG00000189077	TMEM120A	-0.2752	0.3559	None
ENSG00000283050	GTF2IP12	0.5931	0.5205	None
ENSG00000239306	RBM14	0.6109	0.0269	None
ENSG00000117697	NSL1	0.1234	0.7997	None
ENSG00000072163	LIMS2	-0.0408	0.9761	None
ENSG00000163064	EN1	1.01	0.2748	None
ENSG00000259943	AL050341.2	1.3208	0.0055	None
ENSG00000189221	MAOA	-0.3437	0.396	None
ENSG00000160785	SLC25A44	-0.0265	0.9623	None
ENSG00000279355	AGPAT4-IT1	0.1288	0.9571	None
ENSG00000196236	XPNPEP3	-0.0918	0.824	None
ENSG00000104723	TUSC3	-0.3463	0.2819	None
ENSG00000111667	USP5	-0.2034	0.3536	None
ENSG00000163362	INAVA	3.529	0.10780000000000001	None
ENSG00000137656	BUD13	0.3492	0.3749	None
ENSG00000105339	DENND3	-0.0946	0.9328	None
ENSG00000104691	UBXN8	0.4672	0.2322	None
ENSG00000204681	GABBR1	0.1308	0.8812	None
ENSG00000131797	CLUHP3	0.3711	0.6212	None
ENSG00000169991	IFFO2	0.2125	0.4517	None
ENSG00000155304	HSPA13	0.6241	0.2179	None
ENSG00000130475	FCHO1	-1.0498	0.172	None
ENSG00000179454	KLHL28	0.1225	0.9253	None
ENSG00000109390	NDUFC1	-0.1075	0.753	None
ENSG00000143450	OAZ3	-0.7158	0.1894	None
ENSG00000145536	ADAMTS16	1.0418	0.4775	None
ENSG00000145349	CAMK2D	0.011	0.9861	None
ENSG00000130962	PRRG1	-0.0704	0.952	None
ENSG00000251136	AF117829.1	-0.0389	0.9767	None
ENSG00000123091	RNF11	0.0125	0.9843	None
ENSG00000196873	CBWD3	0.6099	0.5833	None
ENSG00000091527	CDV3	0.1708	0.5343	None
ENSG00000230082	PRRT3-AS1	0.3203	0.6301	None
ENSG00000150760	DOCK1	-0.0108	0.984	None
ENSG00000198805	PNP	-0.1134	0.7963	None
ENSG00000233006	MIR3936HG	-0.4818	0.8256	None
ENSG00000111671	SPSB2	-0.3414	0.3142	None
ENSG00000157764	BRAF	0.1406	0.7822	None
ENSG00000274026	FAM27E3	0.5771	0.7286	None
ENSG00000093072	ADA2	0.5794	0.8947	None
ENSG00000115641	FHL2	-0.3551	0.1913	None
ENSG00000226803	AL136311.1	0.6446	0.7215	None
ENSG00000254615	AC027031.2	0.0733	0.91	None
ENSG00000132376	INPP5K	-0.2567	0.4743	None
ENSG00000248008	NRAV	0.1537	0.7529	None
ENSG00000109220	CHIC2	-0.2013	0.4301	None
ENSG00000269486	ERVK9-11	0.0551	0.9784	None
ENSG00000269293	ZSCAN16-AS1	0.2155	0.799	None
ENSG00000170264	FAM161A	0.2767	0.8394	None
ENSG00000165102	HGSNAT	-0.6115	0.0102	None
ENSG00000093009	CDC45	1.0848	0.0176	None
ENSG00000186792	HYAL3	-0.2247	0.7414	None
ENSG00000141279	NPEPPS	-0.2147	0.4215	None
ENSG00000166770	ZNF667-AS1	-0.0586	0.9603	None
ENSG00000167695	FAM57A	0.0679	0.9017	None
ENSG00000143190	POU2F1	0.366	0.6351	None
ENSG00000145604	SKP2	0.6808	0.0097	None
ENSG00000197557	TTC30A	0.1908	0.7715	None
ENSG00000182902	SLC25A18	-0.5902	0.5365	None
ENSG00000167081	PBX3	0.2125	0.4606	None
ENSG00000183578	TNFAIP8L3	-1.166	0.0047	None
ENSG00000198818	SFT2D1	0.1502	0.6744	None
ENSG00000143401	ANP32E	0.9206	0.0763	None
ENSG00000120658	ENOX1	0.1195	0.8295	None
ENSG00000119673	ACOT2	-0.0502	0.9257	None
ENSG00000188343	FAM92A	0.0987	0.8418	None
ENSG00000087077	TRIP6	-0.3402	0.1254	None
ENSG00000163026	WDCP	0.0312	0.9566	None
ENSG00000240344	PPIL3	0.1386	0.7687	None
ENSG00000083844	ZNF264	-0.06	0.8576	None
ENSG00000172037	LAMB2	-0.5041	0.0841	None
ENSG00000136052	SLC41A2	-0.141	0.9105	None
ENSG00000215305	VPS16	-0.0922	0.7192	None
ENSG00000144583	MARCH4	-0.5284	0.016	None
ENSG00000174628	IQCK	-0.5259	0.3122	None
ENSG00000277969	AC006449.6	0.2079	0.8592	None
ENSG00000005194	CIAPIN1	-0.0241	0.9671	None
ENSG00000154127	UBASH3B	0.1141	0.8309	None
ENSG00000155906	RMND1	-0.1112	0.7263	None
ENSG00000145911	N4BP3	-0.0096	0.9966	None
ENSG00000249115	HAUS5	0.4406	0.4457	None
ENSG00000169710	FASN	0.4959	0.5426	None
ENSG00000182405	PGBD4	0.2508	0.6706	None
ENSG00000277067	CU634019.1	0.1495	0.9513	None
ENSG00000240970	RPL23AP64	0.6184	0.7275	None
ENSG00000164761	TNFRSF11B	1.4772	0.3978	None
ENSG00000146122	DAAM2	0.1918	0.9415	None
ENSG00000147119	CHST7	-0.0893	0.9057	None
ENSG00000138175	ARL3	-0.1469	0.5782	None
ENSG00000119917	IFIT3	-2.3822	3e-4	down
ENSG00000079482	OPHN1	-0.1337	0.8902	None
ENSG00000119950	MXI1	-0.0833	0.9539	None
ENSG00000205710	C17orf107	-0.6531	0.4806	None
ENSG00000143633	C1orf131	0.2847	0.6873	None
ENSG00000065882	TBC1D1	-0.308	0.3972	None
ENSG00000244486	SCARF2	-0.0288	0.9597	None
ENSG00000198131	ZNF544	-0.1285	0.7563	None
ENSG00000268362	AC092279.1	0.072	0.9669	None
ENSG00000231789	PIK3CD-AS2	-0.1163	0.9369	None
ENSG00000125398	SOX9	0.2876	0.5314	None
ENSG00000112619	PRPH2	-0.1286	0.9191	None
ENSG00000094804	CDC6	1.0578	0.0344	None
ENSG00000168615	ADAM9	-0.0244	0.9815	None
ENSG00000270959	LPP-AS2	-0.1644	0.8418	None
ENSG00000089154	GCN1	-0.2631	0.2395	None
ENSG00000247121	AC009126.1	0.34	0.7742	None
ENSG00000162944	RFTN2	0.6243	0.5348	None
ENSG00000197601	FAR1	0.4673	0.518	None
ENSG00000139291	TMEM19	0.3492	0.1742	None
ENSG00000075624	ACTB	-0.188	0.5	None
ENSG00000101670	LIPG	0.4014	0.8431	None
ENSG00000168026	TTC21A	-0.1317	0.9297	None
ENSG00000152784	PRDM8	-0.5367	0.1373	None
ENSG00000182871	COL18A1	-0.2413	0.6596	None
ENSG00000136732	GYPC	-0.1086	0.8586	None
ENSG00000113648	H2AFY	0.2929	0.1212	None
ENSG00000215386	MIR99AHG	-0.3311	0.8661	None
ENSG00000241973	PI4KA	-0.1217	0.5938	None
ENSG00000117475	BLZF1	-0.0776	0.9454	None
ENSG00000240583	AQP1	-0.3682	0.9029	None
ENSG00000250548	LINC01303	-0.5458	0.7771	None
ENSG00000166592	RRAD	-0.6443	0.6998	None
ENSG00000261438	AL157394.1	0.0712	0.9683	None
ENSG00000162390	ACOT11	-0.246	0.8985	None
ENSG00000205898	AC019155.1	0.8706	0.7003	None
ENSG00000274523	RCC1L	-0.0815	0.8258	None
ENSG00000164543	STK17A	-0.0266	0.9634	None
ENSG00000230510	PPP5D1	-0.9164	0.5365	None
ENSG00000166246	C16orf71	-0.5495	0.59	None
ENSG00000165272	AQP3	-0.7795	0.2893	None
ENSG00000113328	CCNG1	0.308	0.5233	None
ENSG00000198924	DCLRE1A	0.5833	0.4338	None
ENSG00000181830	SLC35C1	-0.2562	0.2267	None
ENSG00000178404	CEP295NL	-0.3755	0.8709	None
ENSG00000144597	EAF1	0.095	0.7525	None
ENSG00000167601	AXL	-0.0564	0.9075	None
ENSG00000198718	TOGARAM1	0.0944	0.9253	None
ENSG00000137074	APTX	0.0284	0.9608	None
ENSG00000047644	WWC3	0.2478	0.3842	None
ENSG00000245275	SAP30L-AS1	0.346	0.8129	None
ENSG00000020577	SAMD4A	-0.0196	0.9712	None
ENSG00000183111	ARHGEF37	-1.1667	0.3091	None
ENSG00000115183	TANC1	0.4347	0.4069	None
ENSG00000283103	AC010642.2	0.2392	0.7744	None
ENSG00000278952	AP003068.4	0.8957	0.7869	None
ENSG00000213073	AL353625.1	-0.4213	0.6901	None
ENSG00000108256	NUFIP2	0.2182	0.7632	None
ENSG00000137285	TUBB2B	-0.0342	0.9849	None
ENSG00000174227	PIGG	-0.1632	0.4473	None
ENSG00000176894	PXMP2	0.4632	0.5893	None
ENSG00000114107	CEP70	0.505	0.3629	None
ENSG00000101452	DHX35	0.2026	0.6509	None
ENSG00000162078	ZG16B	-1.2696	0.0895	None
ENSG00000172935	MRGPRF	-0.4604	0.1239	None
ENSG00000100129	EIF3L	-0.0947	0.7441	None
ENSG00000283959	AP002851.1	0.0937	0.9695	None
ENSG00000130177	CDC16	-0.1027	0.6199	None
ENSG00000260778	AC009065.4	0.2152	0.9066	None
ENSG00000111371	SLC38A1	0.5448	0.3022	None
ENSG00000156313	RPGR	0.247	0.7166	None
ENSG00000143157	POGK	0.2206	0.2828	None
ENSG00000281468	AC006504.8	0.869	0.4839	None
ENSG00000169689	CENPX	0.1545	0.8017	None
ENSG00000247627	MTND4P12	-0.3987	0.6374	None
ENSG00000135968	GCC2	0.0795	0.9576	None
ENSG00000114904	NEK4	0.333	0.4676	None
ENSG00000165914	TTC7B	-0.19	0.6875	None
ENSG00000196531	NACA	0.0387	0.9206	None
ENSG00000014123	UFL1	0.1275	0.8965	None
ENSG00000166272	WBP1L	-0.2586	0.2784	None
ENSG00000223803	RPS20P14	-0.1956	0.6854	None
ENSG00000263050	AC090617.5	0.0568	0.9695	None
ENSG00000186162	CIDECP	-0.0477	0.9535	None
ENSG00000137462	TLR2	-0.9288	0.7811	None
ENSG00000130255	RPL36	0.027	0.9605	None
ENSG00000175482	POLD4	-0.3189	0.3457	None
ENSG00000092531	SNAP23	-0.1762	0.6715	None
ENSG00000109756	RAPGEF2	-0.032	0.968	None
ENSG00000198890	PRMT6	0.2002	0.6951	None
ENSG00000069431	ABCC9	-1.8353	0.1833	None
ENSG00000121022	COPS5	0.1114	0.6018	None
ENSG00000120875	DUSP4	0.3007	0.7634	None
ENSG00000156042	CFAP70	-0.6073	0.7295	None
ENSG00000232648	AC107214.1	-0.1537	0.9212	None
ENSG00000282936	AC004706.4	0.6783	0.365	None
ENSG00000167721	TSR1	0.1553	0.7791	None
ENSG00000081760	AACS	0.1994	0.7846	None
ENSG00000204227	RING1	-0.3006	0.0922	None
ENSG00000259529	AL136295.5	-0.9023	0.5418	None
ENSG00000172340	SUCLG2	-0.0329	0.9601	None
ENSG00000101310	SEC23B	-0.2023	0.3861	None
ENSG00000156858	PRR14	0.0832	0.7584	None
ENSG00000130066	SAT1	-0.2331	0.7094	None
ENSG00000103978	TMEM87A	0.1494	0.6486	None
ENSG00000126803	HSPA2	1.1572	0.0113	None
ENSG00000040199	PHLPP2	0.4745	0.0803	None
ENSG00000114942	EEF1B2	0.0182	0.9762	None
