UB_T10_1	UB_T10_2	UB_T10_3	UB_T3_1	UB_T3_2	UB_T3_3	gene_id	gene
164	228	462	1563	2000	1267	ENSG00000136108	CKAP2
3715	3079	3135	735	583	1089	ENSG00000147889	CDKN2A
20	2	14	78	46	202	ENSG00000144057	ST6GAL2
35	17	45	7	5	7	ENSG00000099840	IZUMO4
118	164	24	467	660	337	ENSG00000169594	BNC1
26	116	15	5	15	6	ENSG00000196139	AKR1C3
79	121	184	636	579	410	ENSG00000101868	POLA1
17	24	9	0	1	5	ENSG00000159871	LYPD5
38	97	108	408	627	392	ENSG00000139354	GAS2L3
43	38	89	335	275	213	ENSG00000138376	BARD1
34	52	81	274	369	204	ENSG00000165490	DDIAS
144	121	198	835	680	469	ENSG00000106462	EZH2
27	35	37	5	2	6	ENSG00000247134	AC090204.1
234	356	507	1470	2087	1312	ENSG00000137807	KIF23
32	99	66	1	16	9	ENSG00000162415	ZSWIM5
167	208	452	1975	2332	1443	ENSG00000138180	CEP55
58	75	27	6	8	19	ENSG00000127585	FBXL16
235	79	38	34	25	18	ENSG00000110446	SLC15A3
32	42	76	233	250	145	ENSG00000133302	SLF1
40	52	88	418	404	217	ENSG00000165244	ZNF367
14	29	16	103	134	136	ENSG00000196247	ZNF107
6	12	5	13	20	77	ENSG00000120594	PLXDC2
32	54	27	164	123	218	ENSG00000128487	SPECC1
62	97	169	569	947	522	ENSG00000163535	SGO2
211	553	70	39	43	72	ENSG00000116016	EPAS1
74	138	145	16	32	8	ENSG00000162981	FAM84A
245	169	159	41	33	33	ENSG00000158373	HIST1H2BD
40	123	109	23	19	15	ENSG00000170743	SYT9
40	100	81	9	26	10	ENSG00000103449	SALL1
21	10	25	59	114	82	ENSG00000238266	LINC00707
36	45	170	5	11	31	ENSG00000189409	MMP23B
50	16	16	6	0	1	ENSG00000049249	TNFRSF9
5	16	5	28	108	73	ENSG00000109193	SULT1E1
1205	2665	634	389	308	429	ENSG00000117525	F3
981	1727	795	167	199	204	ENSG00000176971	FIBIN
29	15	89	135	246	173	ENSG00000135333	EPHA7
24	26	58	252	256	188	ENSG00000119397	CNTRL
381	598	1140	4821	5984	3656	ENSG00000011426	ANLN
604	1127	227	65	187	233	ENSG00000127241	MASP1
28	17	72	3	14	2	ENSG00000073737	DHRS9
30	13	261	9	4	6	ENSG00000159184	HOXB13
34	54	137	497	499	211	ENSG00000151725	CENPU
10	73	15	5	3	0	ENSG00000126778	SIX1
33	64	147	529	480	319	ENSG00000142731	PLK4
11	4	102	9	9	2	ENSG00000177464	GPR4
1	1	0	4	26	38	ENSG00000155966	AFF2
22	57	8	3	10	0	ENSG00000002746	HECW1
23	28	73	3	2	2	ENSG00000157782	CABP1
110	59	24	4	2	11	ENSG00000198133	TMEM229B
7	8	9	33	89	91	ENSG00000179388	EGR3
61	28	64	243	137	290	ENSG00000145794	MEGF10
27	44	132	374	327	218	ENSG00000111247	RAD51AP1
129	13	22	13	1	4	ENSG00000170373	CST1
981	985	691	123	117	167	ENSG00000180573	HIST1H2AC
33	57	96	358	455	227	ENSG00000186871	ERCC6L
60	43	13	189	188	263	ENSG00000134247	PTGFRN
82	141	223	847	666	399	ENSG00000133119	RFC3
3	0	6	18	12	19	ENSG00000136943	CTSV
146	113	151	8	6	11	ENSG00000163431	LMOD1
20	18	43	4	5	1	ENSG00000157368	IL34
0	2	0	18	19	5	ENSG00000256304	CCDC150P1
214	131	104	49	26	36	ENSG00000150281	CTF1
115	128	233	975	1208	714	ENSG00000072571	HMMR
1090	393	297	111	21	76	ENSG00000090339	ICAM1
149	97	90	18	14	32	ENSG00000116032	GRIN3B
12	81	7	1	5	1	ENSG00000186417	GLDN
71	78	168	615	473	264	ENSG00000119969	HELLS
57	92	67	463	565	421	ENSG00000129534	MIS18BP1
12	47	2	146	826	345	ENSG00000133110	POSTN
4	2	4	16	18	14	ENSG00000154608	CEP170P1
3	16	3	26	35	38	ENSG00000106236	NPTX2
1115	768	226	121	125	77	ENSG00000139629	GALNT6
83	115	258	889	1045	689	ENSG00000163507	CIP2A
6	5	0	19	14	21	ENSG00000169933	FRMPD4
326	183	367	1533	1245	1168	ENSG00000136928	GABBR2
28	226	5	1	1	1	ENSG00000124107	SLPI
10	3	10	27	54	42	ENSG00000145416	MARCH1
93	156	227	658	785	512	ENSG00000184445	KNTC1
17	34	113	7	11	20	ENSG00000083067	TRPM3
58	94	177	752	917	559	ENSG00000169607	CKAP2L
43	64	53	6	3	8	ENSG00000171873	ADRA1D
743	185	289	105	56	114	ENSG00000167642	SPINT2
1	33	77	5	11	2	ENSG00000139910	NOVA1
20	21	20	180	138	94	ENSG00000181544	FANCB
0	1	2	15	27	14	ENSG00000281344	HELLPAR
12	151	32	17	14	17	ENSG00000154545	MAGED4
750	296	1297	87	35	69	ENSG00000121769	FABP3
3	0	0	6	17	19	ENSG00000204361	NXPE2
32	27	4	3	4	3	ENSG00000124466	LYPD3
2	2	1	12	19	14	ENSG00000120162	MOB3B
26	22	49	145	146	121	ENSG00000178177	LCORL
1	10	0	21	29	36	ENSG00000182985	CADM1
16	11	30	3	4	0	ENSG00000111846	GCNT2
51	79	98	459	318	166	ENSG00000174371	EXO1
36	71	135	345	409	246	ENSG00000123219	CENPK
17	8	116	1	7	3	ENSG00000135549	PKIB
104	93	166	840	624	408	ENSG00000065328	MCM10
13	35	8	2	1	3	ENSG00000139269	INHBE
10	17	17	62	63	66	ENSG00000105866	SP4
2	2	4	14	12	15	ENSG00000214796	AC098934.1
179	364	409	1896	2816	1848	ENSG00000113810	SMC4
1	3	2	14	22	9	ENSG00000280079	AC011447.7
15	9	11	65	61	50	ENSG00000106003	LFNG
6	4	5	37	12	22	ENSG00000153094	BCL2L11
32	55	93	230	346	199	ENSG00000196584	XRCC2
20	47	93	9	12	17	ENSG00000109339	MAPK10
79	29	23	4	2	7	ENSG00000271503	CCL5
14	37	15	6	0	6	ENSG00000260668	AC093536.1
18	10	9	1	1	3	ENSG00000196407	THEM5
4	2	4	12	30	11	ENSG00000267216	AC020915.1
4	4	5	11	31	18	ENSG00000272077	AC124045.1
51	70	146	17	24	13	ENSG00000167653	PSCA
3	3	1	8	19	18	ENSG00000107518	ATRNL1
425	647	1021	4230	6065	4125	ENSG00000131747	TOP2A
15	16	35	114	90	110	ENSG00000181450	ZNF678
46	13	30	3	5	12	ENSG00000151490	PTPRO
