ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
R-HSA-68886	M Phase	340	-0.5619281231114207	-2.546855644710171	1e-10	7.310526315789475e-9	5.623268698060943e-9	2488	tags=39%, list=17%, signal=33%	6418/4957/27229/79959/10776/4927/55755/23165/91687/140609/9183/996/53371/23244/10426/23063/6683/80184/129401/348235/9972/23279/57551/81929/23175/27338/93323/10735/10762/5116/115106/8243/378708/79003/79441/5903/25909/9631/10274/113457/54801/7514/80321/3796/10142/1104/5108/54820/55706/9818/57122/55125/25836/54908/3619/81027/55055/9738/440145/147841/9793/7175/23310/1060/113130/9702/55839/79172/84131/9662/10592/401541/5885/9126/7443/121441/3930/11130/9700/84930/55166/220134/7840/23047/26271/9212/9232/2491/1058/11065/23397/23421/64946/55835/9735/891/983/11004/57405/9918/81930/9493/79019/54892/64105/55143/332/22995/4085/7112/151648/991/54821/10733/9133/151246/5347/79682/83540/10403/699/64151/1062/4751/11064/4001/10112/10051/701/57082/1063
R-HSA-69190	DNA strand elongation	32	-0.8171866154127827	-2.4766647128951482	1e-10	7.310526315789475e-9	5.623268698060943e-9	1928	tags=81%, list=13%, signal=71%	5982/6119/5424/5981/2237/4175/10714/5985/4174/5984/9837/8318/4172/4173/5111/3978/51659/64785/4171/84515/84296/1763/5983/4176/5422/5557
R-HSA-2555396	Mitotic Metaphase and Anaphase	225	-0.5664268441134352	-2.466759648944789	1e-10	7.310526315789475e-9	5.623268698060943e-9	2349	tags=38%, list=16%, signal=32%	23165/91687/9183/996/53371/23244/23063/6683/129401/348235/23279/57551/81929/27338/10735/8243/378708/79003/5903/25909/9631/10274/113457/7514/3796/1104/54820/55706/9818/57122/54908/3619/81027/55055/147841/9793/1060/113130/55839/79172/401541/5885/9126/7443/3930/11130/9700/55166/220134/23047/26271/9212/9232/2491/1058/11065/23421/64946/9735/891/983/11004/57405/81930/79019/64105/55143/332/4085/7112/151648/991/54821/9133/151246/5347/79682/83540/10403/699/1062/4001/701/57082/1063
R-HSA-68882	Mitotic Anaphase	224	-0.5637386447493392	-2.454155807335993	1e-10	7.310526315789475e-9	5.623268698060943e-9	2349	tags=38%, list=16%, signal=32%	23165/91687/9183/996/53371/23244/23063/6683/129401/348235/23279/57551/81929/27338/10735/8243/378708/79003/5903/25909/9631/10274/113457/7514/3796/1104/54820/55706/9818/57122/54908/3619/81027/55055/147841/9793/1060/113130/55839/79172/401541/5885/9126/7443/3930/11130/9700/55166/220134/23047/9212/9232/2491/1058/11065/23421/64946/9735/891/983/11004/57405/81930/79019/64105/55143/332/4085/7112/151648/991/54821/9133/151246/5347/79682/83540/10403/699/1062/4001/701/57082/1063
R-HSA-5663220	RHO GTPases Activate Formins	130	-0.606035142521462	-2.446617972993993	1e-10	7.310526315789475e-9	5.623268698060943e-9	1977	tags=42%, list=14%, signal=36%	348235/23279/57551/81929/378708/79003/5903/25909/113457/7514/3796/54820/57122/54908/3619/81027/55055/147841/9793/1060/55839/79172/401541/11130/81624/55166/220134/9212/2491/1058/23421/64946/9735/11004/57405/81930/79019/64105/55143/332/4085/151648/991/54821/151246/5347/79682/83540/10403/699/1062/701/57082/1063
R-HSA-2467813	Separation of Sister Chromatids	180	-0.5688361874630374	-2.4247461143174047	1e-10	7.310526315789475e-9	5.623268698060943e-9	2339	tags=38%, list=16%, signal=33%	91687/9183/996/23244/23063/348235/23279/57551/81929/27338/10735/8243/378708/79003/5903/25909/10274/113457/7514/3796/54820/57122/54908/3619/81027/55055/147841/9793/1060/113130/55839/79172/401541/5885/9126/11130/9700/55166/220134/23047/9212/9232/2491/1058/11065/23421/64946/9735/11004/57405/81930/79019/64105/55143/332/4085/151648/991/54821/151246/5347/79682/83540/10403/699/1062/701/57082/1063
R-HSA-69481	G2/M Checkpoints	131	-0.5971637963246685	-2.417781145364493	1e-10	7.310526315789475e-9	5.623268698060943e-9	1248	tags=31%, list=9%, signal=29%	4361/116028/4175/7486/5985/4174/5984/7465/9656/8318/4172/4173/8317/5932/23594/990/9088/11073/7468/4171/993/84515/80010/672/10926/9156/891/983/51512/1763/5983/4176/580/995/2810/83990/4998/9133/55388/63967/641
R-HSA-5693532	DNA Double-Strand Break Repair	129	-0.5948254748212448	-2.3933910717955014	1e-10	7.310526315789475e-9	5.623268698060943e-9	2691	tags=47%, list=18%, signal=39%	165918/5884/55775/151987/10038/5599/79728/7517/1017/51426/142/5889/5982/83695/64421/3981/22976/8467/54962/6119/5424/2072/9031/1111/5591/5981/4361/116028/2237/3838/7486/10714/5985/8914/5426/5984/9656/5427/5111/5932/55183/11073/146956/7468/80010/348654/672/7516/9156/1763/10635/5983/580/83990/890/675/10721/8900/63967/641/2139
R-HSA-73894	DNA Repair	280	-0.48054631783709306	-2.1379481679555843	1e-10	7.310526315789475e-9	5.623268698060943e-9	2691	tags=34%, list=18%, signal=28%	165918/3150/5884/1643/6917/51455/55775/151987/10038/2033/5599/79728/7517/1017/4255/6996/9716/51426/2178/142/86/5889/5982/2176/83695/64421/91442/3981/22976/8467/54962/6119/5424/2072/378708/64858/25913/2189/9031/5980/1111/5591/5981/4361/116028/2237/3838/7486/10714/5985/54891/2956/8914/5426/5984/56852/29089/9656/55247/5427/57697/5111/3978/5932/2175/55183/9937/11073/4436/146956/7468/80010/348654/7398/672/7516/9156/55215/51514/1763/10635/5983/2177/580/83990/890/675/2187/9768/10721/8900/63967/641/2139
R-HSA-5693538	Homology Directed Repair	101	-0.6198213651309413	-2.412884903078635	1.1259860523719999e-10	7.81997313372354e-9	6.015136016618843e-9	2691	tags=50%, list=18%, signal=41%	165918/5884/151987/10038/79728/7517/1017/51426/142/5889/5982/83695/54962/6119/5424/2072/1111/5981/4361/116028/2237/7486/10714/5985/8914/5426/5984/9656/5427/5111/5932/11073/146956/7468/80010/348654/672/7516/9156/1763/10635/5983/580/83990/890/675/10721/8900/63967/641
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	237	-0.4822836261399266	-2.110683298444037	1.5888518375747803e-10	1.0509120011387475e-8	8.083632156082217e-9	4699	tags=57%, list=32%, signal=39%	11157/6431/9128/5356/51692/79902/22938/6628/6635/4116/5430/1994/11325/57721/57461/3191/5094/81608/3190/4928/23450/85313/10283/1478/10286/10285/1977/57819/55696/8021/1655/23524/6426/6637/3312/10189/2733/27258/3183/7536/23636/7919/23020/51593/9883/10898/53938/4686/51340/8175/79023/5433/7884/10594/348995/6434/4670/6429/10946/23511/6626/10772/55110/3185/10949/84991/10291/55746/5431/8926/9410/51729/51362/79869/9295/10250/10914/10465/6432/10569/10523/5725/11100/23283/11052/23398/84950/6428/23451/53981/4927/23658/23165/6936/27316/9716/3178/6632/220988/988/53371/1665/55749/3192/23517/129401/51691/9972/23279/81929/3181/3187/154007/10762/1660/57703/10212/3184/51585/11051/5903/9631/55660/57187/23350/79228/9879/9984/55706/10236/9818/65109/6427/57122/7175
R-HSA-69242	S Phase	161	-0.536443187120287	-2.242658777203948	2.9806852072622116e-10	1.881896251312369e-8	1.4475576485029403e-8	2638	tags=39%, list=18%, signal=32%	10000/5925/5001/1017/1875/996/6502/23244/23063/91750/5982/27338/5928/10735/6119/132660/5424/8243/10274/5981/2237/4175/10714/5985/4174/1869/5426/5984/113130/9837/7465/8318/4172/4173/5427/5111/3978/5885/23594/9126/51053/81620/1163/990/51659/64785/23047/4171/993/84515/84296/11065/286826/1763/5983/4176/5422/5557/890/157570/4998/9134/8900
R-HSA-453279	Mitotic G1 phase and G1/S transition	148	-0.5315963188645894	-2.1921363215090732	4.6162342939232384e-10	2.7878041018519035e-8	2.1443834363075915e-8	1136	tags=28%, list=8%, signal=26%	4175/4174/1869/5426/7465/8318/4172/4173/5427/8317/5111/23594/51053/81620/1163/990/5933/7083/4171/26271/993/84515/1031/1719/286826/10926/891/983/7298/4605/4176/5422/6241/5557/890/4998/55388/7153/9134/8900/1870
R-HSA-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	95	-0.6150152582981454	-2.3863957965222267	5.951042711302458e-10	3.4441659691662976e-8	2.6492580491105245e-8	2691	tags=48%, list=18%, signal=40%	165918/5884/151987/79728/7517/1017/51426/5889/5982/83695/54962/6119/5424/2072/1111/5981/4361/116028/7486/10714/5985/8914/5426/5984/9656/5427/5111/5932/11073/146956/7468/80010/348654/672/7516/9156/1763/10635/5983/580/83990/890/675/8900/63967/641
R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	110	0.5973476069222682	2.258970548125011	1.968336303068252e-9	1.0936076499847208e-7	8.41204777942853e-8	1325	tags=37%, list=9%, signal=34%	6288/718/6364/885/6352/6376/3627/2828/6374/1131/2920/153/8111/27202/79948/3576/6387/2151/623/5733/2861/185/146/9170/154/5697/624/2921/4987/11251/152/6372/5660/64748/5739/5731/6915/1909/728/136/2863
R-HSA-500792	GPCR ligand binding	160	0.5402021606230978	2.187393588169499	2.0533910937067508e-9	1.0969847035225679e-7	8.438024130009523e-8	1325	tags=31%, list=9%, signal=28%	51384/6288/718/6364/885/6352/6376/3627/2828/6374/1131/2920/153/8111/27202/7482/79948/1393/3576/7472/6387/2151/623/5733/2861/185/146/10267/9170/154/5697/624/2921/4987/7349/11251/133/152/6372/5660/64748/2790/5739/5731/6915/1909/728/136/2863
R-HSA-195258	RHO GTPase Effectors	238	-0.465909390088609	-2.0413678261842043	2.2565554583331942e-09	1.1608724191202987e-7	8.929449474495878e-8	1889	tags=27%, list=13%, signal=24%	23279/57551/81929/27035/4659/378708/79003/5903/25909/113457/7514/3796/54820/57122/54908/3619/81027/55055/147841/9793/1060/55839/79172/4628/401541/11113/11130/4629/81624/55166/220134/9212/2491/1058/29941/23421/64946/9735/11004/57405/5063/81930/79019/64105/55143/332/995/2810/4085/128239/151648/991/54821/151246/5347/79682/83540/10403/699/1062/701/57082/1063/9055/9928
R-HSA-69206	G1/S Transition	130	-0.55118673764678106	-2.2251900660278663	3.5648499965693227e-9	1.768420230440996e-7	1.3602717092172417e-7	1136	tags=28%, list=8%, signal=26%	4175/4174/1869/5426/7465/8318/4172/4173/5427/8317/5111/23594/51053/81620/1163/990/5933/7083/4171/26271/993/84515/1719/286826/10926/891/983/7298/4176/5422/6241/5557/890/4998/55388/9134/8900
R-HSA-453274	Mitotic G2-G2/M phases	188	-0.49420578587359015	-2.1133128260380927	6.1326166845116275e-9	2.937311922340224e-7	2.2593850942937579e-7	2706	tags=34%, list=19%, signal=28%	55722/23354/10806/22822/2033/4957/27229/79959/1017/55755/728642/10426/80184/91750/28227/4659/5928/93323/5116/115106/132660/79441/113457/54801/7514/80321/10142/5108/54820/55125/81027/9738/440145/1869/9793/9702/84131/7465/9662/6790/121441/9088/7840/993/79866/22974/286826/55835/891/983/51512/4605/995/22995/890/2305/10733/9133/5347/3161/4751/11064/8900/1063
R-HSA-69306	DNA Replication	125	-0.5497064870402106	-2.2151372797892317	1.0083411311069563e-8	4.6686194370252076e-7	3.591109642363371e-7	1169	tags=32%, list=8%, signal=30%	27338/6119/5424/5981/2237/4175/10714/5985/4174/5426/5984/9837/8318/4172/4173/5427/8317/5111/3978/23594/51053/81620/990/51659/64785/4171/84515/84296/11065/10926/1763/5983/4176/5422/5557/890/4998/55388/9134/8900
R-HSA-69275	G2/M Transition	186	-0.4940450535720676	-2.1066274935903424	1.1017035984308316e-8	4.936342897485242e-7	3.797042962333767e-7	2706	tags=34%, list=19%, signal=28%	55722/23354/10806/22822/2033/4957/27229/79959/1017/55755/728642/10426/80184/91750/28227/4659/5928/93323/5116/115106/132660/79441/113457/54801/7514/80321/10142/5108/54820/55125/81027/9738/440145/9793/9702/84131/7465/9662/6790/121441/9088/7840/993/79866/22974/286826/55835/891/983/51512/4605/995/22995/890/2305/10733/9133/5347/3161/4751/11064/8900/1063
R-HSA-606279	Deposition of new CENPA-containing nucleosomes at the centromere	28	-0.7965829280121277	-2.3707153634437548	1.4203486406082482e-8	5.978376550923808e-7	4.598576938492415e-7	1760	tags=82%, list=12%, signal=72%	91687/51773/5928/54069/8467/378708/1060/55839/79172/401541/387103/55166/11339/2491/55355/1058/23421/64946/79019/64105/79682/55320/57082
R-HSA-774815	Nucleosome assembly	28	-0.7965829280121277	-2.3707153634437548	1.4203486406082482e-8	5.978376550923808e-7	4.598576938492415e-7	1760	tags=82%, list=12%, signal=72%	91687/51773/5928/54069/8467/378708/1060/55839/79172/401541/387103/55166/11339/2491/55355/1058/23421/64946/79019/64105/79682/55320/57082
R-HSA-68962	Activation of the pre-replicative complex	32	-0.7698692752944881	-2.3332590520965524	1.6704626303611383e-8	6.824331157563591e-7	5.249286593859306e-7	1136	tags=62%, list=8%, signal=58%	4175/4174/5426/8318/4172/4173/5427/8317/23594/51053/81620/990/4171/84515/10926/4176/5422/5557/4998/55388
R-HSA-176974	Unwinding of DNA	12	-0.9229978058145913	-2.2476478899159664	3.0102524472619366e-8	1.1946401854990942e-6	9.189191681115386e-7	1136	tags=100%, list=8%, signal=92%	4174/9837/8318/4172/4173/51659/64785/4171/84515/84296/4176
R-HSA-372790	Signaling by GPCR	344	0.4171988165638924	1.8366871267364742	3.133199371700995e-8	1.2088927575813006e-6	9.298822696714942e-7	1788	tags=24%, list=12%, signal=21%	51384/6288/718/6364/885/6352/6376/3627/4314/2828/6374/1131/2920/153/8111/27202/7482/5332/79948/1393/3576/8786/7472/10235/6387/389337/2151/5142/623/5138/5733/50649/2861/185/146/10267/388/9170/154/5697/624/2921/4987/7349/11251/816/133/152/115557/6372/5330/5660/57449/64748/2790/5739/5731/6915/2774/221955/1909/1606/728/3678/23236/5595/136/2863/6004/1815/5575/1609/389/79924/445328/10886/2919/2793/408/57580/8643
R-HSA-69239	Synthesis of DNA	119	-0.534198169599745	-2.1506812943111653	3.73262033566309e-8	1.4012458503340627e-6	1.0778405805684314e-6	1765	tags=31%, list=12%, signal=28%	27338/6119/5424/5981/2237/4175/10714/5985/4174/5426/5984/9837/8318/4172/4173/5427/5111/3978/23594/51053/81620/990/51659/64785/4171/84515/84296/11065/1763/5983/4176/5422/5557/890/4998/9134/8900
R-HSA-69473	G2/M DNA damage checkpoint	60	-0.659427568577192	-2.3497770483239853	3.906187246551153e-8	1.4278142330156714e-6	1.098277023614798e-6	1928	tags=43%, list=13%, signal=38%	5982/83695/6119/1111/4361/116028/7486/5985/5984/7465/9656/5932/11073/7468/80010/672/9156/891/983/1763/5983/580/995/2810/83990/641
R-HSA-72163	mRNA Splicing - Major Pathway	182	-0.4682426630805736	-1.9999830116348265	6.469226933124505e-8	2.3040400538743428e-6	1.772271346051653e-6	4699	tags=56%, list=32%, signal=38%	11157/6431/9128/5356/51692/22938/6628/6635/4116/5430/1994/11325/57461/3191/5094/81608/3190/23450/85313/10283/1478/10286/10285/57819/55696/1655/23524/6426/6637/3312/10189/27258/3183/7536/23020/51593/10898/53938/4686/51340/8175/5433/10594/6434/4670/6429/10946/6626/10772/55110/3185/10949/84991/10291/5431/8926/9410/51729/51362/79869/9295/10250/10914/10465/6432/10569/10523/5725/11100/23283/11052/23398/84950/6428/23451/53981/23658/6936/27316/9716/3178/6632/220988/988/1665/55749/3192/23517/51691/3181/3187/1660/57703/3184/51585/11051/55660/23350/9879/10236/65109/6427
R-HSA-156842	Eukaryotic Translation Elongation	89	0.5977621464794041	2.224961900673314	6.768560672066736e-8	2.350382693375174e-6	1.8079181795125626e-6	4736	tags=88%, list=32%, signal=60%	1917/6142/6165/23521/6234/6223/6137/25873/6168/6159/6158/6181/6222/6132/6134/6167/6227/6232/6206/6161/6208/7311/6193/11224/6171/6169/6210/6191/6144/6141/6155/4736/6203/6204/6160/6229/6164/6152/6192/6157/6135/6176/6224/6136/1933/6228/6217/1915/6122/6202/1938/6205/6130/6138/6209/9045/6128/6156/9349/200916/6194/6139/6133/6143/6188/6235/6230/6170/6233/6231/6124/6187/6175/6207/6147/3921/6146/6201
R-HSA-69205	G1/S-Specific Transcription	28	-0.7763382478041857	-2.3104650458569296	1.024186065314929e-7	3.3871296302915147e-6	2.6053856047485043e-6	1998	tags=68%, list=14%, signal=59%	91750/5928/132660/1869/8318/5111/81620/990/5933/7083/26271/1719/286826/983/7298/5422/6241/4998/8900
R-HSA-5693579	Homologous DNA Pairing and Strand Exchange	42	-0.6901816401368843	-2.26292535344105	1.0052516848695717e-7	3.3871296302915147e-6	2.6053856047485043e-6	3543	tags=76%, list=24%, signal=58%	545/7156/5810/4683/10111/472/5884/79728/7517/5889/5982/83695/6119/1111/4361/116028/7486/5985/5984/5932/11073/80010/672/7516/9156/1763/10635/5983/580/83990/675/641
R-HSA-5685942	HDR through Homologous Recombination (HRR)	65	-0.6317898043806691	-2.295489592118282	1.1136874206115779e-7	3.515708698248822e-6	2.7042888323462957e-6	2456	tags=52%, list=17%, signal=44%	79728/7517/51426/5889/5982/83695/6119/5424/1111/5981/4361/116028/7486/10714/5985/5426/5984/5427/5111/5932/11073/146956/80010/348654/672/7516/9156/1763/10635/5983/580/83990/675/641
R-HSA-6798695	Neutrophil degranulation	355	0.40768416531206014	1.7959069577163245	1.0960652243751639e-7	3.515708698248822e-6	2.7042888323462957e-6	4177	tags=45%, list=29%, signal=33%	6590/718/4973/7130/23114/5265/1520/6518/1116/978/64386/79895/9145/3106/6616/9545/684/11322/5328/84418/2444/1675/3107/5660/7097/3310/10396/2896/1535/1774/1992/5269/410/23406/10875/2934/728/2512/1471/272/55313/3105/94103/25798/4257/30/535/10493/1508/1522/5768/8635/2517/9725/654364/83716/1509/5646/29108/8987/2919/4125/29952/3163/1476/2950/567/221/2040/10549/353/28956/54509/847/8514/967/2717/5236/138050/5476/302/54472/1832/10043/64114/5878/10970/7077/25797/7879/51646/2495/5317/4718/929/11010/387/8655/8907/23593/5836/6727/10555/9961/326624/1727/2720/391/58485/9588/10312/23385/6793/2760/121260/966/1460/8673/51382/6993/55004/80331/527/9342/3958/80142/4860/2519/3074/8560/79169/3916/53917/374395/1915/5869/23526/55860/11025/1938/5211/5580/140885/2992/976/5834/80301/56954/1265/6282/161/26578/23412/327/1604/10890/127829/8773/10159/290
R-HSA-156902	Peptide chain elongation	86	0.5943664195512499	2.180780557183005	1.3687783754767555e-7	4.224962585638252e-6	3.2498480727693733e-6	5016	tags=92%, list=34%, signal=61%	6142/6165/23521/6234/6223/6137/25873/6168/6159/6158/6181/6222/6132/6134/6167/6227/6232/6206/6161/6208/7311/6193/11224/6171/6169/6210/6191/6144/6141/6155/4736/6203/6204/6160/6229/6164/6152/6192/6157/6135/6176/6224/6136/6228/6217/1915/6122/6202/1938/6205/6130/6138/6209/9045/6128/6156/9349/200916/6194/6139/6133/6143/6188/6235/6230/6170/6233/6231/6124/6187/6175/6207/6147/3921/6146/6201/6154/6189/6125
R-HSA-176187	Activation of ATR in response to replication stress	37	-0.7173500103388833	-2.273438372396136	1.5011964866483885e-7	4.532960695553504e-6	3.4867607184167383e-6	1928	tags=70%, list=13%, signal=61%	5884/5001/1017/5982/6119/1111/4175/5985/4174/5984/8318/4172/4173/8317/23594/990/4171/993/84515/10926/5983/4176/995/4998/55388/63967
R-HSA-983231	Factors involved in megakaryocyte development and platelet production	117	-0.5291211667921437	-2.1238090630627546	1.5757211104300445e-7	4.656758771036876e-6	3.5819863988499334e-6	2561	tags=34%, list=18%, signal=28%	55605/81928/3066/1017/10019/55582/2627/55083/5889/5567/80005/285643/1795/113457/23468/3796/30845/221037/81027/7465/3835/139818/9732/2624/3833/29127/146909/11004/81930/9493/2626/24137/56992/1062/23046/3832/9585/10112/4602/26153
R-HSA-6783783	Interleukin-10 signaling	30	0.7675601018707738	2.307318440489278	2.4857103236362377e-7	7.193024249022363e-6	5.532885917742942e-6	909	tags=47%, list=6%, signal=44%	6364/7124/6352/3627/3383/3553/1437/3569/3552/2920/3576/3606/3592/1435
R-HSA-192823	Viral mRNA Translation	86	0.5842772889385197	2.143762685453755	2.9885741534869393e-7	8.47169285549665e-6	6.516439883542951e-6	5016	tags=90%, list=34%, signal=59%	6142/6165/23521/6234/6223/6137/25873/6168/6159/6158/6181/6222/6132/6134/6167/6227/6232/6206/6161/6208/7311/6193/11224/6171/6169/6210/6191/6144/6141/6155/4736/6203/6204/6160/6229/6164/6152/6192/6157/6135/6176/6224/6136/6228/6217/6122/6202/6205/6130/6138/6209/9045/6128/6156/9349/200916/6194/6139/6133/6143/6188/6235/6230/6170/6233/6231/6124/6187/6175/6207/6147/3921/6146/6201/6154/6189/6125
R-HSA-72764	Eukaryotic Translation Termination	90	0.5837205783144376	2.1617928560382413	3.62871401630168e-7	1.0080567537286068e-5	7.75398889799201e-6	5016	tags=88%, list=34%, signal=58%	6142/6165/23521/6234/6223/6137/25873/6168/6159/6158/6181/6222/6132/6134/6167/6227/6232/6206/6161/6208/7311/6193/11224/6171/6169/6210/6191/6144/6141/6155/4736/6203/6204/6160/6229/6164/6152/6192/6157/6135/6176/6224/6136/6228/6217/6122/6202/6205/6130/6138/6209/9045/6128/6156/9349/200916/6194/6139/6133/6143/327/6188/6235/6230/6170/6233/6231/6124/6187/6175/6207/6147/3921/51504/6146/6201/6154/6189/6125
