ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
R-HSA-2555396	Mitotic Metaphase and Anaphase	225	-0.5728552592870884	-2.3193004354784073	1e-10	7.827777777777777e-9	6.304093567251461e-9	2422	tags=32%, list=15%, signal=27%	9184/23279/91687/9631/55055/23636/79023/53371/1060/378708/55706/57122/9126/55920/23421/54908/7443/9793/8243/23047/81027/55839/5885/55166/113457/79172/27338/9735/2491/79682/401541/9700/1104/3930/54820/26271/113130/54821/4085/3619/147841/64105/11130/81930/151246/151648/64946/9232/7112/220134/83540/699/1062/891/10403/701/983/55143/991/332/9133/9212/1058/79019/4001/11004/57405/11065/1063/57082/5347
R-HSA-68882	Mitotic Anaphase	224	-0.5699140442983804	-2.3080462875042747	1e-10	7.827777777777777e-9	6.304093567251461e-9	2422	tags=31%, list=15%, signal=27%	9184/23279/91687/9631/55055/23636/79023/53371/1060/378708/55706/57122/9126/55920/23421/54908/7443/9793/8243/23047/81027/55839/5885/55166/113457/79172/27338/9735/2491/79682/401541/9700/1104/3930/54820/113130/54821/4085/3619/147841/64105/11130/81930/151246/151648/64946/9232/7112/220134/83540/699/1062/891/10403/701/983/55143/991/332/9133/9212/1058/79019/4001/11004/57405/11065/1063/57082/5347
R-HSA-2467813	Separation of Sister Chromatids	180	-0.5770024896845871	-2.277154308422994	1e-10	7.827777777777777e-9	6.304093567251461e-9	2422	tags=32%, list=15%, signal=28%	9184/23279/91687/55055/79023/1060/378708/57122/9126/55920/23421/54908/9793/8243/23047/81027/55839/5885/55166/113457/79172/27338/9735/2491/79682/401541/9700/54820/113130/54821/4085/3619/147841/64105/11130/81930/151246/151648/64946/9232/220134/83540/699/1062/10403/701/55143/991/332/9212/1058/79019/11004/57405/11065/1063/57082/5347
R-HSA-68886	M Phase	340	-0.5437305440921348	-2.2765863270515285	1e-10	7.827777777777777e-9	6.304093567251461e-9	2591	tags=31%, list=16%, signal=27%	23175/79441/25836/115106/7840/9184/9702/23279/91687/9631/55125/55055/23636/79023/9662/440145/53371/1060/378708/55706/121441/57122/9126/9738/29781/10426/55920/23421/10592/54908/4926/7443/93323/9793/8243/23047/81027/84131/55839/55835/5116/5885/55166/113457/79172/27338/84930/11064/23310/23354/9735/2491/79682/401541/9700/1104/3930/54930/5577/22995/54820/26271/113130/54821/4085/3619/147841/54892/64105/11130/81930/151246/151648/64946/9232/9493/10733/10051/7112/220134/64151/83540/699/1062/891/10403/701/983/9918/55143/991/23397/332/9133/9212/1058/79019/4001/11004/57405/11065/1063/57082/4751/5347/10112
R-HSA-69306	DNA Replication	126	-0.6073468229795428	-2.2687300360467937	1e-10	7.827777777777777e-9	6.304093567251461e-9	2334	tags=34%, list=15%, signal=29%	51343/23649/84515/4175/6119/990/5427/5426/23594/5982/6502/1017/4172/10714/8317/64785/5984/1763/10926/27338/9134/5985/4174/2237/5111/5424/4173/51053/51659/4171/5983/84296/4998/5422/3978/9837/8318/55388/4176/5557/81620/11065/890
R-HSA-5663220	RHO GTPases Activate Formins	130	-0.5971535813809951	-2.2424371745389915	1e-10	7.827777777777777e-9	6.304093567251461e-9	2422	tags=40%, list=15%, signal=34%	9184/23279/91687/286205/55055/79023/1060/378708/57122/55920/23421/54908/9793/1856/81027/55839/55166/113457/79172/9735/2491/79682/401541/81624/54820/54821/4085/3619/147841/64105/11130/81930/151246/151648/64946/220134/83540/699/1062/10403/701/55143/991/332/9212/1058/79019/11004/57405/1063/57082/5347
R-HSA-69242	S Phase	160	-0.5684748540662476	-2.190808445093796	1e-10	7.827777777777777e-9	6.304093567251461e-9	2334	tags=34%, list=15%, signal=30%	51343/23649/84515/1019/4175/6119/990/9126/5427/5426/23594/5982/286826/8243/23047/6502/1027/1017/4172/10714/64785/5885/5984/1763/27338/10000/993/994/9134/5985/1869/4174/2237/5111/5424/4173/51053/1163/51659/4171/5983/84296/113130/4998/5422/157570/3978/9837/8318/7465/4176/5557/81620/11065/890
R-HSA-73894	DNA Repair	282	-0.4863572794197927	-1.9935774646039779	1e-10	7.827777777777777e-9	6.304093567251461e-9	4090	tags=40%, list=26%, signal=31%	51720/5430/6117/5433/54617/91603/5810/5536/4292/3150/86/57461/5425/23514/57697/5981/54107/25913/2072/9031/65057/8924/57654/5591/5883/5889/5886/3980/10524/27339/55183/7518/5599/2956/8900/7318/2033/64421/79913/54962/55775/10038/5890/7508/22976/56852/1111/7515/4361/55120/378708/64858/6119/7157/5892/11073/5427/5426/142/83695/7517/5932/5982/2176/4595/91442/80010/79661/348654/1017/51750/10714/5984/4436/3838/1763/5985/2237/672/9656/1643/5980/2178/9156/5111/2187/9937/5424/51514/2175/7398/675/5983/7516/146956/580/641/116028/29089/63967/55215/8914/10721/2189/10635/3978/83990/7468/2177/55247/9768/2138/890/2139
R-HSA-69239	Synthesis of DNA	119	-0.6032056298411487	-2.2210460750826044	1.5173227297214944e-10	1.1252145927250452e-8	9.061905277782663e-9	2334	tags=34%, list=15%, signal=29%	51343/23649/84515/4175/6119/990/5427/5426/23594/5982/6502/1017/4172/10714/64785/5984/1763/27338/9134/5985/4174/2237/5111/5424/4173/51053/51659/4171/5983/84296/4998/5422/3978/9837/8318/4176/5557/81620/11065/890
R-HSA-6805567	Keratinization	40	0.787869004094983	2.3896556639175044	4.1475346659204807e-10	2.921938172140979e-8	2.3531801946643567e-8	416	tags=40%, list=3%, signal=39%	85294/126638/730755/3861/3868/3884/3885/3882/353137/83895/3880/100132386/81851/1832/3866/5317
R-HSA-453279	Mitotic G1 phase and G1/S transition	148	-0.5582943112041147	-2.1260327419183294	5.660156713193988e-10	3.79769562328111e-8	3.0584706450241195e-8	2073	tags=32%, list=13%, signal=28%	1019/4175/6119/990/5427/5426/23594/286826/6502/1027/1017/4172/8317/10926/10000/993/28227/9134/1869/4174/5111/4173/51053/1163/4171/5933/26271/4998/1719/5422/8318/7465/6241/55388/1870/7083/4176/5557/81620/891/983/7298/7153/4605/890/1031/1028
R-HSA-5693532	DNA Double-Strand Break Repair	131	-0.5780679995149686	-2.1765822276390288	8.72478706903554e-10	5.587829536486853e-8	4.500153330344647e-8	3682	tags=51%, list=23%, signal=40%	5425/23514/5981/54107/2072/9031/8924/5591/5883/5889/3980/10524/55183/7518/5599/8900/64421/54962/55775/10038/5890/22976/1111/7515/4361/6119/7157/5892/11073/5427/5426/142/83695/7517/5932/5982/80010/348654/1017/51750/10714/5984/3838/1763/5985/2237/672/9656/9156/5111/5424/675/5983/7516/146956/580/641/116028/63967/8914/10721/10635/83990/7468/2138/890/2139
R-HSA-69206	G1/S Transition	130	-0.5687092109443608	-2.13562258669719	4.358646113426131e-9	2.670144510355399e-7	2.1503984028711069e-7	2669	tags=36%, list=17%, signal=30%	8900/7029/91750/23649/84515/1019/4175/6119/990/5427/5426/23594/286826/6502/1027/1017/4172/8317/10926/10000/993/28227/9134/1869/4174/5111/4173/51053/1163/4171/5933/26271/4998/1719/5422/8318/7465/6241/55388/7083/4176/5557/81620/891/983/7298/890
R-HSA-5693538	Homology Directed Repair	101	-0.5996226578939747	-2.182031161891589	5.892397453585268e-9	3.4593283383756845e-7	2.785966866212683e-7	3682	tags=54%, list=23%, signal=42%	5425/23514/5981/54107/2072/8924/5883/5889/3980/10524/8900/54962/10038/5890/1111/7515/4361/6119/5892/11073/5427/5426/142/83695/7517/5932/5982/80010/348654/1017/51750/10714/5984/1763/5985/2237/672/9656/9156/5111/5424/675/5983/7516/146956/580/641/116028/63967/8914/10721/10635/83990/7468/890
R-HSA-69190	DNA strand elongation	32	-0.7926375712303337	-2.2960600891437464	7.286135934053576e-9	4.106466212432595e-7	3.3071387523830547e-7	2325	tags=81%, list=15%, signal=69%	23649/84515/4175/6119/5982/4172/10714/64785/5984/1763/5985/4174/2237/5111/5424/4173/51659/4171/5983/84296/5422/3978/9837/8318/4176/5557
R-HSA-195258	RHO GTPase Effectors	239	-0.4684188198628546	-1.891825691825018	9.425062770403427e-9	5.107659016730165e-7	4.113448447973641e-7	2422	tags=28%, list=15%, signal=24%	9184/23279/91687/286205/367/4629/55055/79023/1060/378708/57122/55920/23421/54908/7456/9793/1856/81027/1027/55839/4628/55166/113457/79172/9735/2491/79682/401541/81624/54820/85415/54821/4085/3619/9055/147841/64105/11130/81930/151246/151648/11113/64946/2810/220134/3798/83540/699/1062/995/9928/10403/701/55143/991/332/9212/1058/79019/11004/57405/1063/57082/128239/5347/29941/5063
R-HSA-606279	Deposition of new CENPA-containing nucleosomes at the centromere	28	-0.8040092368514643	-2.30170327677811	2.2490869663064423e-8	1.1317726912592061e-6	9.114720863452423e-7	2390	tags=75%, list=15%, signal=64%	91687/1060/378708/5931/54069/23421/55839/55166/79172/2491/79682/401541/387103/55320/64105/64946/11339/55355/1058/79019/57082
R-HSA-774815	Nucleosome assembly	28	-0.8040092368514643	-2.30170327677811	2.2490869663064423e-8	1.1317726912592061e-6	9.114720863452423e-7	2390	tags=75%, list=15%, signal=64%	91687/1060/378708/5931/54069/23421/55839/55166/79172/2491/79682/401541/387103/55320/64105/64946/11339/55355/1058/79019/57082
R-HSA-69275	G2/M Transition	186	-0.49755395392639756	-1.9674722537646931	2.774952290504799e-8	1.3482440611452627e-6	1.0858071031448904e-6	3479	tags=34%, list=22%, signal=27%	22981/80321/27229/10376/5928/55755/728642/23194/55142/55722/4957/8900/22994/2033/79441/91750/115106/7840/9702/55125/9662/440145/121441/7157/63943/9738/10426/93323/286826/9793/81027/84131/1017/55835/5116/113457/993/994/28227/11064/23354/54930/5577/22995/54820/9088/79866/6790/7465/10733/22974/3161/995/891/983/9133/4605/51512/1063/890/2305/4751/5347
R-HSA-453274	Mitotic G2-G2/M phases	188	-0.49846846286513796	-1.9691650668197807	2.9720787324096564e-8	1.3958863113217354e-6	1.1241757451009157e-6	3479	tags=34%, list=22%, signal=27%	22981/80321/27229/10376/5928/55755/728642/23194/55142/55722/4957/8900/22994/2033/79441/91750/115106/7840/9702/55125/9662/440145/121441/7157/63943/9738/10426/93323/286826/9793/81027/84131/1017/55835/5116/113457/993/994/28227/11064/23354/1869/54930/5577/22995/54820/9088/79866/6790/7465/10733/22974/3161/995/891/983/9133/4605/51512/1063/890/2305/4751/5347
R-HSA-68962	Activation of the pre-replicative complex	33	-0.7694683421479144	-2.2555009772771206	3.083524312104012e-8	1.401511534114372e-6	1.1287060130553902e-6	2325	tags=70%, list=15%, signal=60%	23649/84515/4175/6119/990/5427/5426/23594/1017/4172/8317/10926/4174/4173/51053/4171/4998/5422/8318/55388/4176/5557/81620
R-HSA-69473	G2/M DNA damage checkpoint	60	-0.6622487241028432	-2.2395002092956418	5.5004580872185174e-8	2.4219204515284035e-6	1.9504913875070924e-6	2224	tags=43%, list=14%, signal=37%	1111/4361/6119/7157/11073/83695/5932/5982/80010/5984/1763/5985/672/9656/9156/5983/580/641/116028/7465/83990/2810/7468/995/891/983
R-HSA-176187	Activation of ATR in response to replication stress	37	-0.7414082234387247	-2.22888998852106	6.010008583185432e-8	2.5660915435479615e-6	2.0665994426392013e-6	2246	tags=65%, list=14%, signal=56%	84515/1111/4175/6119/990/23594/5982/1017/4172/8317/5984/10926/993/5985/4174/4173/4171/5983/4998/63967/8318/55388/4176/995
R-HSA-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	95	-0.5842029036546931	-2.104512169379349	1.0899439586807556e-7	4.516855993474072e-6	3.6376457816032646e-6	3682	tags=52%, list=23%, signal=40%	5425/23514/5981/54107/2072/8924/5883/5889/10524/8900/54962/5890/1111/4361/6119/5892/11073/5427/5426/83695/7517/5932/5982/80010/348654/1017/51750/10714/5984/1763/5985/672/9656/9156/5111/5424/675/5983/7516/146956/580/641/116028/63967/8914/10635/83990/7468/890
R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition	25	-0.7933411304729591	-2.2109114696049277	2.805843504261091e-7	1.1295524278582505e-5	9.096839992762273e-6	1268	tags=52%, list=8%, signal=48%	1017/993/994/28227/9088/7465/995/891/983/9133/890/2305/5347
R-HSA-9675135	Diseases of DNA repair	50	-0.6726516612777922	-2.1701095222507476	3.6855498801669316e-7	1.4424832725431127e-5	1.1617025645672374e-5	3139	tags=60%, list=20%, signal=48%	5883/5889/10524/2956/5890/4361/6119/5892/11073/83695/5932/5982/4595/80010/79661/5984/4436/1763/5985/672/9156/675/5983/7516/580/641/116028/10635/83990/55247
R-HSA-6798695	Neutrophil degranulation	370	0.4048726275471717	1.7091523872694434	4.5282753025352e-7	1.724416189532999e-5	1.3887569775627158e-5	4379	tags=45%, list=28%, signal=34%	5273/10326/2352/1832/9535/718/25797/5317/5787/2517/978/64386/5768/5265/23114/3689/53916/1774/79895/1508/1535/6518/154664/8972/1520/3106/2357/5646/5864/84443/201294/302/11010/51316/535/5660/258010/55313/2358/2512/5328/948/51382/654364/3163/10159/30/51646/1/2717/527/9545/1265/10875/5834/5337/2495/567/10493/10043/23385/388697/7097/23406/8804/3105/8773/353/9961/4125/4860/1509/4126/5476/3958/84418/8673/1476/58485/54472/6727/684/4718/2799/2760/6282/427/966/387263/5663/1075/5269/961/2896/10555/5236/2821/5611/10487/410/374395/5878/10533/7879/56954/2588/79930/54509/6515/8649/3310/1116/23526/8655/10549/3916/28956/226/121260/10097/9145/64114/11322/1992/26578/5836/5869/411/23071/3107/2950/22931/8560/4257/57826/138050/9588/7133/3614/175/80331/1460/10788/968/7077/127829/3482/391/7414/967/10890/84061/2548/387/9342/2683/94103/5547/2720/5315/55004/55860/823/1650/4311/1315/272/5223
R-HSA-1500620	Meiosis	48	-0.678777762752014	-2.182157083744824	4.939953058305403e-7	1.8316825945137668e-5	1.4751438772446605e-5	2123	tags=50%, list=13%, signal=43%	4361/1019/6119/9126/25777/4439/5932/50511/10734/8243/1017/5885/29893/672/3306/256126/675/11144/84057/641/10388/4001/27127/23224
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	238	-0.4414915226473805	-1.7932110449170742	5.7018327179512e-7	2.0599698204085236e-5	1.6589947827129266e-5	5064	tags=54%, list=32%, signal=37%	51690/1665/10285/9716/29894/27238/10262/81929/10081/22938/53981/3190/10482/6625/8480/23658/10762/22794/51340/23524/23350/9688/10946/84271/56949/7884/10250/1478/10921/9883/9092/5430/8086/4928/1994/5433/9818/55110/23398/10594/9775/9972/54883/3183/6431/23165/6432/81608/2521/129401/988/51729/57461/5094/84321/23283/10898/8106/154007/7536/6632/220988/6434/6936/23511/7175/4927/23020/55696/348995/26097/9410/4116/29107/9984/2733/23450/51691/11052/79902/3192/27339/84991/10291/6628/5093/55746/79869/3181/84844/3185/3191/51593/3178/10523/51585/3187/4670/57819/10465/84324/10189/23279/9631/1660/8175/65109/27316/10949/11051/23636/6626/79023/84950/53371/11157/10236/6637/6428/55706/11100/57122/6427/5725/3184/6429/10212/79228
R-HSA-5685942	HDR through Homologous Recombination (HRR)	65	-0.6177962604516313	-2.1002548848904015	1.3836823011092211e-6	4.874020905657232e-5	3.925288212094053e-5	2224	tags=60%, list=14%, signal=52%	5425/23514/5981/54107/5883/5889/10524/5890/1111/4361/6119/5892/11073/5427/5426/83695/7517/5932/5982/80010/348654/51750/10714/5984/1763/5985/672/9156/5111/5424/675/5983/7516/146956/580/641/116028/10635/83990
R-HSA-69002	DNA Replication Pre-Initiation	100	-0.542600513871398	-1.977977737581443	1.7096100093699625e-6	5.875220739517749e-5	4.731603568936636e-5	2334	tags=26%, list=15%, signal=22%	51343/23649/84515/4175/6119/990/5427/5426/23594/1017/4172/8317/10926/27338/4174/4173/51053/4171/4998/5422/8318/55388/4176/5557/81620/11065
R-HSA-5693607	Processing of DNA double-strand break ends	63	-0.6087810349110674	-2.0587554112934274	1.935678415047671e-6	6.198570197277656e-5	4.992012754596625e-5	3276	tags=46%, list=21%, signal=37%	8924/5883/10524/8900/54962/1111/4361/6119/11073/83695/5932/5982/80010/1017/5984/1763/5985/672/9656/9156/5983/580/641/116028/63967/8914/83990/7468/890
R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	86	-0.5659483800892379	-1.992869677104021	1.9053033140646711e-6	6.198570197277656e-5	4.992012754596625e-5	1348	tags=19%, list=9%, signal=17%	6502/1017/27338/26271/4085/6790/9232/891/701/983/991/9212/11065/890/4751/5347
R-HSA-453276	Regulation of mitotic cell cycle	86	-0.5659483800892379	-1.992869677104021	1.9053033140646711e-6	6.198570197277656e-5	4.992012754596625e-5	1348	tags=19%, list=9%, signal=17%	6502/1017/27338/26271/4085/6790/9232/891/701/983/991/9212/11065/890/4751/5347
R-HSA-5693579	Homologous DNA Pairing and Strand Exchange	42	-0.6883351031942322	-2.1562798953444333	2.317161447095512e-6	7.255289953239058e-5	5.843041029167162e-5	3139	tags=64%, list=20%, signal=52%	5883/5889/10524/5890/1111/4361/6119/5892/11073/83695/7517/5932/5982/80010/5984/1763/5985/672/9156/675/5983/7516/580/641/116028/10635/83990
R-HSA-3247509	Chromatin modifying enzymes	199	-0.4585569652149167	-1.8247367439264461	2.4843441505719238e-6	7.447746613097533e-5	5.998035821537589e-5	4359	tags=46%, list=28%, signal=34%	8726/284058/51317/54859/55257/84159/63976/9611/58508/79960/23326/6603/9219/1108/84289/117143/7862/7403/56970/86/55683/1788/54904/80853/11091/4297/84444/6871/3065/29072/23512/6601/8520/57459/79595/10362/55193/5928/8089/6595/9070/6602/4790/55729/7994/23774/54556/10524/79918/26610/23067/51780/55904/53615/9757/55167/6598/6907/10919/2033/8648/57492/64324/8289/11143/57634/9739/6314/10629/79685/51562/1019/1387/84678/8085/8295/196528/5931/8819/10902/84148/79723/3054/112869/84787/5253/9767/6839/55693/2146/7468
R-HSA-4839726	Chromatin organization	199	-0.4585569652149167	-1.8247367439264461	2.4843441505719238e-6	7.447746613097533e-5	5.998035821537589e-5	4359	tags=46%, list=28%, signal=34%	8726/284058/51317/54859/55257/84159/63976/9611/58508/79960/23326/6603/9219/1108/84289/117143/7862/7403/56970/86/55683/1788/54904/80853/11091/4297/84444/6871/3065/29072/23512/6601/8520/57459/79595/10362/55193/5928/8089/6595/9070/6602/4790/55729/7994/23774/54556/10524/79918/26610/23067/51780/55904/53615/9757/55167/6598/6907/10919/2033/8648/57492/64324/8289/11143/57634/9739/6314/10629/79685/51562/1019/1387/84678/8085/8295/196528/5931/8819/10902/84148/79723/3054/112869/84787/5253/9767/6839/55693/2146/7468
R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	26	-0.7544708179084344	-2.1136233267264957	3.15455512150217e-6	9.259933679576161e-5	7.457478993375742e-5	3093	tags=73%, list=20%, signal=59%	5889/10524/5890/4361/5892/7517/5932/80010/51750/1763/672/9156/675/7516/580/641/116028/10635/83990
R-HSA-9675136	Diseases of DNA Double-Strand Break Repair	40	-0.6821858835772833	-2.0875922345546614	4.161349693484455e-6	1.1726683436239193e-4	9.444073620160507e-5	3139	tags=62%, list=20%, signal=50%	5883/5889/10524/5890/4361/6119/5892/11073/83695/5932/5982/80010/5984/1763/5985/672/9156/675/5983/7516/580/641/116028/10635/83990
R-HSA-9701190	Defective homologous recombination repair (HRR) due to BRCA2 loss of function	40	-0.6821858835772833	-2.0875922345546614	4.161349693484455e-6	1.1726683436239193e-4	9.444073620160507e-5	3139	tags=62%, list=20%, signal=50%	5883/5889/10524/5890/4361/6119/5892/11073/83695/5932/5982/80010/5984/1763/5985/672/9156/675/5983/7516/580/641/116028/10635/83990
R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	39	-0.6793719148733884	-2.081623402368184	4.592851952209173e-6	1.2688879216985735e-4	1.0218977099032999e-4	3139	tags=64%, list=20%, signal=52%	5883/5889/10524/5890/1111/4361/6119/5892/11073/83695/5932/5982/80010/5984/1763/5985/672/9156/675/5983/7516/580/641/116028/83990
R-HSA-6809371	Formation of the cornified envelope	35	0.7250708960507048	2.139047357708501	4.893955512446681e-6	1.3260737148148796e-4	1.0679522353071906e-4	920	tags=37%, list=6%, signal=35%	126638/3861/3868/3884/3885/3882/353137/3880/1832/3866/5317/3875/7062
R-HSA-180786	Extension of Telomeres	49	-0.640025372983953	-2.0544226284239184	5.570415911285234e-6	1.4808898149058292e-4	1.1926332378084373e-4	4025	tags=61%, list=25%, signal=46%	6117/54433/55135/5425/5981/25913/65057/79075/8900/23243/23649/6119/5982/1017/51750/10714/5984/1763/5985/80119/2237/5111/5424/5983/641/63922/5422/3978/5557/890
R-HSA-157579	Telomere Maintenance	63	-0.5900584697833279	-1.995440064625872	7.680979384774653e-6	2.004166657990275e-4	1.6140537576582993e-4	4073	tags=51%, list=26%, signal=38%	5430/6117/5433/54433/55135/5425/5981/25913/65057/79075/8900/23243/23649/6119/5982/1017/51750/10714/5984/1763/5985/80119/2237/5111/5424/5983/641/63922/5422/3978/5557/890
R-HSA-8854518	AURKA Activation by TPX2	70	-0.5839407902159379	-1.9979074697087489	8.363798054026537e-6	2.1043913318077482e-4	1.6947696056843244e-4	3479	tags=47%, list=22%, signal=37%	22981/80321/55755/55142/55722/4957/22994/79441/115106/7840/9702/55125/9662/121441/9738/93323/9793/84131/55835/5116/11064/23354/54930/5577/22995/54820/6790/10733/22974/3161/983/4751/5347
R-HSA-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	75	-0.5653325432892159	-1.9523553562181852	8.346553109585245e-6	2.1043913318077482e-4	1.6947696056843244e-4	1118	tags=15%, list=7%, signal=14%	27338/4085/9232/891/701/983/991/11065/890/4751/5347
