AD_T10_1	AD_T10_2	AD_T10_3	AD_T5_1	AD_T5_2	AD_T5_3	gene_id	gene
7	4	14	0	0	0	ENSG00000140519	RHCG
2	36	11	161	137	360	ENSG00000100842	EFS
0	0	0	9	7	6	ENSG00000267395	DM1-AS
6	4	1	18	15	25	ENSG00000048540	LMO3
46	54	58	7	11	5	ENSG00000246430	LINC00968
24	13	9	218	180	71	ENSG00000283787	AC051649.2
217	82	121	10	17	8	ENSG00000115009	CCL20
3	4	13	30	32	27	ENSG00000234699	AL139339.1
4	0	4	42	38	22	ENSG00000198719	DLL1
29	50	39	279	221	281	ENSG00000213347	MXD3
130	87	172	17	63	12	ENSG00000169116	PARM1
18	14	30	0	3	4	ENSG00000185860	CCDC190
12	3	6	52	61	55	ENSG00000204314	PRRT1
13	4	9	28	80	54	ENSG00000151651	ADAM8
112	106	71	656	430	421	ENSG00000106976	DNM1
11	15	13	1	3	0	ENSG00000274879	AC009804.1
20	28	23	116	228	225	ENSG00000160447	PKN3
5	2	5	22	16	21	ENSG00000280594	BTG3-AS1
1	5	5	20	40	18	ENSG00000177679	SRRM3
878	277	432	44	142	86	ENSG00000169429	CXCL8
0	0	2	25	58	20	ENSG00000255690	TRIL
50	55	36	6	6	16	ENSG00000170689	HOXB9
3	1	0	10	11	17	ENSG00000108387	SEPT4
2	1	2	13	17	12	ENSG00000129521	EGLN3
405	309	509	31	29	31	ENSG00000008517	IL32
10	14	10	2	0	3	ENSG00000188290	HES4
10	4	11	71	58	97	ENSG00000250041	AC069360.1
94	137	45	10	6	23	ENSG00000227517	LINC01483
93	156	104	587	547	748	ENSG00000138771	SHROOM3
0	1	0	18	9	4	ENSG00000240771	ARHGEF25
1	10	5	0	0	0	ENSG00000167914	GSDMA
24	13	18	7	1	6	ENSG00000282988	AL031777.3
11	12	19	139	115	94	ENSG00000139946	PELI2
3	7	3	21	9	26	ENSG00000125931	CITED1
14	7	8	0	0	0	ENSG00000215853	RPTN
40	30	65	1	2	2	ENSG00000182261	NLRP10
14	22	17	106	71	78	ENSG00000007968	E2F2
16	10	5	0	0	0	ENSG00000258183	LINC02392
2	3	2	6	27	12	ENSG00000272277	AL031963.3
18	6	18	0	0	0	ENSG00000046889	PREX2
5	12	19	75	164	153	ENSG00000164935	DCSTAMP
43	17	25	8	5	2	ENSG00000137033	IL33
0	1	1	13	8	6	ENSG00000203808	BVES-AS1
0	3	7	34	30	25	ENSG00000129048	ACKR4
9	15	7	75	57	70	ENSG00000172197	MBOAT1
16	16	24	65	75	108	ENSG00000121316	PLBD1
7	39	38	95	335	268	ENSG00000211772	TRBC2
203	124	180	19	18	28	ENSG00000158406	HIST1H4H
81	194	126	19	48	35	ENSG00000072133	RPS6KA6
24	25	13	3	5	0	ENSG00000005513	SOX8
20	21	25	102	64	112	ENSG00000123358	NR4A1
65	21	97	5	1	4	ENSG00000187094	CCK
4	14	9	53	72	50	ENSG00000138336	TET1
16	44	85	223	198	249	ENSG00000180340	FZD2
36	20	16	1	0	1	ENSG00000226935	LINC00161
1	9	4	26	23	33	ENSG00000250510	GPR162
104	105	83	35	23	14	ENSG00000152056	AP1S3
69	66	31	429	342	344	ENSG00000149809	TM7SF2
1	0	3	20	51	28	ENSG00000133055	MYBPH
1	0	0	13	19	11	ENSG00000153902	LGI4
5	6	3	77	9	43	ENSG00000142494	SLC47A1
9	7	6	70	58	42	ENSG00000163590	PPM1L
7	8	7	44	24	57	ENSG00000121898	CPXM2
3	7	0	22	21	22	ENSG00000103184	SEC14L5
47	25	55	897	1604	1020	ENSG00000183134	PTGDR2
7	3	10	18	53	30	ENSG00000144712	CAND2
3	10	4	40	12	32	ENSG00000166689	PLEKHA7
9	12	38	3	2	5	ENSG00000272468	AL021807.1
0	1	0	72	22	97	ENSG00000171724	VAT1L
4	3	12	102	145	91	ENSG00000099284	H2AFY2
736	849	589	3439	4450	4989	ENSG00000143127	ITGA10
1	3	0	8	22	7	ENSG00000174599	TRAM1L1
0	0	0	4	8	8	ENSG00000111046	MYF6
303	269	289	1347	1373	981	ENSG00000196628	TCF4
33	22	14	4	4	5	ENSG00000142661	MYOM3
30	25	63	158	210	161	ENSG00000120833	SOCS2
24	15	24	2	8	2	ENSG00000186472	PCLO
35	38	50	233	179	179	ENSG00000133466	C1QTNF6
23	25	29	98	139	128	ENSG00000152217	SETBP1
1	4	15	23	44	22	ENSG00000008277	ADAM22
31	47	53	0	11	10	ENSG00000116833	NR5A2
14	32	41	129	121	162	ENSG00000175643	RMI2
1199	902	1188	300	209	246	ENSG00000197903	HIST1H2BK
102	231	181	1011	1131	1257	ENSG00000183856	IQGAP3
1	0	2	12	15	6	ENSG00000160282	FTCD
12	7	4	39	31	28	ENSG00000227268	KLLN
11	15	3	18	44	87	ENSG00000160223	ICOSLG
1073	745	967	279	253	166	ENSG00000140450	ARRDC4
57	72	68	371	275	339	ENSG00000100162	CENPM
186	49	73	15	6	5	ENSG00000232855	AF165147.1
2	13	6	25	28	43	ENSG00000231113	AL035587.1
42	45	73	246	244	261	ENSG00000171105	INSR
14	10	9	77	47	38	ENSG00000164120	HPGD
19	25	14	120	73	95	ENSG00000122547	EEPD1
7	1	6	24	18	21	ENSG00000161835	GRASP
44	70	33	6	6	18	ENSG00000168811	IL12A
2	2	5	22	16	12	ENSG00000275807	AC145285.6
0	0	0	10	5	5	ENSG00000282787	AL157888.1
608	1156	1170	63	324	244	ENSG00000113739	STC2
74	38	62	309	223	272	ENSG00000185920	PTCH1
1	0	5	15	14	14	ENSG00000135472	FAIM2
13	1	3	0	0	0	ENSG00000235885	LINC01828
56	9	50	10	12	6	ENSG00000112186	CAP2
6	8	2	84	78	100	ENSG00000165821	SALL2
5	2	18	35	35	47	ENSG00000183496	MEX3B
41	54	59	282	376	363	ENSG00000178573	MAF
1	3	2	8	11	18	ENSG00000185610	DBX2
33	37	30	215	138	189	ENSG00000161267	BDH1
9239	9652	7280	2210	1915	1888	ENSG00000154734	ADAMTS1
0	0	0	2	8	7	ENSG00000225334	AL391811.1
132	324	293	1541	1334	1454	ENSG00000112984	KIF20A
6	6	9	0	0	0	ENSG00000248572	EGFLAM-AS2
4	2	5	16	17	15	ENSG00000135299	ANKRD6
2	2	0	94	9	9	ENSG00000187243	MAGED4B
169	146	87	39	23	38	ENSG00000125848	FLRT3
0	4	0	24	11	7	ENSG00000082497	SERTAD4
1	0	1	7	14	6	ENSG00000185133	INPP5J
7	6	10	43	26	34	ENSG00000133937	GSC
8	19	29	0	0	0	ENSG00000153294	ADGRF4
3	5	9	18	36	29	ENSG00000146233	CYP39A1
28	68	31	6	12	6	ENSG00000233532	LINC00460
71	36	49	14	21	4	ENSG00000163491	NEK10
12	13	5	70	24	39	ENSG00000160867	FGFR4
14	7	5	1	0	0	ENSG00000182389	CACNB4
0	0	0	6	4	6	ENSG00000266933	AC005775.1
88	40	96	10	7	1	ENSG00000180535	BHLHA15
4	4	7	0	0	0	ENSG00000204613	TRIM10
9	2	35	0	0	0	ENSG00000157542	KCNJ6
10	11	10	0	0	0	ENSG00000235782	AL031429.1
2	1	1	16	15	4	ENSG00000264107	AC138207.2
27	58	64	2	3	0	ENSG00000259721	AC090877.2
130	220	216	497	1279	1008	ENSG00000134243	SORT1
0	1	0	9	17	24	ENSG00000214357	NEURL1B
0	1	0	37	19	24	ENSG00000142149	HUNK
27	28	14	4	1	4	ENSG00000258791	LINC00520
8	13	17	61	65	48	ENSG00000220785	MTMR9LP
12	4	7	0	0	0	ENSG00000147697	GSDMC
35	56	36	2	0	12	ENSG00000110203	FOLR3
27	22	18	2	4	3	ENSG00000260807	AC009041.2
409	395	551	2375	2400	2275	ENSG00000157240	FZD1
96	51	31	4	12	8	ENSG00000164736	SOX17
49	63	43	8	4	12	ENSG00000170396	ZNF804A
3	4	2	14	23	20	ENSG00000285257	AL157893.1
426	104	176	33	99	31	ENSG00000112936	C7
317	313	490	54	81	75	ENSG00000127528	KLF2
1	0	0	9	18	1	ENSG00000046604	DSG2
0	2	15	17	57	14	ENSG00000151702	FLI1
5	3	15	50	42	49	ENSG00000284946	AC068831.7
0	5	1	17	24	21	ENSG00000254639	AC116021.1
88	100	91	360	319	501	ENSG00000136848	DAB2IP
23	23	31	1	2	0	ENSG00000163347	CLDN1
1031	1652	1098	14	12	32	ENSG00000197632	SERPINB2
45	9	49	7	4	3	ENSG00000156510	HKDC1
37	4	9	0	3	0	ENSG00000117594	HSD11B1
8	5	8	159	253	107	ENSG00000101638	ST8SIA5
0	1	2	12	12	10	ENSG00000232450	AL133517.1
105	40	58	8	14	7	ENSG00000226380	AC016831.1
73	64	94	7	5	11	ENSG00000083454	P2RX5
175	124	174	30	13	21	ENSG00000180596	HIST1H2BC
2	15	9	3	25	99	ENSG00000149599	DUSP15
24	26	38	7	3	1	ENSG00000153233	PTPRR
3	1	8	12	22	25	ENSG00000143126	CELSR2
53	44	23	10	8	6	ENSG00000155011	DKK2
2	3	1	11	8	18	ENSG00000165125	TRPV6
55	51	36	12	8	13	ENSG00000019582	CD74
213	448	482	2095	2115	2309	ENSG00000111206	FOXM1
0	4	3	12	38	13	ENSG00000176928	GCNT4
176	483	573	12	73	41	ENSG00000113389	NPR3
12	9	13	123	151	120	ENSG00000170271	FAXDC2
29	1	4	1	1	0	ENSG00000237596	AL138828.1
137	40	44	8	1	12	ENSG00000064886	CHI3L2
495	400	1562	2976	9784	4139	ENSG00000127954	STEAP4
10	8	8	1	0	1	ENSG00000255364	SMILR
33	14	25	0	0	0	ENSG00000186847	KRT14
669	198	602	133	77	77	ENSG00000119938	PPP1R3C
28	31	25	162	109	154	ENSG00000188060	RAB42
3	1	0	14	10	10	ENSG00000167371	PRRT2
319	561	459	2824	3379	2652	ENSG00000148773	MKI67
105	173	74	7	0	3	ENSG00000257335	MGAM
72	35	82	10	3	2	ENSG00000163995	ABLIM2
77	48	23	10	3	9	ENSG00000104237	RP1
41	18	47	0	5	0	ENSG00000248869	LINC02511
46	29	44	402	351	334	ENSG00000167676	PLIN4
23	27	40	0	1	0	ENSG00000226835	AC097059.1
166	133	172	29	38	24	ENSG00000248371	LINC02056
13	3	10	1	0	0	ENSG00000158516	CPA2
79	113	108	423	365	509	ENSG00000105327	BBC3
21	23	41	0	9	1	ENSG00000174325	DIRC1
0	4	0	17	5	17	ENSG00000172346	CSDC2
12	2	7	52	92	22	ENSG00000256654	AC005906.2
685	634	512	110	67	107	ENSG00000109321	AREG
0	0	0	7	1	9	ENSG00000197061	HIST1H4C
23	26	9	4	3	1	ENSG00000251281	AC034223.2
29	10	10	1	3	6	ENSG00000234810	AL603840.1
81	35	67	12	11	4	ENSG00000140022	STON2
15	15	16	91	88	89	ENSG00000140057	AK7
1800	1172	1439	102	19	59	ENSG00000106484	MEST
62	10	52	16	12	2	ENSG00000115457	IGFBP2
26	19	17	2	7	0	ENSG00000256128	LINC00944
4	17	25	118	178	119	ENSG00000197093	GAL3ST4
17	9	5	111	94	134	ENSG00000165879	FRAT1
21	14	3	3	0	2	ENSG00000204287	HLA-DRA
6	5	11	65	75	60	ENSG00000204851	PNMA8B
13	39	18	4	2	1	ENSG00000163273	NPPC
13	4	6	1	0	0	ENSG00000124731	TREM1
1708	1622	2817	54	69	40	ENSG00000115602	IL1RL1
5	3	10	27	35	29	ENSG00000206417	H1FX-AS1
4	3	3	16	16	13	ENSG00000163635	ATXN7
3	5	3	25	22	13	ENSG00000112182	BACH2
42	107	71	381	387	458	ENSG00000182511	FES
4	6	3	26	8	28	ENSG00000090539	CHRD
355	220	229	92	42	50	ENSG00000184156	KCNQ3
3	6	12	58	122	93	ENSG00000170214	ADRA1B
17	17	45	5	10	4	ENSG00000137699	TRIM29
65	39	76	10	10	3	ENSG00000213514	AL731556.1
142	20	20	22	7	8	ENSG00000167077	MEI1
30	32	24	11	4	6	ENSG00000135951	TSGA10
7	9	10	76	72	99	ENSG00000136274	NACAD
17	11	17	6	1	0	ENSG00000205129	C4orf47
632	280	347	66	15	28	ENSG00000152402	GUCY1A2
69	15	48	2	3	5	ENSG00000134548	SPX
23	12	11	0	0	0	ENSG00000211895	IGHA1
10	5	11	0	1	0	ENSG00000205830	AC024132.1
1090	711	1108	12	11	9	ENSG00000128510	CPA4
12	9	10	63	63	22	ENSG00000167588	GPD1
1	1	0	14	21	18	ENSG00000100473	COCH
351	723	812	2908	2639	2736	ENSG00000089685	BIRC5
72	121	322	15	42	23	ENSG00000175899	A2M
24	12	20	201	107	125	ENSG00000110799	VWF
14	12	8	2	0	0	ENSG00000242808	SOX2-OT
5	4	5	17	26	24	ENSG00000186564	FOXD2
9	10	8	96	79	86	ENSG00000117676	RPS6KA1
0	0	4	10	27	14	ENSG00000173114	LRRN3
24	29	38	3	0	2	ENSG00000246228	CASC8
30	18	11	228	76	81	ENSG00000154146	NRGN
0	1	3	15	12	13	ENSG00000160801	PTH1R
19	37	6	3	5	0	ENSG00000082293	COL19A1
5	5	4	0	0	0	ENSG00000198574	SH2D1B
24	39	39	8	6	6	ENSG00000234155	LINC02535
20	19	21	2	9	1	ENSG00000129910	CDH15
19	21	31	96	128	105	ENSG00000162437	RAVER2
14	22	30	129	107	193	ENSG00000103522	IL21R
0	0	1	12	12	10	ENSG00000205041	AC118344.1
254	195	235	11	11	4	ENSG00000152463	OLAH
4	2	3	82	243	26	ENSG00000196616	ADH1B
145	276	242	9	17	28	ENSG00000166396	SERPINB7
54	69	83	371	493	518	ENSG00000205978	NYNRIN
10	32	77	237	437	172	ENSG00000007237	GAS7
20	8	8	117	42	63	ENSG00000139266	MARCH9
2	6	9	15	62	37	ENSG00000064655	EYA2
29	13	13	1	1	1	ENSG00000112379	ARFGEF3
189	400	440	1738	1814	1622	ENSG00000113368	LMNB1
37	20	2	2	0	2	ENSG00000196126	HLA-DRB1
21	15	10	1	2	7	ENSG00000219565	ZNF259P1
10	1	10	0	0	1	ENSG00000231574	LINC02015
154	287	319	1587	1431	1413	ENSG00000164104	HMGB2
33	41	39	0	19	7	ENSG00000155511	GRIA1
9	30	24	99	112	118	ENSG00000144152	FBLN7
0	0	1	12	13	3	ENSG00000231274	SBK3
16	17	29	0	3	8	ENSG00000169252	ADRB2
8	19	26	0	4	2	ENSG00000181634	TNFSF15
3	0	0	24	10	19	ENSG00000277287	AL109976.1
17	13	12	0	0	0	ENSG00000186832	KRT16
264	279	375	79	86	77	ENSG00000162772	ATF3
1080	1055	3376	302	452	213	ENSG00000095383	TBC1D2
11	8	14	45	49	60	ENSG00000226549	SCDP1
17	11	25	4	0	2	ENSG00000140379	BCL2A1
38	80	19	2	2	24	ENSG00000151892	GFRA1
16	18	34	2	5	3	ENSG00000248323	LUCAT1
1283	1022	1380	299	199	227	ENSG00000197614	MFAP5
16	23	25	76	114	85	ENSG00000187951	ARHGAP11B
8	9	22	0	0	0	ENSG00000131738	KRT33B
6	13	5	41	47	44	ENSG00000177943	MAMDC4
11	9	15	0	2	2	ENSG00000100867	DHRS2
319	216	204	15	71	28	ENSG00000023445	BIRC3
25	15	87	2	12	6	ENSG00000148677	ANKRD1
71	73	99	1	1	1	ENSG00000171658	NMRAL2P
4	9	4	99	126	97	ENSG00000054654	SYNE2
10	11	9	162	71	86	ENSG00000164379	FOXQ1
95	159	122	743	627	786	ENSG00000079435	LIPE
1	8	2	65	47	85	ENSG00000128602	SMO
7	3	8	33	50	11	ENSG00000183128	CALHM3
21	16	29	218	205	228	ENSG00000186193	SAPCD2
0	1	0	5	6	14	ENSG00000102230	PCYT1B
9	9	0	0	0	0	ENSG00000249102	AC034223.1
5	10	7	47	24	29	ENSG00000184260	HIST2H2AC
7	3	6	45	25	29	ENSG00000065717	TLE2
4181	4867	6272	1064	1413	1066	ENSG00000113083	LOX
9	1	5	38	11	22	ENSG00000076706	MCAM
0	0	0	10	13	6	ENSG00000103710	RASL12
255	281	314	15	37	20	ENSG00000138347	MYPN
502	378	334	56	29	49	ENSG00000153162	BMP6
12	4	12	0	1	0	ENSG00000127533	F2RL3
74	57	111	17	19	13	ENSG00000027075	PRKCH
0	1	0	2	15	6	ENSG00000112041	TULP1
1	0	0	6	14	5	ENSG00000253366	AC139272.1
8	5	2	0	0	0	ENSG00000231906	AC016397.1
224	112	219	1115	1204	498	ENSG00000149212	SESN3
35	59	68	3	19	12	ENSG00000198796	ALPK2
9722	9312	13860	1439	3420	2382	ENSG00000163661	PTX3
47	40	68	9	2	10	ENSG00000179869	ABCA13
0	0	0	4	8	4	ENSG00000149294	NCAM1
7	7	31	1	2	0	ENSG00000138135	CH25H
8	5	13	1	1	0	ENSG00000280143	AP000892.3
7	12	3	27	46	58	ENSG00000006025	OSBPL7
33	24	39	7	5	6	ENSG00000140459	CYP11A1
112	85	93	4	1	5	ENSG00000260454	AL355607.2
16	19	14	134	100	90	ENSG00000174327	SLC16A13
5	1	2	37	16	11	ENSG00000137463	MGARP
7	6	21	149	92	82	ENSG00000077420	APBB1IP
267	267	387	40	139	50	ENSG00000182492	BGN
560	353	266	128	63	100	ENSG00000124479	NDP
126	123	88	34	7	25	ENSG00000197261	C6orf141
3	3	1	121	133	109	ENSG00000165269	AQP7
8	2	4	30	11	18	ENSG00000266947	AC022916.1
7	4	5	0	0	0	ENSG00000169306	IL1RAPL1
614	1509	1498	105	119	108	ENSG00000058085	LAMC2
7	4	6	36	17	25	ENSG00000165995	CACNB2
0	0	0	9	10	7	ENSG00000077264	PAK3
341	339	235	56	84	69	ENSG00000159217	IGF2BP1
3	2	2	11	20	18	ENSG00000263874	LINC00672
39	157	89	1	1	7	ENSG00000221852	KRTAP1-5
67	97	77	20	14	25	ENSG00000279415	AC099494.2
296	330	325	24	41	35	ENSG00000240476	LINC00973
29	39	39	5	5	14	ENSG00000127585	FBXL16
54	27	34	17	6	4	ENSG00000109511	ANXA10
0	0	0	7	8	5	ENSG00000010327	STAB1
8	7	15	2	0	2	ENSG00000165449	SLC16A9
98	1	7	2	2	1	ENSG00000164418	GRIK2
105	45	91	14	21	15	ENSG00000081041	CXCL2
9506	13755	19226	2446	4874	3821	ENSG00000120708	TGFBI
0	1	0	11	8	7	ENSG00000231453	LINC01305
265	177	236	33	53	26	ENSG00000168685	IL7R
68	63	54	13	18	5	ENSG00000233822	HIST1H2BN
12	16	4	2	1	0	ENSG00000212993	POU5F1B
14	25	25	1	0	3	ENSG00000197506	SLC28A3
111	16	36	6	8	2	ENSG00000183421	RIPK4
10	5	5	1	0	0	ENSG00000147606	SLC26A7
34	24	34	149	153	136	ENSG00000111728	ST8SIA1
12	14	27	87	156	101	ENSG00000198353	HOXC4
8	15	7	63	77	68	ENSG00000198885	ITPRIPL1
2	11	11	52	51	49	ENSG00000105996	HOXA2
4	17	18	2	1	3	ENSG00000238266	LINC00707
152	169	76	840	626	1072	ENSG00000138759	FRAS1
5	7	4	0	0	0	ENSG00000240386	LCE1F
70	17	18	269	139	122	ENSG00000103742	IGDCC4
77	62	45	1072	556	1054	ENSG00000159164	SV2A
63	52	84	384	400	217	ENSG00000170549	IRX1
7	4	6	38	35	24	ENSG00000174740	PABPC5
62	78	52	3	31	16	ENSG00000135333	EPHA7
326	248	469	46	79	44	ENSG00000114771	AADAC
4	11	10	2	0	0	ENSG00000102683	SGCG
18	36	24	131	89	145	ENSG00000151320	AKAP6
3	2	2	39	36	37	ENSG00000146411	SLC2A12
2	8	8	37	57	30	ENSG00000259660	DNM1P47
672	739	509	139	110	220	ENSG00000099337	KCNK6
42	65	82	2	11	16	ENSG00000130751	NPAS1
361	327	328	76	66	62	ENSG00000276180	HIST1H4I
80	76	111	378	543	428	ENSG00000078053	AMPH
347	443	431	1	5	5	ENSG00000212724	KRTAP2-3
29	4	2	1	0	0	ENSG00000262406	MMP12
6	2	2	45	12	11	ENSG00000078549	ADCYAP1R1
783	1040	475	246	105	252	ENSG00000127241	MASP1
21	17	6	0	1	3	ENSG00000164106	SCRG1
8	2	3	120	50	64	ENSG00000101265	RASSF2
2	4	2	15	19	28	ENSG00000110900	TSPAN11
3	6	7	78	72	29	ENSG00000123360	PDE1B
0	0	1	6	16	5	ENSG00000172733	PURG
34	50	62	11	10	6	ENSG00000273802	HIST1H2BG
1	1	7	13	25	23	ENSG00000162998	FRZB
2	6	3	13	16	20	ENSG00000280152	AC009078.3
6	16	15	0	1	3	ENSG00000150722	PPP1R1C
0	0	0	3	13	3	ENSG00000250305	TRMT9B
677	1526	909	19	18	64	ENSG00000131737	KRT34
10	5	1	41	33	25	ENSG00000101115	SALL4
37	11	35	14	3	4	ENSG00000172061	LRRC15
19	16	17	0	5	5	ENSG00000166510	CCDC68
3	0	3	11	13	16	ENSG00000272449	AL139246.5
125	79	115	818	370	422	ENSG00000108551	RASD1
15	13	11	100	110	94	ENSG00000108984	MAP2K6
29	17	41	2	1	2	ENSG00000136244	IL6
5	1	2	25	23	16	ENSG00000257038	AP002761.3
38	19	31	14	2	2	ENSG00000232774	AL355916.1
6	10	2	30	49	22	ENSG00000181350	LRRC75A
6	1	1	40	12	16	ENSG00000035664	DAPK2
410	360	519	3015	3005	2381	ENSG00000185432	METTL7A
34	48	38	2	20	6	ENSG00000112414	ADGRG6
7	1	0	70	27	13	ENSG00000196542	SPTSSB
76	26	41	14	12	5	ENSG00000136167	LCP1
22	25	35	142	177	182	ENSG00000165617	DACT1
1	0	5	13	20	8	ENSG00000234264	DEPDC1-AS1
157	91	112	16	10	11	ENSG00000236453	AC003092.1
123	110	98	28	33	16	ENSG00000138378	STAT4
100	264	114	15	41	39	ENSG00000164220	F2RL2
11	13	43	90	121	89	ENSG00000163431	LMOD1
2615	5790	6502	41	126	134	ENSG00000166923	GREM1
419	215	430	11	46	30	ENSG00000090339	ICAM1
1	0	2	9	7	13	ENSG00000138449	SLC40A1
7	8	1	29	46	18	ENSG00000131095	GFAP
445	534	551	3122	2656	3172	ENSG00000108840	HDAC5
444	443	284	30	34	29	ENSG00000139364	TMEM132B
3	4	2	10	20	15	ENSG00000164406	LEAP2
3	11	2	0	0	0	ENSG00000235448	LURAP1L-AS1
2	2	2	41	4	9	ENSG00000129467	ADCY4
0	0	0	4	4	8	ENSG00000272918	AC005070.3
4	1	1	169	217	57	ENSG00000169418	NPR1
1039	1483	789	262	277	298	ENSG00000184226	PCDH9
7974	7803	9502	1575	1475	1881	ENSG00000167772	ANGPTL4
119	91	116	384	749	348	ENSG00000154262	ABCA6
60	12	33	3	2	0	ENSG00000116745	RPE65
0	0	0	28	4	3	ENSG00000100336	APOL4
919	668	903	128	166	100	ENSG00000157064	NMNAT2
3	15	5	43	34	32	ENSG00000186907	RTN4RL2
108	113	226	960	933	978	ENSG00000185112	FAM43A
12	0	2	46	21	19	ENSG00000165887	ANKRD2
3	1	2	17	8	19	ENSG00000139985	ADAM21
