AD_T10_1	AD_T10_2	AD_T10_3	AD_T3_1	AD_T3_2	AD_T3_3	gene_id	gene
2	9	4	0	0	0	ENSG00000223949	ROR1-AS1
61	105	125	418	535	428	ENSG00000188985	DHFRP1
19	37	19	129	145	120	ENSG00000214826	DDX12P
3	7	4	0	0	0	ENSG00000223620	RBM48P1
5	4	5	0	0	0	ENSG00000179058	C9orf50
59	47	54	9	10	19	ENSG00000198074	AKR1B10
127	214	209	1464	1777	1653	ENSG00000168078	PBK
120	154	167	582	772	631	ENSG00000123473	STIL
29	50	39	274	308	310	ENSG00000213347	MXD3
243	144	269	12	19	4	ENSG00000167703	SLC43A2
112	106	71	576	390	364	ENSG00000106976	DNM1
63	31	63	7	3	3	ENSG00000116675	DNAJC6
73	73	39	375	326	619	ENSG00000073861	TBX21
113	90	105	423	499	442	ENSG00000185480	PARPBP
20	28	23	161	201	155	ENSG00000160447	PKN3
139	6	15	1	0	0	ENSG00000198910	L1CAM
5	2	5	9	22	19	ENSG00000280594	BTG3-AS1
47	29	29	6	8	4	ENSG00000198208	RPS6KL1
27	15	30	6	2	8	ENSG00000245573	BDNF-AS
49	25	47	0	13	5	ENSG00000067715	SYT1
11	9	6	0	2	0	ENSG00000152766	ANKRD22
144	234	201	1000	1177	1308	ENSG00000077152	UBE2T
595	786	757	2465	3018	3567	ENSG00000128951	DUT
529	440	768	130	159	129	ENSG00000100342	APOL1
13	9	21	1	3	3	ENSG00000261888	AC144831.1
50	55	36	8	2	7	ENSG00000170689	HOXB9
27	6	15	2	2	2	ENSG00000184343	SRPK3
48	75	66	360	377	385	ENSG00000197299	BLM
405	309	509	15	31	34	ENSG00000008517	IL32
10	14	10	0	0	3	ENSG00000188290	HES4
94	137	45	6	3	6	ENSG00000227517	LINC01483
3	17	10	0	1	0	ENSG00000214376	VSTM5
1173	1437	1407	306	248	372	ENSG00000141574	SECTM1
17	17	14	0	1	0	ENSG00000225138	SLC9A3-AS1
8	4	2	16	26	33	ENSG00000131471	AOC3
232	244	246	55	58	60	ENSG00000139112	GABARAPL1
3300	3215	3230	662	509	712	ENSG00000103485	QPRT
15	20	9	2	3	4	ENSG00000196747	HIST1H2AI
356	114	233	1105	892	1093	ENSG00000163739	CXCL1
24	13	18	2	3	1	ENSG00000282988	AL031777.3
6	9	5	0	0	0	ENSG00000197934	CYYR1-AS1
421	510	389	143	72	79	ENSG00000137834	SMAD6
189	254	261	1106	1337	1055	ENSG00000139734	DIAPH3
33	55	55	256	405	344	ENSG00000171320	ESCO2
36	26	31	178	162	168	ENSG00000138658	ZGRF1
70	39	40	347	137	556	ENSG00000162595	DIRAS3
143	154	177	19	64	36	ENSG00000160951	PTGER1
18	35	33	3	5	2	ENSG00000251144	AC113346.1
14	7	8	0	0	0	ENSG00000215853	RPTN
324	383	351	1920	2779	1862	ENSG00000198826	ARHGAP11A
117	143	160	691	857	714	ENSG00000080839	RBL1
1006	639	599	145	67	95	ENSG00000243742	RPLP0P2
40	30	65	0	8	1	ENSG00000182261	NLRP10
5	14	6	40	60	67	ENSG00000128408	RIBC2
54	57	78	12	12	11	ENSG00000124635	HIST1H2BJ
0	0	0	9	5	5	ENSG00000168913	ENHO
19	19	14	53	78	86	ENSG00000173894	CBX2
14	22	17	151	80	106	ENSG00000007968	E2F2
22	21	29	8	1	9	ENSG00000111907	TPD52L1
16	10	9	3	2	2	ENSG00000161298	ZNF382
18	6	18	0	2	0	ENSG00000046889	PREX2
133	88	187	16	55	15	ENSG00000237807	AC022034.2
48	46	74	330	232	296	ENSG00000183876	ARSI
86	129	122	664	908	721	ENSG00000112742	TTK
92	129	125	39	23	18	ENSG00000099822	HCN2
16	32	42	3	9	4	ENSG00000167100	SAMD14
17	7	8	0	3	0	ENSG00000183248	PRR36
218	334	245	2499	2808	2254	ENSG00000109805	NCAPG
35	30	42	4	11	8	ENSG00000253837	AC090197.1
9	15	7	57	51	58	ENSG00000172197	MBOAT1
999	1514	1280	6206	7094	8149	ENSG00000188486	H2AFX
3	4	3	24	14	39	ENSG00000168421	RHOH
16	16	24	77	103	92	ENSG00000121316	PLBD1
3	5	2	12	24	12	ENSG00000259820	AC083843.3
7	39	38	405	694	732	ENSG00000211772	TRBC2
21	22	33	5	1	7	ENSG00000185499	MUC1
32	18	37	133	175	189	ENSG00000147231	CXorf57
6	4	1	13	26	21	ENSG00000158050	DUSP2
8	9	12	1	0	1	ENSG00000186496	ZNF396
203	124	180	8	12	11	ENSG00000158406	HIST1H4H
432	354	356	62	51	47	ENSG00000187837	HIST1H1C
127	173	174	556	747	700	ENSG00000213390	ARHGAP19
24	25	13	2	4	5	ENSG00000005513	SOX8
657	675	1040	63	96	90	ENSG00000138131	LOXL4
128	216	219	968	1272	1258	ENSG00000144354	CDCA7
1	0	19	0	0	0	ENSG00000260604	AL590004.4
583	704	733	123	106	136	ENSG00000013563	DNASE1L1
4	14	9	47	74	41	ENSG00000138336	TET1
134	86	113	22	18	23	ENSG00000168939	SPRY3
0	0	0	13	2	4	ENSG00000078295	ADCY2
5	6	3	60	13	19	ENSG00000142494	SLC47A1
1	1	2	8	30	31	ENSG00000203756	TMEM244
2	5	7	0	0	0	ENSG00000181790	ADGRB1
119	93	119	457	547	504	ENSG00000146263	MMS22L
22	29	14	1	0	0	ENSG00000103175	WFDC1
5	6	14	0	2	0	ENSG00000139209	SLC38A4
250	347	391	1548	1822	1419	ENSG00000111602	TIMELESS
50	54	61	3	6	0	ENSG00000105639	JAK3
11	18	5	0	0	1	ENSG00000226644	AL121899.1
625	520	642	182	142	101	ENSG00000105514	RAB3D
176	394	444	3366	4299	3843	ENSG00000145386	CCNA2
1791	858	1118	511	187	185	ENSG00000171680	PLEKHG5
126	47	57	19	12	14	ENSG00000091490	SEL1L3
21	43	22	212	164	201	ENSG00000189057	FAM111B
27	69	66	599	742	782	ENSG00000152253	SPC25
72	70	37	12	7	23	ENSG00000073150	PANX2
12	22	6	1	0	5	ENSG00000197191	CYSRT1
37	55	41	11	3	9	ENSG00000112183	RBM24
3	10	4	35	26	39	ENSG00000166689	PLEKHA7
9	12	38	4	6	5	ENSG00000272468	AL021807.1
0	1	0	14	2	9	ENSG00000171724	VAT1L
410	231	287	62	56	41	ENSG00000137266	SLC22A23
12	12	17	4	4	1	ENSG00000198756	COLGALT2
12	8	9	1	1	0	ENSG00000121410	A1BG
4	3	12	65	106	67	ENSG00000099284	H2AFY2
42	36	44	254	248	349	ENSG00000186603	HPDL
0	0	0	5	2	10	ENSG00000111046	MYF6
19	15	18	4	0	2	ENSG00000170369	CST2
1	0	0	4	6	13	ENSG00000196666	FAM180B
101	187	248	2117	2337	1828	ENSG00000137804	NUSAP1
402	427	404	62	45	54	ENSG00000188766	SPRED3
0	4	2	20	25	18	ENSG00000196081	ZNF724
25	52	63	396	410	401	ENSG00000158402	CDC25C
1049	645	669	3044	3885	4816	ENSG00000197766	CFD
25	27	39	3	4	4	ENSG00000128482	RNF112
25	17	12	3	3	2	ENSG00000181409	AATK
95	90	80	19	16	21	ENSG00000251257	AC010457.1
30	35	27	209	189	147	ENSG00000157470	FAM81A
253	271	296	27	28	42	ENSG00000128965	CHAC1
399	687	556	3512	3989	3648	ENSG00000120802	TMPO
21	43	68	5	15	6	ENSG00000224189	HAGLR
3	4	3	20	16	12	ENSG00000268403	AC132192.2
129	200	205	1778	2130	1668	ENSG00000126787	DLGAP5
31	47	53	2	5	8	ENSG00000116833	NR5A2
40	37	46	291	346	323	ENSG00000198056	PRIM1
23426	20021	27602	4640	5705	7573	ENSG00000105825	TFPI2
13	5	12	2	2	0	ENSG00000182870	GALNT9
14	32	41	105	124	137	ENSG00000175643	RMI2
1199	902	1188	187	173	199	ENSG00000197903	HIST1H2BK
41	21	7	1	2	3	ENSG00000137491	SLCO2B1
102	231	181	1493	2040	1355	ENSG00000183856	IQGAP3
18	13	12	3	1	4	ENSG00000186642	PDE2A
8	9	15	0	2	0	ENSG00000277758	FO681492.1
53	6	19	12	2	2	ENSG00000163092	XIRP2
656	1802	6521	153	577	193	ENSG00000137801	THBS1
10	2	4	0	0	0	ENSG00000125538	IL1B
57	72	68	672	692	796	ENSG00000100162	CENPM
186	49	73	22	28	7	ENSG00000232855	AF165147.1
249	106	117	73	10	24	ENSG00000215788	TNFRSF25
8	11	17	51	75	34	ENSG00000237510	GPAT2P1
31	12	18	2	7	4	ENSG00000225975	LINC01534
608	1156	1170	33	134	134	ENSG00000113739	STC2
1	0	5	15	20	11	ENSG00000135472	FAIM2
9	9	6	0	1	0	ENSG00000141293	SKAP1
108	54	105	15	16	18	ENSG00000102996	MMP15
56	9	50	10	9	5	ENSG00000112186	CAP2
23	14	16	2	3	6	ENSG00000237989	LINC01679
5	2	9	0	0	0	ENSG00000261324	AC010168.2
127	183	136	577	580	753	ENSG00000163923	RPL39L
4	4	12	0	1	0	ENSG00000258788	CKS1BP1
1	3	2	15	11	20	ENSG00000185610	DBX2
16	15	18	1	1	1	ENSG00000223396	RPS10P7
132	324	293	3196	3606	3123	ENSG00000112984	KIF20A
320	366	337	1689	1854	1579	ENSG00000156802	ATAD2
0	2	2	7	9	24	ENSG00000117598	PLPPR5
464	795	930	54	280	118	ENSG00000107738	VSIR
1	1	4	21	9	8	ENSG00000178498	DTX3
137	369	376	2705	3001	2632	ENSG00000076382	SPAG5
63	81	86	8	9	5	ENSG00000100100	PIK3IP1
35	48	25	5	6	14	ENSG00000261105	LMO7-AS1
29	13	58	126	167	137	ENSG00000189362	NEMP2
168	129	86	27	8	44	ENSG00000110628	SLC22A18
191	307	237	44	66	51	ENSG00000132563	REEP2
79	50	98	8	4	1	ENSG00000187479	C11orf96
63	41	86	280	356	161	ENSG00000100629	CEP128
8	19	29	0	0	0	ENSG00000153294	ADGRF4
28	68	31	4	15	10	ENSG00000233532	LINC00460
4	3	14	0	0	0	ENSG00000160179	ABCG1
12	13	14	0	3	1	ENSG00000088340	FER1L4
128	206	212	1712	2248	1595	ENSG00000138160	KIF11
88	40	96	6	24	9	ENSG00000180535	BHLHA15
239	235	290	58	81	47	ENSG00000135736	CCDC102A
4	4	7	0	0	0	ENSG00000204613	TRIM10
33	55	83	0	1	0	ENSG00000072952	MRVI1
20	29	14	7	0	0	ENSG00000141854	MISP3
9	2	35	0	0	0	ENSG00000157542	KCNJ6
722	665	590	165	104	130	ENSG00000127863	TNFRSF19
54	138	128	719	882	867	ENSG00000154839	SKA1
236	261	244	1062	1309	1134	ENSG00000162607	USP1
10	11	10	1	0	0	ENSG00000235782	AL031429.1
62	65	53	521	672	493	ENSG00000163808	KIF15
125	320	377	2494	2902	3116	ENSG00000142945	KIF2C
906	667	590	154	170	177	ENSG00000136231	IGF2BP3
70	130	145	738	1043	962	ENSG00000100526	CDKN3
28	71	98	3	4	7	ENSG00000165507	DEPP1
216	392	403	40	81	51	ENSG00000173267	SNCG
3	10	2	0	0	0	ENSG00000213023	SYT3
27	58	64	0	0	1	ENSG00000259721	AC090877.2
2	0	1	12	5	10	ENSG00000198354	DCAF12L2
455	1023	974	7227	8497	8215	ENSG00000117399	CDC20
161	250	286	2002	2255	1782	ENSG00000156970	BUB1B
0	1	0	30	48	23	ENSG00000214357	NEURL1B
9	18	12	103	115	91	ENSG00000129173	E2F8
0	0	0	4	5	7	ENSG00000114115	RBP1
0	1	0	20	11	5	ENSG00000142149	HUNK
27	28	14	0	0	1	ENSG00000258791	LINC00520
0	1	0	6	6	10	ENSG00000278048	RF00004
246	346	390	1794	2090	2107	ENSG00000164109	MAD2L1
36	44	34	7	2	9	ENSG00000003249	DBNDD1
11	3	9	102	111	196	ENSG00000049540	ELN
12	4	7	0	0	0	ENSG00000147697	GSDMC
35	56	36	1	0	5	ENSG00000110203	FOLR3
27	22	18	5	2	2	ENSG00000260807	AC009041.2
278	183	301	14	10	7	ENSG00000184678	HIST2H2BE
272	296	366	1213	1425	1421	ENSG00000134291	TMEM106C
2	4	0	37	26	65	ENSG00000131477	RAMP2
102	153	135	1349	1705	1006	ENSG00000137812	KNL1
177	244	151	17	8	13	ENSG00000188549	CCDC9B
5	3	15	53	77	53	ENSG00000284946	AC068831.7
0	5	1	14	8	17	ENSG00000254639	AC116021.1
23	23	31	1	5	0	ENSG00000163347	CLDN1
1031	1652	1098	57	76	239	ENSG00000197632	SERPINB2
409	514	491	2143	2523	2099	ENSG00000149503	INCENP
46	33	43	15	4	6	ENSG00000229774	AC018866.1
73	64	94	3	4	4	ENSG00000083454	P2RX5
1728	1434	1779	334	300	252	ENSG00000139318	DUSP6
175	124	174	7	6	8	ENSG00000180596	HIST1H2BC
49	36	70	11	9	7	ENSG00000151882	CCL28
5	7	6	0	1	0	ENSG00000258777	HIF1A-AS1
29	15	28	6	0	2	ENSG00000167646	DNAAF3
561	805	570	105	100	176	ENSG00000182667	NTM
53	44	23	13	2	12	ENSG00000155011	DKK2
37	40	55	10	9	10	ENSG00000121743	GJA3
10	8	14	1	2	0	ENSG00000256576	LINC02361
55	51	36	0	4	16	ENSG00000019582	CD74
213	448	482	2895	3443	2765	ENSG00000111206	FOXM1
210	208	207	44	21	29	ENSG00000142583	SLC2A5
176	483	573	32	127	75	ENSG00000113389	NPR3
15	5	7	0	1	0	ENSG00000230882	AC005077.4
29	1	4	0	0	0	ENSG00000237596	AL138828.1
53	98	66	9	3	16	ENSG00000125965	GDF5
7	11	8	0	0	0	ENSG00000168032	ENTPD3
63	102	119	499	533	516	ENSG00000085840	ORC1
28	13	27	12	0	3	ENSG00000204618	RNF39
16	18	20	2	2	1	ENSG00000203780	FANK1
489	924	891	5198	6070	6463	ENSG00000013810	TACC3
495	400	1562	90	274	56	ENSG00000127954	STEAP4
94	151	119	464	580	620	ENSG00000131470	PSMC3IP
33	14	25	1	0	1	ENSG00000186847	KRT14
146	243	852	2	39	12	ENSG00000168398	BDKRB2
188	121	152	22	42	37	ENSG00000278318	ZNF229
669	198	602	39	41	34	ENSG00000119938	PPP1R3C
45	52	20	2	4	11	ENSG00000221890	NPTXR
319	561	459	5642	7203	3400	ENSG00000148773	MKI67
72	35	82	5	7	0	ENSG00000163995	ABLIM2
13	11	20	0	1	5	ENSG00000228626	AC245100.3
77	48	23	10	0	13	ENSG00000104237	RP1
1	2	3	16	5	21	ENSG00000151364	KCTD14
28	33	30	172	193	183	ENSG00000136492	BRIP1
3	4	11	13	46	51	ENSG00000263513	FAM72C
148	129	106	39	28	23	ENSG00000249279	LINC02057
41	18	47	2	21	2	ENSG00000248869	LINC02511
94	117	77	4	5	16	ENSG00000103269	RHBDL1
23	27	40	2	7	1	ENSG00000226835	AC097059.1
760	1420	1346	149	237	230	ENSG00000079931	MOXD1
30	16	12	4	1	0	ENSG00000274021	AC024909.2
1182	1071	938	350	191	227	ENSG00000135424	ITGA7
123	103	88	13	26	31	ENSG00000186088	GSAP
72	30	47	19	14	2	ENSG00000139899	CBLN3
37	5	11	152	28	94	ENSG00000128918	ALDH1A2
6	17	13	36	73	56	ENSG00000133739	LRRCC1
38	26	19	6	0	14	ENSG00000214050	FBXO16
242	214	348	49	16	70	ENSG00000130513	GDF15
5736	5392	7200	866	1240	503	ENSG00000074181	NOTCH3
155	332	351	2144	2471	2129	ENSG00000169679	BUB1
36	20	23	5	0	4	ENSG00000179292	TMEM151A
6319	6092	5514	1259	940	1163	ENSG00000166165	CKB
15	18	3	2	0	1	ENSG00000253616	AC107959.3
147	281	281	1616	2225	2236	ENSG00000134690	CDCA8
21	23	41	3	0	2	ENSG00000174325	DIRC1
132	199	256	1612	1819	1628	ENSG00000121152	NCAPH
4	3	7	0	0	0	ENSG00000181126	HLA-V
14	1	4	0	0	0	ENSG00000280587	LINC01348
8	10	7	1	1	1	ENSG00000236045	AL031283.3
1	1	2	12	8	14	ENSG00000251235	SNRPCP2
31	58	31	8	5	5	ENSG00000165078	CPA6
15	3	4	0	0	0	ENSG00000180730	SHISA2
553	477	496	31	49	57	ENSG00000160191	PDE9A
23	26	9	5	0	2	ENSG00000251281	AC034223.2
170	167	183	1031	1108	658	ENSG00000138182	KIF20B
43	40	42	3	14	5	ENSG00000008300	CELSR3
90	39	62	19	6	16	ENSG00000064687	ABCA7
67	60	87	16	12	14	ENSG00000146021	KLHL3
301	398	396	2169	2486	2776	ENSG00000122952	ZWINT
81	35	67	22	10	10	ENSG00000140022	STON2
26	23	29	4	4	3	ENSG00000172824	CES4A
1800	1172	1439	158	69	151	ENSG00000106484	MEST
482	290	598	93	161	87	ENSG00000102802	MEDAG
73	64	46	15	12	9	ENSG00000116183	PAPPA2
26	19	17	6	5	4	ENSG00000256128	LINC00944
166	88	293	19	11	11	ENSG00000198959	TGM2
2	27	49	1	6	0	ENSG00000198771	RCSD1
11	6	3	0	1	0	ENSG00000251393	AC005280.1
928	1333	1333	5841	6615	5428	ENSG00000109685	NSD2
9	3	4	0	0	0	ENSG00000217801	AL390719.1
223	230	234	55	48	44	ENSG00000157873	TNFRSF14
374	315	241	74	62	76	ENSG00000169231	THBS3
407	278	374	99	93	71	ENSG00000124343	XG
13	4	6	0	1	0	ENSG00000124731	TREM1
28	31	23	4	1	8	ENSG00000187642	PERM1
47	11	1	4	0	3	ENSG00000214814	FER1L6
12	1	12	1	0	0	ENSG00000180739	S1PR5
103	151	135	590	650	671	ENSG00000159259	CHAF1B
130	236	209	932	966	1566	ENSG00000131153	GINS2
355	220	229	51	46	32	ENSG00000184156	KCNQ3
85	63	55	361	437	363	ENSG00000051341	POLQ
5722	6141	6154	1044	1283	1303	ENSG00000100196	KDELR3
17	17	45	1	7	12	ENSG00000137699	TRIM29
247	347	275	1462	1610	1071	ENSG00000122966	CIT
126	65	99	13	32	25	ENSG00000152763	WDR78
162	221	251	809	927	1084	ENSG00000112312	GMNN
142	20	20	17	4	5	ENSG00000167077	MEI1
28	12	42	2	0	5	ENSG00000228288	PCAT6
587	1103	1014	154	284	210	ENSG00000162458	FBLIM1
9	13	11	79	101	101	ENSG00000171791	BCL2
210	273	133	16	15	12	ENSG00000123500	COL10A1
9694	6852	7697	1364	1797	853	ENSG00000185567	AHNAK2
0	1	0	7	12	5	ENSG00000183850	ZNF730
4	3	3	21	12	16	ENSG00000085831	TTC39A
57	148	136	463	553	692	ENSG00000203760	CENPW
632	280	347	76	21	16	ENSG00000152402	GUCY1A2
81	123	103	928	1120	607	ENSG00000138778	CENPE
117	46	75	10	4	20	ENSG00000137393	RNF144B
141	230	212	894	1057	1125	ENSG00000221829	FANCG
2	3	0	7	18	10	ENSG00000263786	AC022211.1
4	2	6	15	18	18	ENSG00000189149	CRYM-AS1
6	2	6	35	18	37	ENSG00000170962	PDGFD
211	158	90	50	10	37	ENSG00000154310	TNIK
123	160	256	16	38	13	ENSG00000108950	FAM20A
69	15	48	4	4	5	ENSG00000134548	SPX
23	17	14	0	0	3	ENSG00000198520	C1orf228
23	12	11	0	0	0	ENSG00000211895	IGHA1
1090	711	1108	37	50	26	ENSG00000128510	CPA4
1	0	0	16	1	4	ENSG00000170011	MYRIP
1	1	0	15	15	19	ENSG00000100473	COCH
351	723	812	5413	6323	6227	ENSG00000089685	BIRC5
42	9	36	9	9	1	ENSG00000174586	ZNF497
9	15	17	0	0	5	ENSG00000205300	AL356414.1
19	32	27	139	160	159	ENSG00000188610	FAM72B
114	208	261	10	37	33	ENSG00000126950	TMEM35A
499	712	795	3504	4281	3926	ENSG00000161800	RACGAP1
69	53	64	19	18	9	ENSG00000169247	SH3TC2
14	12	8	0	1	0	ENSG00000242808	SOX2-OT
239	314	254	1534	1801	1764	ENSG00000162063	CCNF
490	799	618	3063	3237	3668	ENSG00000119333	WDR34
9	10	8	82	47	39	ENSG00000117676	RPS6KA1
