AD_T5_1	AD_T5_2	AD_T5_3	AD_T8_1	AD_T8_2	AD_T8_3	gene_id	gene
20	23	19	71	113	154	ENSG00000105989	WNT2
37	16	11	1	3	0	ENSG00000137463	MGARP
3	2	15	0	0	0	ENSG00000269226	TMSB15B
34	7	25	126	123	100	ENSG00000197261	C6orf141
121	133	109	10	3	2	ENSG00000165269	AQP7
105	119	108	430	1234	1168	ENSG00000058085	LAMC2
4	54	18	3	1	6	ENSG00000142910	TINAGL1
164	142	170	19	37	32	ENSG00000042062	RIPOR3
22	14	17	2	6	2	ENSG00000134830	C5AR2
20	27	14	2	4	2	ENSG00000275494	AC133552.5
1	1	7	32	78	36	ENSG00000221852	KRTAP1-5
24	29	20	3	6	7	ENSG00000054690	PLEKHH1
24	41	35	161	117	140	ENSG00000240476	LINC00973
27	19	26	12	1	3	ENSG00000162755	KLHDC9
2446	4874	3821	9595	24391	20113	ENSG00000120708	TGFBI
21	26	19	88	98	107	ENSG00000198440	ZNF583
61	43	59	8	12	13	ENSG00000173531	MST1
12	36	19	5	2	3	ENSG00000008323	PLEKHG6
33	53	26	251	139	211	ENSG00000168685	IL7R
8	66	15	1	3	12	ENSG00000104321	TRPA1
1	0	3	8	17	10	ENSG00000197506	SLC28A3
6	8	2	116	9	24	ENSG00000183421	RIPK4
1	0	0	18	9	2	ENSG00000147606	SLC26A7
87	156	101	23	22	29	ENSG00000198353	HOXC4
10	23	17	1	5	3	ENSG00000260517	AC009093.2
15	7	9	96	81	106	ENSG00000162981	FAM84A
52	51	49	14	9	5	ENSG00000105996	HOXA2
1072	556	1054	129	122	57	ENSG00000159164	SV2A
38	35	24	5	5	11	ENSG00000174740	PABPC5
3	31	16	47	130	103	ENSG00000135333	EPHA7
41	27	31	11	7	4	ENSG00000134594	RAB33A
34	28	23	8	7	1	ENSG00000261578	AP003119.3
46	79	44	210	270	460	ENSG00000114771	AADAC
12	32	20	6	4	0	ENSG00000184292	TACSTD2
39	36	37	4	2	3	ENSG00000146411	SLC2A12
37	57	30	5	8	15	ENSG00000259660	DNM1P47
35	9	21	5	3	3	ENSG00000089041	P2RX7
95	33	83	14	13	8	ENSG00000132938	MTUS2
1	5	5	115	136	129	ENSG00000212724	KRTAP2-3
1	0	0	9	9	5	ENSG00000262406	MMP12
120	50	64	9	5	4	ENSG00000101265	RASSF2
13	16	20	3	2	3	ENSG00000280152	AC009078.3
19	18	64	194	563	194	ENSG00000131737	KRT34
14	3	4	44	68	69	ENSG00000172061	LRRC15
0	3	0	4	5	25	ENSG00000179603	GRM8
0	5	5	20	7	27	ENSG00000166510	CCDC68
100	110	94	9	10	13	ENSG00000108984	MAP2K6
28	24	21	8	2	2	ENSG00000170909	OSCAR
13	17	12	2	3	1	ENSG00000261604	AC114947.2
1	2	12	6	32	33	ENSG00000179388	EGR3
3015	3005	2381	465	542	593	ENSG00000185432	METTL7A
2	20	6	26	36	48	ENSG00000112414	ADGRG6
70	27	13	7	2	3	ENSG00000196542	SPTSSB
0	2	0	10	5	10	ENSG00000230257	NFE4
14	12	5	40	70	59	ENSG00000136167	LCP1
142	177	182	17	18	6	ENSG00000165617	DACT1
21	14	14	3	5	3	ENSG00000235734	HMGN1P36
16	10	11	104	72	60	ENSG00000236453	AC003092.1
1387	1188	1417	243	332	362	ENSG00000100968	NFATC4
41	126	134	2053	3601	2679	ENSG00000166923	GREM1
9	7	13	0	1	0	ENSG00000138449	SLC40A1
29	46	18	8	8	4	ENSG00000131095	GFAP
411	373	417	49	95	127	ENSG00000180447	GAS1
3122	2656	3172	446	619	581	ENSG00000108840	HDAC5
30	34	29	366	651	505	ENSG00000139364	TMEM132B
19	24	10	0	2	4	ENSG00000166908	PIP4K2C
41	4	9	2	3	1	ENSG00000129467	ADCY4
169	217	57	1	7	18	ENSG00000169418	NPR1
262	277	298	1520	2149	1170	ENSG00000184226	PCDH9
1575	1475	1881	5153	6982	6993	ENSG00000167772	ANGPTL4
3	2	0	66	20	17	ENSG00000116745	RPE65
28	4	3	0	1	0	ENSG00000100336	APOL4
87	50	70	10	7	5	ENSG00000182580	EPHB3
128	166	100	671	496	640	ENSG00000157064	NMNAT2
43	34	32	9	8	7	ENSG00000186907	RTN4RL2
960	933	978	173	195	247	ENSG00000185112	FAM43A
178	189	196	7	10	12	ENSG00000182175	RGMA
5	7	10	0	0	0	ENSG00000166448	TMEM130
42	32	37	4	8	7	ENSG00000169071	ROR2
41	198	56	161	582	1408	ENSG00000136928	GABBR2
18	17	10	2	0	2	ENSG00000141750	STAC2
79	25	22	14	4	5	ENSG00000113504	SLC12A7
18	22	12	0	0	0	ENSG00000100078	PLA2G3
4	6	6	21	39	32	ENSG00000127325	BEST3
4	0	0	32	17	10	ENSG00000167642	SPINT2
1	2	9	17	99	47	ENSG00000120156	TEK
25	3	12	60	60	42	ENSG00000161249	DMKN
92	10	12	1	1	9	ENSG00000154545	MAGED4
10	3	1	125	35	30	ENSG00000182585	EPGN
110	108	73	24	18	25	ENSG00000162836	ACP6
0	3	0	9	16	19	ENSG00000276107	AC037198.1
69	40	60	594	230	267	ENSG00000128342	LIF
14	9	11	185	71	112	ENSG00000167641	PPP1R14A
14	10	11	47	50	61	ENSG00000154654	NCAM2
34	54	42	7	11	9	ENSG00000139508	SLC46A3
1	2	0	10	7	11	ENSG00000261740	BOLA2-SMG1P6
30	55	44	14	7	7	ENSG00000279080	AL022322.2
128	178	67	478	271	719	ENSG00000125089	SH3TC1
127	52	32	23	4	10	ENSG00000253958	CLDN23
12	13	10	0	2	2	ENSG00000267886	AC074135.1
20	54	25	90	129	178	ENSG00000101333	PLCB4
39	38	20	1	2	4	ENSG00000125378	BMP4
1	0	5	16	23	4	ENSG00000235385	LINC02154
22	12	10	0	1	0	ENSG00000108947	EFNB3
20	30	16	5	3	3	ENSG00000181754	AMIGO1
2	6	9	26	36	22	ENSG00000251003	ZFPM2-AS1
26	13	40	1	3	3	ENSG00000129757	CDKN1C
77	70	94	6	16	19	ENSG00000128045	RASL11B
12	6	10	1	0	0	ENSG00000099957	P2RX6
15	19	13	1	2	3	ENSG00000102003	SYP
19	26	10	149	144	261	ENSG00000248698	LINC01085
46	40	16	59	186	271	ENSG00000064205	WISP2
24	24	81	209	405	177	ENSG00000105509	HAS1
18	20	13	2	3	6	ENSG00000136514	RTP4
17	14	17	77	92	60	ENSG00000102468	HTR2A
21	16	5	0	2	2	ENSG00000223658	C1GALT1C1L
7	15	16	0	1	3	ENSG00000181652	ATG9B
65	94	123	15	24	19	ENSG00000174669	SLC29A2
7	6	6	64	30	52	ENSG00000107518	ATRNL1
6	1	1	14	41	28	ENSG00000137975	CLCA2
88	134	181	1995	1612	1495	ENSG00000124882	EREG
45	24	11	5	7	6	ENSG00000186204	CYP4F12
6	2	1	28	76	73	ENSG00000125675	GRIA3
2	1	6	9	32	11	ENSG00000111341	MGP
2	9	4	28	18	18	ENSG00000140798	ABCC12
16	37	23	3	5	7	ENSG00000073849	ST6GAL1
9	17	19	54	102	113	ENSG00000096696	DSP
52	28	19	240	157	379	ENSG00000164176	EDIL3
21	37	11	8	1	2	ENSG00000159212	CLIC6
30	31	26	5	2	11	ENSG00000237424	FOXD2-AS1
0	6	2	28	69	106	ENSG00000092345	DAZL
668	679	637	2340	2894	2259	ENSG00000171451	DSEL
