gene_id	gene	log2FoldChange	padj	stat
ENSG00000088766	CRLS1	0.0108	0.9708	None
ENSG00000143457	GOLPH3L	-0.3607	0.1224	None
ENSG00000132612	VPS4A	0.14	0.4758	None
ENSG00000163481	RNF25	0.4057	0.0416	None
ENSG00000145868	FBXO38	-0.1796	0.475	None
ENSG00000070669	ASNS	-0.1362	0.8983	None
ENSG00000219451	RPL23P8	0.5724	0.6347	None
ENSG00000198899	MT-ATP6	0.2523	0.1202	None
ENSG00000178585	CTNNBIP1	-0.1929	0.4872	None
ENSG00000257773	ST13P3	-0.0296	0.9843	None
ENSG00000077312	SNRPA	-0.7146	0	None
ENSG00000132275	RRP8	0.4383	0.101	None
ENSG00000204160	ZDHHC18	-0.0021	0.9945	None
ENSG00000115310	RTN4	0.2794	0.0556	None
ENSG00000119669	IRF2BPL	-0.9586	0	None
ENSG00000186063	AIDA	0.5126	0.0017	None
ENSG00000180376	CCDC66	0.4193	0.2801	None
ENSG00000010319	SEMA3G	-0.7694	0.2869	None
ENSG00000074356	NCBP3	-0.213	0.2831	None
ENSG00000007384	RHBDF1	0.0267	0.9192	None
ENSG00000145861	C1QTNF2	-0.9751	0.2635	None
ENSG00000129559	NEDD8	0.0461	0.8759	None
ENSG00000254893	AC113404.3	-0.1724	0.8539	None
ENSG00000256683	ZNF350	0.2828	0.639	None
ENSG00000267575	AC006504.5	0.2261	0.642	None
ENSG00000041353	RAB27B	0.5791	0.6689	None
ENSG00000148229	POLE3	0.5083	0.0023	None
ENSG00000143545	RAB13	0.1346	0.5312	None
ENSG00000092470	WDR76	-0.6493	0.01	None
ENSG00000119688	ABCD4	-0.8116	1e-4	None
ENSG00000149328	GLB1L2	1.0374	0.223	None
ENSG00000204291	COL15A1	-0.2576	0.8479	None
ENSG00000170989	S1PR1	-1.2575	0.2967	None
ENSG00000108381	ASPA	-2.1344	0	down
ENSG00000182118	FAM89A	-0.2124	0.7254	None
ENSG00000139168	ZCRB1	-0.0279	0.9324	None
ENSG00000212864	RNF208	-1.2029	0.0604	None
ENSG00000124164	VAPB	0.3194	0.0645	None
ENSG00000198939	ZFP2	1.1091	0.6212	None
ENSG00000278311	GGNBP2	0.3722	0.0593	None
ENSG00000166974	MAPRE2	-0.2742	0.1247	None
ENSG00000140650	PMM2	0.1858	0.5153	None
ENSG00000130856	ZNF236	-0.3731	0.1973	None
ENSG00000162704	ARPC5	0.4026	0.0072	None
ENSG00000175305	CCNE2	0.7079	0.264	None
ENSG00000273391	AC083880.1	-0.9463	0.548	None
ENSG00000196810	CTBP1-AS2	-0.3492	0.1818	None
ENSG00000204764	RANBP17	1.3564	0.0035	None
ENSG00000107566	ERLIN1	-0.0269	0.9286	None
ENSG00000136982	DSCC1	0.2221	0.5254	None
ENSG00000145919	BOD1	-0.2395	0.294	None
ENSG00000184792	OSBP2	-0.1948	0.6443	None
ENSG00000248925	AC021087.1	-0.7078	0.7995	None
ENSG00000151746	BICD1	0.433	0.0535	None
ENSG00000065613	SLK	0.2139	0.4371	None
ENSG00000163125	RPRD2	-0.1128	0.6504	None
ENSG00000178665	ZNF713	-2.3333	0.0506	None
ENSG00000168646	AXIN2	-1.5593	0.0032	None
ENSG00000014914	MTMR11	-0.9016	1e-4	None
ENSG00000225648	SBDSP1	0.941	0	None
ENSG00000113391	FAM172A	0.3517	0.1109	None
ENSG00000066135	KDM4A	-0.4461	0.0162	None
ENSG00000152078	TMEM56	-2.448	4e-4	down
ENSG00000151718	WWC2	0.4576	0.0364	None
ENSG00000186594	MIR22HG	-0.0516	0.8705	None
ENSG00000069849	ATP1B3	0.1925	0.3514	None
ENSG00000141569	TRIM65	-0.407	0.0314	None
ENSG00000135476	ESPL1	-0.06	0.8593	None
ENSG00000198380	GFPT1	0.3813	0.0276	None
ENSG00000011143	MKS1	-1.0199	1e-4	None
ENSG00000152904	GGPS1	0.5781	0.0294	None
ENSG00000115762	PLEKHB2	0.6541	0	None
ENSG00000164035	EMCN	0.2634	0.8593	None
ENSG00000129595	EPB41L4A	-1.4821	0.1795	None
ENSG00000248636	AC002070.1	1.0853	0.4738	None
ENSG00000136098	NEK3	-0.1065	0.8322	None
ENSG00000257043	AP006296.1	-0.1133	0.961	None
ENSG00000040933	INPP4A	0.049	0.8796	None
ENSG00000223886	AC073073.1	-0.8037	0.7308	None
ENSG00000266145	RHOT1P1	0.5953	0.7549	None
ENSG00000115944	COX7A2L	-0.2046	0.2266	None
ENSG00000115266	APC2	-0.7661	0.0666	None
ENSG00000164896	FASTK	-0.0668	0.7901	None
ENSG00000278845	MRPL45	-0.4473	0.0076	None
ENSG00000004864	SLC25A13	0.5127	0.018	None
ENSG00000151846	PABPC3	-0.5471	0.4758	None
ENSG00000139613	SMARCC2	-0.4135	0.0087	None
ENSG00000047188	YTHDC2	0.3667	0.2528	None
ENSG00000092421	SEMA6A	0.6074	0.7175	None
ENSG00000198797	BRINP2	-0.5624	0.691	None
ENSG00000187266	EPOR	-1.1947	3e-4	None
ENSG00000113580	NR3C1	0.3905	0.0922	None
ENSG00000111652	COPS7A	0.2026	0.2379	None
ENSG00000158864	NDUFS2	-0.2032	0.2689	None
ENSG00000232004	CAP1P2	0.2601	0.627	None
ENSG00000168268	NT5DC2	-0.2917	0.1742	None
ENSG00000166710	B2M	0.4092	0.0113	None
ENSG00000078142	PIK3C3	0.3363	0.1104	None
ENSG00000048740	CELF2	-0.6834	0.0556	None
ENSG00000273024	INTS4P2	0.228	0.9376	None
ENSG00000245105	A2M-AS1	-1.06	0.6032	None
ENSG00000164066	INTU	-0.1152	0.8331	None
ENSG00000226174	TEX22	0.4647	0.7794	None
ENSG00000139874	SSTR1	1.6703	0.468	None
ENSG00000152049	KCNE4	-1.6323	0	None
ENSG00000267244	AC012615.6	-0.8535	0.6211	None
ENSG00000232679	LINC01705	3.0242	0.0063	up
ENSG00000231925	TAPBP	-0.3123	0.0612	None
ENSG00000131378	RFTN1	-0.0105	0.974	None
ENSG00000119714	GPR68	0.6338	0.0185	None
ENSG00000133740	E2F5	1.2416	0.0096	None
ENSG00000165655	ZNF503	0.1354	0.6455	None
ENSG00000125875	TBC1D20	-0.1483	0.5016	None
ENSG00000236540	AC006547.1	0.3673	0.5058	None
ENSG00000101439	CST3	0.1974	0.2199	None
ENSG00000163521	GLB1L	-0.7962	0.005	None
ENSG00000135090	TAOK3	0.1353	0.6128	None
ENSG00000091831	ESR1	-0.5812	0.7496	None
ENSG00000233559	LINC00513	1.5424	0.1151	None
ENSG00000164932	CTHRC1	0.0902	0.9551	None
ENSG00000158352	SHROOM4	0.265	0.7328	None
ENSG00000203722	RAET1G	-1.4259	0.0101	None
ENSG00000138434	SSFA2	0.6636	0	None
ENSG00000172531	PPP1CA	-0.2527	0.1185	None
ENSG00000166321	NUDT13	0.0057	0.9956	None
ENSG00000165891	E2F7	0.3567	0.1524	None
ENSG00000124588	NQO2	0.2161	0.8488	None
ENSG00000076258	FMO4	-0.6716	0.535	None
ENSG00000235609	AF127577.4	0.4163	0.6155	None
ENSG00000253187	HOXA10-AS	-0.4941	0.689	None
ENSG00000103855	CD276	-0.2971	0.1379	None
ENSG00000157350	ST3GAL2	-0.5027	0.0038	None
ENSG00000176986	SEC24C	0.2324	0.2705	None
ENSG00000197329	PELI1	-0.0938	0.8863	None
ENSG00000144824	PHLDB2	0.2065	0.4091	None
ENSG00000126107	HECTD3	-0.2031	0.2647	None
ENSG00000197312	DDI2	0.2741	0.3459	None
ENSG00000172575	RASGRP1	2.4782	0.1469	None
ENSG00000083099	LYRM2	0.2383	0.2887	None
ENSG00000279227	AC009303.4	-0.5119	0.6281	None
ENSG00000180611	MB21D2	0.3389	0.3898	None
ENSG00000129472	RAB2B	0.369	0.1684	None
ENSG00000242071	RPL7AP6	-0.0371	0.9276	None
ENSG00000135845	PIGC	-0.3539	0.1731	None
ENSG00000277972	CISD3	0.1976	0.3153	None
ENSG00000125319	C17orf53	-0.6165	0.0351	None
ENSG00000244694	PTCHD4	-0.6801	0.4844	None
ENSG00000161526	SAP30BP	0.1996	0.2654	None
ENSG00000165209	STRBP	-1.4551	0.029	None
ENSG00000101255	TRIB3	-0.5283	0.4383	None
ENSG00000116120	FARSB	0.5628	6e-4	None
ENSG00000171735	CAMTA1	-0.3141	0.2227	None
ENSG00000238078	LINC01352	1.1569	0.471	None
ENSG00000078618	NRDC	0.2793	0.0587	None
ENSG00000266904	LINC00663	-0.2029	0.8593	None
ENSG00000215256	DHRS4-AS1	-0.687	0.0036	None
ENSG00000228451	SDAD1P1	-0.4495	0.6775	None
ENSG00000278530	CHMP1B2P	0.4838	0.564	None
ENSG00000125531	FNDC11	-5.057	0.0045	down
ENSG00000107262	BAG1	0.2548	0.3015	None
ENSG00000089060	SLC8B1	-0.2465	0.4838	None
ENSG00000255197	AC090559.1	1.2888	0.2311	None
ENSG00000112996	MRPS30	0.3436	0.1319	None
ENSG00000155085	AK9	-0.2096	0.7733	None
ENSG00000164296	TIGD6	0.376	0.3244	None
ENSG00000237945	LINC00649	-0.6519	0.3332	None
ENSG00000196611	MMP1	0.2876	0.8751	None
ENSG00000198715	GLMP	-0.2144	0.2922	None
ENSG00000005471	ABCB4	-0.8354	0.683	None
ENSG00000180011	ZADH2	-0.3179	0.1097	None
ENSG00000163882	POLR2H	0.062	0.8052	None
ENSG00000129353	SLC44A2	-0.4815	0.0179	None
ENSG00000272333	KMT2B	-0.4114	0.0177	None
ENSG00000135776	ABCB10	-0.1496	0.54990000000000006	None
ENSG00000198860	TSEN15	0.049	0.8707	None
ENSG00000165792	METTL17	-0.252	0.2818	None
ENSG00000187546	AGMO	1.0466	0.0459	None
ENSG00000076356	PLXNA2	0.6177	0.5617	None
ENSG00000139697	SBNO1	0.6701	0.0054	None
ENSG00000204120	GIGYF2	0.2551	0.2302	None
ENSG00000140511	HAPLN3	-0.7621	0.3179	None
ENSG00000180901	KCTD2	-0.3824	0.0638	None
ENSG00000184857	TMEM186	-0.0626	0.8984	None
ENSG00000138207	RBP4	0.3887	0.6004	None
ENSG00000206838	SNORA5A	2.0957	0.1839	None
ENSG00000260698	AL591848.3	0.8614	0.6607	None
ENSG00000151881	TMEM267	0.8894	2e-4	None
ENSG00000205356	TECPR1	-0.4065	0.0272	None
ENSG00000129317	PUS7L	1.1067	0	None
ENSG00000267470	ZNF571-AS1	0.0878	0.9554	None
ENSG00000270933	AC010719.1	-0.1509	0.9564	None
ENSG00000226415	TPI1P1	0.299	0.3198	None
ENSG00000132383	RPA1	-0.1039	0.5951	None
ENSG00000129003	VPS13C	0.2842	0.3908	None
ENSG00000233381	AK4P3	0.5206	0.4404	None
ENSG00000166896	ATP23	-0.9509	0.128	None
ENSG00000091844	RGS17	-0.3476	0.2441	None
ENSG00000247092	SNHG10	-1.2051	0.0012	None
ENSG00000111845	PAK1IP1	0.9231	0	None
ENSG00000007944	MYLIP	-1.4473	4e-4	None
ENSG00000205277	MUC12	0.3528	0.8815	None
ENSG00000272821	U62317.3	0.0457	0.9755	None
ENSG00000197530	MIB2	-0.3324	0.0729	None
ENSG00000171055	FEZ2	0.4524	0.0031	None
ENSG00000256915	AC090023.2	-0.6425	0.6939	None
ENSG00000118217	ATF6	0.0772	0.7325	None
ENSG00000184056	VPS33B	0.1485	0.8166	None
ENSG00000226180	AC010536.1	0.3921	0.8795	None
ENSG00000238279	BX470102.1	-0.5239	0.5981	None
ENSG00000135698	MPHOSPH6	0.7163	0.0016	None
ENSG00000226287	TMEM191A	0.8285	0.082	None
ENSG00000273551	AC120498.8	-0.2549	0.9139	None
ENSG00000173262	SLC2A14	0.2391	0.9506	None
ENSG00000147140	NONO	-0.1764	0.2519	None
ENSG00000151239	TWF1	0.7553	0	None
ENSG00000239467	AC007405.3	-0.5429	0.5714	None
ENSG00000135114	OASL	-0.2015	0.8416	None
ENSG00000204531	POU5F1	-0.0664	0.9747	None
ENSG00000087087	SRRT	-0.1659	0.3616	None
ENSG00000164619	BMPER	-0.5274	0.1059	None
ENSG00000185716	MOSMO	-0.0643	0.8301	None
ENSG00000187601	MAGEH1	-0.6078	0.0046	None
ENSG00000254999	BRK1	0.2461	0.0939	None
ENSG00000182272	B4GALNT4	-0.2047	0.8719	None
ENSG00000099999	RNF215	0.0439	0.9037	None
ENSG00000085563	ABCB1	0.3843	0.8752	None
ENSG00000161091	MFSD12	0.1657	0.4808	None
ENSG00000108518	PFN1	-0.1265	0.6134	None
ENSG00000112029	FBXO5	0.171	0.5841	None
ENSG00000237499	AL357060.1	0.5025	0.5329	None
ENSG00000158220	ESYT3	1.1576	0.3155	None
ENSG00000134453	RBM17	-0.1627	0.4431	None
ENSG00000004455	AK2	-0.0191	0.9344	None
ENSG00000105136	ZNF419	0.0269	0.9701	None
ENSG00000167632	TRAPPC9	-0.6555	0.001	None
ENSG00000151466	SCLT1	0.6494	0.0174	None
ENSG00000129480	DTD2	0.3635	0.168	None
ENSG00000259705	AC084757.3	0.3786	0.7004	None
ENSG00000179611	DGKZP1	0.0487	0.899	None
ENSG00000185950	IRS2	0.5288	0.5224	None
ENSG00000213214	ARHGEF35	-1.0447	0.466	None
ENSG00000260075	NSFP1	-1.0317	0.3886	None
ENSG00000214046	SMIM7	-0.1348	0.5973	None
ENSG00000172053	QARS	-0.078	0.6909	None
ENSG00000178458	H3F3AP6	-0.1893	0.7971	None
ENSG00000070371	CLTCL1	-0.8338	0.0016	None
ENSG00000239213	NCK1-AS1	-0.3152	0.6951	None
ENSG00000038945	MSR1	2.1704	0.0806	None
ENSG00000158079	PTPDC1	0.6894	0.0095	None
ENSG00000177239	MAN1B1	-0.0453	0.8662	None
ENSG00000077063	CTTNBP2	-0.3223	0.8288	None
ENSG00000108691	CCL2	1.0235	0.0116	None
ENSG00000170619	COMMD5	0.0127	0.9736	None
ENSG00000151632	AKR1C2	0.8127	1e-4	None
ENSG00000131368	MRPS25	0.6158	1e-4	None
ENSG00000013573	DDX11	-0.3197	0.2824	None
ENSG00000124226	RNF114	0.041	0.8853	None
ENSG00000184677	ZBTB40	-0.455	0.01	None
ENSG00000204954	C12orf73	0.0162	0.9783	None
ENSG00000134107	BHLHE40	0.5165	0.0035	None
ENSG00000170540	ARL6IP1	-0.0585	0.8181	None
ENSG00000146918	NCAPG2	-0.7451	2e-4	None
ENSG00000205740	AL359878.1	-0.0787	0.9723	None
ENSG00000173918	C1QTNF1	-0.4781	0.0133	None
ENSG00000218426	AL590867.2	0.1649	0.7746	None
ENSG00000066279	ASPM	-0.2795	0.3343	None
ENSG00000197142	ACSL5	0.5382	0.3445	None
ENSG00000189077	TMEM120A	-0.0768	0.7665	None
ENSG00000283050	GTF2IP12	-0.76	0.3108	None
ENSG00000239306	RBM14	-0.2118	0.347	None
ENSG00000203279	AL590705.1	-2.4172	0.2552	None
ENSG00000117697	NSL1	0.0581	0.8645	None
ENSG00000072163	LIMS2	1.5906	0.0664	None
ENSG00000250896	RNPS1P1	-0.1041	0.9629	None
ENSG00000163064	EN1	-0.4284	0.0268	None
ENSG00000259943	AL050341.2	-0.6609	0.3448	None
ENSG00000189221	MAOA	-0.2435	0.366	None
ENSG00000106560	GIMAP2	-2.9891	0.0205	down
ENSG00000160785	SLC25A44	0.1868	0.4167	None
ENSG00000279355	AGPAT4-IT1	-0.9345	0.3807	None
ENSG00000196236	XPNPEP3	0.0774	0.7971	None
ENSG00000104723	TUSC3	-0.0562	0.8289	None
ENSG00000111667	USP5	0.1741	0.3334	None
ENSG00000137656	BUD13	-0.4221	0.0954	None
ENSG00000105339	DENND3	-1.2302	0	None
ENSG00000104691	UBXN8	0.4403	0.1571	None
ENSG00000204681	GABBR1	-0.7982	0.008	None
ENSG00000131797	CLUHP3	-0.3117	0.8455	None
ENSG00000266835	GAPLINC	-0.5097	0.6228	None
ENSG00000169991	IFFO2	-0.6351	0.0061	None
ENSG00000155304	HSPA13	0.5287	0.0088	None
ENSG00000130475	FCHO1	0.4374	0.6114	None
ENSG00000179454	KLHL28	0.9499	0.0081	None
ENSG00000109390	NDUFC1	-0.2037	0.3919	None
ENSG00000143450	OAZ3	0.3301	0.6763	None
ENSG00000145536	ADAMTS16	-0.1377	0.9072	None
ENSG00000145349	CAMK2D	0.725	0	None
ENSG00000130962	PRRG1	0.9674	1e-4	None
ENSG00000251136	AF117829.1	-0.2238	0.836	None
ENSG00000230224	PHBP9	1.0491	0.5303	None
ENSG00000123091	RNF11	0.1743	0.3315	None
ENSG00000196873	CBWD3	1.2427	0.0463	None
ENSG00000091527	CDV3	0.3333	0.0284	None
ENSG00000230082	PRRT3-AS1	0.8134	0.0238	None
ENSG00000150760	DOCK1	0.0909	0.6977	None
ENSG00000198805	PNP	0.9987	0	None
ENSG00000111671	SPSB2	-0.4763	0.2779	None
ENSG00000157764	BRAF	-0.2404	0.3811	None
ENSG00000274026	FAM27E3	0.8214	0.5046	None
ENSG00000115641	FHL2	0.7322	5e-4	None
ENSG00000226803	AL136311.1	0.6047	0.7115	None
ENSG00000254615	AC027031.2	-0.0047	0.9923	None
ENSG00000132376	INPP5K	-0.7618	0	None
ENSG00000253557	AC100849.1	2.5457	0.3249	None
ENSG00000248008	NRAV	-0.0112	0.9809	None
ENSG00000109220	CHIC2	0.2999	0.2067	None
ENSG00000269486	ERVK9-11	0.0388	0.982	None
ENSG00000269293	ZSCAN16-AS1	-0.918	0.0478	None
ENSG00000170264	FAM161A	0.2687	0.6998	None
ENSG00000165102	HGSNAT	0.4174	0.0059	None
ENSG00000093009	CDC45	-0.5319	0.0507	None
ENSG00000147234	FRMPD3	5.5974	0.0046	up
ENSG00000186792	HYAL3	-0.1406	0.7337	None
ENSG00000141279	NPEPPS	-0.2668	0.0852	None
ENSG00000166770	ZNF667-AS1	-0.6353	0.5438	None
ENSG00000167695	FAM57A	0.5623	0.001	None
ENSG00000143190	POU2F1	-0.46	0.1929	None
ENSG00000260197	AC010889.1	0.8578	0.6785	None
ENSG00000145604	SKP2	-0.5688	0.0146	None
ENSG00000197557	TTC30A	-0.0192	0.9771	None
ENSG00000182902	SLC25A18	-0.5491	0.6756	None
ENSG00000167081	PBX3	0.1911	0.5324	None
ENSG00000183578	TNFAIP8L3	-0.4859	0.0204	None
ENSG00000198818	SFT2D1	0.0492	0.8587	None
ENSG00000143401	ANP32E	-0.1712	0.498	None
ENSG00000120658	ENOX1	0.0817	0.8657	None
ENSG00000119673	ACOT2	-0.5865	0.1034	None
ENSG00000188343	FAM92A	0.5486	0.0131	None
ENSG00000087077	TRIP6	0.1362	0.5467	None
ENSG00000163026	WDCP	0.6993	0.0021	None
ENSG00000240344	PPIL3	0.1635	0.6351	None
ENSG00000267348	GEMIN7-AS1	0.5647	0.8242	None
ENSG00000083844	ZNF264	-0.2118	0.5222	None
ENSG00000172037	LAMB2	0.0991	0.6032	None
ENSG00000172460	PRSS30P	-1.2484	0.6113	None
ENSG00000136052	SLC41A2	0.2953	0.4255	None
ENSG00000215305	VPS16	-0.2745	0.1502	None
ENSG00000144583	MARCH4	2.0869	0.0779	None
ENSG00000174628	IQCK	0.6621	0.1172	None
ENSG00000277969	AC006449.6	-1.3248	0.1073	None
ENSG00000005194	CIAPIN1	0.3955	0.0292	None
ENSG00000154127	UBASH3B	0.2431	0.275	None
ENSG00000155906	RMND1	0.6993	0.0024	None
ENSG00000145911	N4BP3	-1.0404	0.4214	None
ENSG00000249115	HAUS5	-0.5748	0.0254	None
ENSG00000169710	FASN	-1.7052	0	None
ENSG00000182405	PGBD4	0.5357	0.1466	None
ENSG00000277067	CU634019.1	0.121	0.9312	None
ENSG00000240970	RPL23AP64	-1.4749	0.3827	None
ENSG00000164761	TNFRSF11B	-0.2086	0.9021	None
ENSG00000147119	CHST7	-0.7107	0	None
ENSG00000138175	ARL3	-0.2591	0.2127	None
ENSG00000119917	IFIT3	-0.4246	0.1916	None
ENSG00000079482	OPHN1	0.2008	0.6443	None
ENSG00000119950	MXI1	-0.2825	0.4311	None
ENSG00000205710	C17orf107	0.1817	0.9281	None
ENSG00000143633	C1orf131	0.5059	0.0657	None
ENSG00000065882	TBC1D1	-0.3605	0.0172	None
ENSG00000244486	SCARF2	-0.5431	0.0749	None
ENSG00000198131	ZNF544	0.3335	0.2485	None
ENSG00000205221	VIT	-1.5531	2e-4	None
ENSG00000268362	AC092279.1	-0.2346	0.8316	None
ENSG00000231789	PIK3CD-AS2	0.1013	0.9701	None
ENSG00000125398	SOX9	-0.5777	0.1205	None
ENSG00000112619	PRPH2	-1.2362	0.0679	None
ENSG00000094804	CDC6	-0.0988	0.705	None
ENSG00000168615	ADAM9	0.5644	0.0027	None
ENSG00000270959	LPP-AS2	0.2386	0.6199	None
ENSG00000089154	GCN1	0.1587	0.3955	None
ENSG00000226321	CROCC2	-1.3906	0.5086	None
ENSG00000247121	AC009126.1	-1.3498000000000001	0.1163	None
ENSG00000162944	RFTN2	-1.7299	0.001	None
ENSG00000095370	SH2D3C	-1.1513	0.5721	None
ENSG00000197601	FAR1	0.813	3e-4	None
ENSG00000139291	TMEM19	-0.5397	0.0118	None
ENSG00000075624	ACTB	0.2346	0.1562	None
ENSG00000101670	LIPG	-0.0199	0.9875	None
ENSG00000168026	TTC21A	-1.1735	0.0275	None
ENSG00000152784	PRDM8	-0.7568	3e-4	None
ENSG00000182871	COL18A1	0.4459	0.0666	None
ENSG00000136732	GYPC	-0.714	0	None
ENSG00000113648	H2AFY	-0.6705	0	None
ENSG00000215386	MIR99AHG	0.1661	0.8593	None
ENSG00000241973	PI4KA	-0.206	0.2461	None
ENSG00000117475	BLZF1	1.4887	0	None
ENSG00000240583	AQP1	1.0621	0.4273	None
ENSG00000250548	LINC01303	1.0496	0.3552	None
ENSG00000166592	RRAD	-0.419	0.5297	None
ENSG00000261438	AL157394.1	1.4396	0.0966	None
ENSG00000162390	ACOT11	0.7864	0.4984	None
ENSG00000274523	RCC1L	-0.0936	0.6519	None
ENSG00000164543	STK17A	1.1277	0	None
ENSG00000230510	PPP5D1	0.1921	0.9075	None
ENSG00000166246	C16orf71	0.1194	0.9206	None
ENSG00000165272	AQP3	-1.638	3e-4	None
ENSG00000113328	CCNG1	-0.6388	0	None
ENSG00000165807	PPP1R36	0.3411	0.8886	None
ENSG00000198924	DCLRE1A	-0.375	0.5097	None
ENSG00000181830	SLC35C1	0.2691	0.1631	None
ENSG00000178404	CEP295NL	-1.1064	0.5789	None
ENSG00000144597	EAF1	0.9115	2e-4	None
ENSG00000167601	AXL	-0.386	0.0155	None
ENSG00000198718	TOGARAM1	0.6778	0.0348	None
ENSG00000137074	APTX	0.061	0.828	None
ENSG00000047644	WWC3	0.2001	0.4932	None
ENSG00000245275	SAP30L-AS1	-1.3524	0.4943	None
ENSG00000020577	SAMD4A	0.2695	0.1574	None
ENSG00000183111	ARHGEF37	0.5235	0.7443	None
ENSG00000241278	ENPP7P4	1.9649	0.3977	None
ENSG00000115183	TANC1	-1.9877	0	None
ENSG00000283103	AC010642.2	0.6897	0.2909	None
ENSG00000278952	AP003068.4	-2.8259	0.1482	None
ENSG00000213073	AL353625.1	-0.4935	0.5693	None
ENSG00000108256	NUFIP2	0.552	0.0046	None
ENSG00000137285	TUBB2B	0.7038	0.4099	None
ENSG00000174227	PIGG	0.0887	0.7027	None
ENSG00000176894	PXMP2	-1.1479	0.0463	None
ENSG00000114107	CEP70	-1.0727	0.0107	None
ENSG00000101452	DHX35	-0.3507	0.2081	None
ENSG00000172935	MRGPRF	-0.088	0.7458	None
ENSG00000100129	EIF3L	-0.0082	0.974	None
ENSG00000283959	AP002851.1	-0.5578	0.5649	None
ENSG00000130177	CDC16	0.4203	0.0059	None
ENSG00000260778	AC009065.4	0.0955	0.966	None
ENSG00000201772	SNORA5C	0.4103	0.8601	None
ENSG00000111371	SLC38A1	-0.16	0.6381	None
ENSG00000156313	RPGR	1.0837	7e-4	None
ENSG00000143157	POGK	0.0905	0.6939	None
ENSG00000254854	AP003390.1	-1.9975	0.3814	None
ENSG00000281468	AC006504.8	1.8965	0.0785	None
ENSG00000169689	CENPX	0.0065	0.9834	None
ENSG00000247627	MTND4P12	0.547	0.3562	None
