AD_T12_1	AD_T12_2	AD_T12_3	AD_T5_1	AD_T5_2	AD_T5_3	gene_id	gene
7	3	8	23	41	33	ENSG00000049089	COL9A2
100	113	113	25	19	41	ENSG00000174939	ASPHD1
8	9	15	0	1	2	ENSG00000198203	SULT1C2
15	16	13	184	151	148	ENSG00000064309	CDON
990	296	1161	42	69	27	ENSG00000125730	C3
12	6	5	58	57	28	ENSG00000156804	FBXO32
22	14	44	151	186	117	ENSG00000183801	OLFML1
5	8	2	39	46	56	ENSG00000137265	IRF4
105	187	178	3	12	5	ENSG00000233308	OSTN-AS1
172	130	338	1181	2020	1938	ENSG00000060656	PTPRU
31	25	43	4	7	13	ENSG00000267669	AC098847.1
12	1	8	77	102	80	ENSG00000166046	TCP11L2
20	8	10	2	2	0	ENSG00000171509	RXFP1
170	126	96	43	31	28	ENSG00000163536	SERPINI1
3	4	7	86	75	63	ENSG00000213626	LBH
2	22	8	34	34	99	ENSG00000261625	AP003071.4
6	2	13	45	33	35	ENSG00000183196	CHST6
8	2	13	42	38	19	ENSG00000122824	NUDT10
948	1257	1106	243	255	236	ENSG00000197182	MIRLET7BHG
2	0	2	18	16	9	ENSG00000229980	TOB1-AS1
432	291	119	111	31	68	ENSG00000139304	PTPRQ
46	195	43	0	8	6	ENSG00000164283	ESM1
156	124	148	45	27	16	ENSG00000172399	MYOZ2
34	20	16	270	202	286	ENSG00000092068	SLC7A8
7	16	45	1	1	0	ENSG00000117600	PLPPR4
14	15	44	630	612	412	ENSG00000169174	PCSK9
12	5	10	85	37	50	ENSG00000169297	NR0B1
10177	14111	12581	2542	2983	2936	ENSG00000101335	MYL9
36	22	12	4	6	2	ENSG00000115339	GALNT3
30	5	24	0	4	0	ENSG00000133800	LYVE1
2	14	11	161	137	360	ENSG00000100842	EFS
47	29	55	7	11	5	ENSG00000246430	LINC00968
158	99	79	10	17	8	ENSG00000115009	CCL20
2	0	6	42	38	22	ENSG00000198719	DLL1
10	41	43	0	3	4	ENSG00000185860	CCDC190
155	80	128	593	448	680	ENSG00000110076	NRXN2
11	4	19	52	61	55	ENSG00000204314	PRRT1
14	20	24	2	1	7	ENSG00000177992	SPATA31E1
40	36	33	656	430	421	ENSG00000106976	DNM1
46	33	31	116	228	225	ENSG00000160447	PKN3
304	17	32	16	9	1	ENSG00000198910	L1CAM
86	41	84	12	15	16	ENSG00000067715	SYT1
2	1	0	25	58	20	ENSG00000255690	TRIL
577	514	559	31	29	31	ENSG00000008517	IL32
64	29	65	229	250	199	ENSG00000126561	STAT5A
19	9	11	71	58	97	ENSG00000250041	AC069360.1
123	146	55	10	6	23	ENSG00000227517	LINC01483
83	59	122	587	547	748	ENSG00000138771	SHROOM3
548	270	191	71	71	85	ENSG00000165949	IFI27
102	28	48	21	5	9	ENSG00000081277	PKP1
30	14	6	139	115	94	ENSG00000139946	PELI2
44	6	38	0	0	0	ENSG00000215853	RPTN
35	9	69	1	2	2	ENSG00000182261	NLRP10
142	58	86	26	22	19	ENSG00000163376	KBTBD8
8	4	11	49	58	51	ENSG00000250091	DNAH10OS
23	25	14	2	7	6	ENSG00000271334	LINC02104
18	2	15	0	0	0	ENSG00000046889	PREX2
3	5	6	75	164	153	ENSG00000164935	DCSTAMP
32	14	14	224	167	85	ENSG00000004799	PDK4
17	16	23	65	75	108	ENSG00000121316	PLBD1
5	24	22	95	335	268	ENSG00000211772	TRBC2
21	3	19	5	0	0	ENSG00000022556	NLRP2
228	108	91	19	18	28	ENSG00000158406	HIST1H4H
26	26	14	3	5	0	ENSG00000005513	SOX8
31	17	16	102	64	112	ENSG00000123358	NR4A1
69	8	44	5	1	4	ENSG00000187094	CCK
5	2	12	54	76	63	ENSG00000163884	KLF15
16	9	10	53	72	50	ENSG00000138336	TET1
33	13	19	223	198	249	ENSG00000180340	FZD2
17	10	12	1	0	1	ENSG00000226935	LINC00161
1	4	7	26	23	33	ENSG00000250510	GPR162
116	106	105	35	23	14	ENSG00000152056	AP1S3
67	97	54	429	342	344	ENSG00000149809	TM7SF2
0	0	0	20	51	28	ENSG00000133055	MYBPH
1	1	2	13	19	11	ENSG00000153902	LGI4
21	3	6	77	9	43	ENSG00000142494	SLC47A1
44	24	39	142	195	148	ENSG00000182568	SATB1
16	4	8	44	24	57	ENSG00000121898	CPXM2
14	34	20	4	2	2	ENSG00000226644	AL121899.1
2	8	1	22	21	22	ENSG00000103184	SEC14L5
157	81	59	897	1604	1020	ENSG00000183134	PTGDR2
7	2	13	18	53	30	ENSG00000144712	CAND2
2	0	0	72	22	97	ENSG00000171724	VAT1L
7	3	24	102	145	91	ENSG00000099284	H2AFY2
914	716	726	3439	4450	4989	ENSG00000143127	ITGA10
381	174	312	1347	1373	981	ENSG00000196628	TCF4
7	6	18	43	150	74	ENSG00000154856	APCDD1
2091	2089	2725	12137	11189	11449	ENSG00000183160	TMEM119
32	17	45	2	8	2	ENSG00000186472	PCLO
16	2	12	98	139	128	ENSG00000152217	SETBP1
14	7	1	279	13	49	ENSG00000182836	PLCXD3
4	4	4	36	10	22	ENSG00000183615	FAM167B
104	77	94	0	11	10	ENSG00000116833	NR5A2
1344	852	923	300	209	246	ENSG00000197903	HIST1H2BK
60	172	295	30	58	46	ENSG00000185633	NDUFA4L2
2	6	5	22	16	25	ENSG00000138400	MDH1B
256	135	75	46	17	35	ENSG00000115290	GRB14
201	46	76	15	6	5	ENSG00000232855	AF165147.1
37	16	26	246	244	261	ENSG00000171105	INSR
1	1	4	10	24	10	ENSG00000225234	TRAPPC12-AS1
21	8	10	120	73	95	ENSG00000122547	EEPD1
1	2	2	24	18	21	ENSG00000161835	GRASP
45	89	41	6	6	18	ENSG00000168811	IL12A
61	28	54	309	223	272	ENSG00000185920	PTCH1
1	0	1	15	14	14	ENSG00000135472	FAIM2
89	25	37	10	12	6	ENSG00000112186	CAP2
1	3	5	84	78	100	ENSG00000165821	SALL2
7	8	9	35	35	47	ENSG00000183496	MEX3B
57	26	27	5	4	10	ENSG00000225968	ELFN1
52	63	78	282	376	363	ENSG00000178573	MAF
21	11	19	215	138	189	ENSG00000161267	BDH1
16	7	4	105	95	55	ENSG00000197872	FAM49A
33	34	60	256	249	203	ENSG00000100100	PIK3IP1
192	131	80	39	23	38	ENSG00000125848	FLRT3
0	0	0	24	11	7	ENSG00000082497	SERTAD4
140	172	169	35	32	49	ENSG00000144681	STAC
0	0	1	7	14	6	ENSG00000185133	INPP5J
3	4	3	43	26	34	ENSG00000133937	GSC
28	5	12	4	0	1	ENSG00000185274	GALNT17
10	10	13	0	0	0	ENSG00000153294	ADGRF4
20	61	35	6	12	6	ENSG00000233532	LINC00460
122	31	60	14	21	4	ENSG00000163491	NEK10
53	36	80	539	464	443	ENSG00000165633	VSTM4
35	6	43	10	7	1	ENSG00000180535	BHLHA15
10	2	45	0	0	0	ENSG00000157542	KCNJ6
113	84	103	7	24	25	ENSG00000169760	NLGN1
26	25	25	136	135	209	ENSG00000165507	DEPP1
46	30	55	2	3	0	ENSG00000259721	AC090877.2
814	430	848	59	254	157	ENSG00000164161	HHIP
191	195	174	497	1279	1008	ENSG00000134243	SORT1
0	1	0	37	19	24	ENSG00000142149	HUNK
31	33	6	4	1	4	ENSG00000258791	LINC00520
3	3	2	21	14	17	ENSG00000085741	WNT11
68	72	90	196	768	645	ENSG00000149256	TENM4
13	11	8	61	65	48	ENSG00000220785	MTMR9LP
10	6	10	0	0	0	ENSG00000147697	GSDMC
21	23	21	2	4	3	ENSG00000260807	AC009041.2
613	431	548	2375	2400	2275	ENSG00000157240	FZD1
135	184	102	4	12	8	ENSG00000164736	SOX17
71	49	15	8	4	12	ENSG00000170396	ZNF804A
5	3	3	14	23	20	ENSG00000285257	AL157893.1
47	34	28	9	8	8	ENSG00000249755	AC083829.1
35	46	37	1	1	5	ENSG00000198028	ZNF560
25	4	35	73	126	98	ENSG00000260597	AC012531.1
0	2	5	17	57	14	ENSG00000151702	FLI1
97	93	54	360	319	501	ENSG00000136848	DAB2IP
4	7	8	35	41	20	ENSG00000172349	IL16
27	18	11	1	2	0	ENSG00000163347	CLDN1
1004	923	612	14	12	32	ENSG00000197632	SERPINB2
12	2	0	159	253	107	ENSG00000101638	ST8SIA5
110	55	45	8	14	7	ENSG00000226380	AC016831.1
69	41	55	7	5	11	ENSG00000083454	P2RX5
245	122	134	30	13	21	ENSG00000180596	HIST1H2BC
19	14	20	7	3	1	ENSG00000153233	PTPRR
3	2	3	12	22	25	ENSG00000143126	CELSR2
60	54	45	10	8	6	ENSG00000155011	DKK2
992	1205	857	300	255	204	ENSG00000224259	LINC01133
263	268	308	843	1757	1490	ENSG00000107731	UNC5B
198	51	121	523	578	437	ENSG00000186260	MKL2
320	492	756	12	73	41	ENSG00000113389	NPR3
13	12	11	123	151	120	ENSG00000170271	FAXDC2
88	55	36	8	1	12	ENSG00000064886	CHI3L2
546	413	1245	2976	9784	4139	ENSG00000127954	STEAP4
6	2	6	28	32	57	ENSG00000169891	REPS2
14	25	37	0	0	0	ENSG00000186847	KRT14
647	112	402	133	77	77	ENSG00000119938	PPP1R3C
37	14	9	6	2	5	ENSG00000128564	VGF
7	7	2	47	46	46	ENSG00000070759	TESK2
31	30	12	162	109	154	ENSG00000188060	RAB42
2	1	0	14	10	10	ENSG00000167371	PRRT2
68	67	66	7	0	3	ENSG00000257335	MGAM
80	36	97	10	3	2	ENSG00000163995	ABLIM2
118	52	52	10	3	9	ENSG00000104237	RP1
29	34	41	0	5	0	ENSG00000248869	LINC02511
53	22	12	402	351	334	ENSG00000167676	PLIN4
17	37	20	0	1	0	ENSG00000226835	AC097059.1
165	148	91	29	38	24	ENSG00000248371	LINC02056
1518	2322	2047	462	452	653	ENSG00000079931	MOXD1
113	80	73	423	365	509	ENSG00000105327	BBC3
9	31	18	44	118	97	ENSG00000159784	FAM131B
45	34	31	0	9	1	ENSG00000174325	DIRC1
0	2	0	17	5	17	ENSG00000172346	CSDC2
15	17	16	2	3	6	ENSG00000236045	AL031283.3
604	766	433	110	67	107	ENSG00000109321	AREG
101	179	136	22	34	48	ENSG00000171346	KRT15
30	52	11	4	3	1	ENSG00000251281	AC034223.2
754	838	1651	4574	7067	6574	ENSG00000185585	OLFML2A
3	5	4	19	15	23	ENSG00000204261	PSMB8-AS1
84	85	77	417	576	397	ENSG00000114626	ABTB1
29	15	13	1	3	6	ENSG00000234810	AL603840.1
28	7	9	63	70	69	ENSG00000147144	CCDC120
72	35	48	12	11	4	ENSG00000140022	STON2
955	568	775	102	19	59	ENSG00000106484	MEST
174	56	879	16	12	2	ENSG00000115457	IGFBP2
10	24	28	2	7	0	ENSG00000256128	LINC00944
15	7	6	111	94	134	ENSG00000165879	FRAT1
17	15	6	3	0	2	ENSG00000204287	HLA-DRA
1	2	0	17	13	5	ENSG00000266680	AL135905.1
1	1	4	65	75	60	ENSG00000204851	PNMA8B
14	48	21	4	2	1	ENSG00000163273	NPPC
19	6	19	1	0	0	ENSG00000124731	TREM1
892	1241	2395	54	69	40	ENSG00000115602	IL1RL1
7	2	4	24	17	23	ENSG00000164776	PHKG1
2	0	0	25	22	13	ENSG00000112182	BACH2
3	4	6	26	8	28	ENSG00000090539	CHRD
12	4	21	58	122	93	ENSG00000170214	ADRA1B
80	91	103	371	472	381	ENSG00000146426	TIAM2
48	8	22	2	0	2	ENSG00000106278	PTPRZ1
17	22	18	86	97	96	ENSG00000235863	B3GALT4
306	156	143	58	42	33	ENSG00000148426	PROSER2
36	29	111	10	10	3	ENSG00000213514	AL731556.1
54	32	15	11	4	6	ENSG00000135951	TSGA10
7	9	16	76	72	99	ENSG00000136274	NACAD
243	534	575	32	196	103	ENSG00000169851	PCDH7
17	135	146	5	7	10	ENSG00000205670	SMIM11A
637	223	352	66	15	28	ENSG00000152402	GUCY1A2
0	0	0	15	11	7	ENSG00000277737	FP325317.1
33	23	26	2	3	5	ENSG00000134548	SPX
92	9	21	0	0	0	ENSG00000211895	IGHA1
493	234	524	12	11	9	ENSG00000128510	CPA4
15	9	2	63	63	22	ENSG00000167588	GPD1
3	2	1	14	21	18	ENSG00000100473	COCH
54	45	51	123	255	318	ENSG00000115902	SLC1A4
33	6	25	201	107	125	ENSG00000110799	VWF
30	23	22	2	0	0	ENSG00000242808	SOX2-OT
25	21	16	4	1	4	ENSG00000152503	TRIM36
30	19	12	3	0	2	ENSG00000246228	CASC8
0	1	2	15	12	13	ENSG00000160801	PTH1R
94	43	127	787	673	568	ENSG00000130203	APOE
36	40	28	3	5	0	ENSG00000082293	COL19A1
23	18	29	129	107	193	ENSG00000103522	IL21R
21	6	15	5	1	1	ENSG00000176927	EFCAB5
296	290	213	11	11	4	ENSG00000152463	OLAH
2	0	0	82	243	26	ENSG00000196616	ADH1B
157	200	212	9	17	28	ENSG00000166396	SERPINB7
42	38	59	371	493	518	ENSG00000205978	NYNRIN
2	14	34	237	437	172	ENSG00000007237	GAS7
16	3	11	117	42	63	ENSG00000139266	MARCH9
3	7	4	15	62	37	ENSG00000064655	EYA2
7	4	6	60	32	31	ENSG00000162511	LAPTM5
5	0	1	21	16	10	ENSG00000260822	AC004656.1
24	3	6	0	0	1	ENSG00000231574	LINC02015
2	0	2	12	7	18	ENSG00000107562	CXCL12
23	29	51	0	19	7	ENSG00000155511	GRIA1
13	19	17	99	112	118	ENSG00000144152	FBLN7
0	7	11	12	30	46	ENSG00000108379	WNT3
0	0	0	12	13	3	ENSG00000231274	SBK3
67	30	31	0	3	8	ENSG00000169252	ADRB2
16	44	29	0	4	2	ENSG00000181634	TNFSF15
0	3	0	14	10	18	ENSG00000123689	G0S2
1294	631	2710	302	452	213	ENSG00000095383	TBC1D2
3	3	16	45	49	60	ENSG00000226549	SCDP1
9	35	11	4	0	2	ENSG00000140379	BCL2A1
56	64	21	2	2	24	ENSG00000151892	GFRA1
6	5	14	29	56	36	ENSG00000185669	SNAI3
8	1	19	36	65	32	ENSG00000204131	NHSL2
41	22	31	252	232	218	ENSG00000133056	PIK3C2B
6	8	6	52	29	29	ENSG00000198934	MAGEE1
41	13	18	191	221	138	ENSG00000145358	DDIT4L
996	933	1077	299	199	227	ENSG00000197614	MFAP5
25	11	3	3	0	1	ENSG00000241956	AC109466.1
550	177	405	15	71	28	ENSG00000023445	BIRC3
43	12	98	2	12	6	ENSG00000148677	ANKRD1
20	8	7	1	1	1	ENSG00000171658	NMRAL2P
21	17	4	162	71	86	ENSG00000164379	FOXQ1
55	146	82	743	627	786	ENSG00000079435	LIPE
41	39	18	8	4	12	ENSG00000177990	DPY19L2
75	61	20	15	2	22	ENSG00000250697	AC010343.3
5	2	4	65	47	85	ENSG00000128602	SMO
4	1	8	33	50	11	ENSG00000183128	CALHM3
3	7	6	32	23	61	ENSG00000235098	ANKRD65
64	47	58	7	7	12	ENSG00000172201	ID4
244	370	221	81	84	59	ENSG00000257605	AC073611.1
2	8	3	45	25	29	ENSG00000065717	TLE2
5572	3835	5557	1064	1413	1066	ENSG00000113083	LOX
0	0	0	10	13	6	ENSG00000103710	RASL12
166	89	227	15	37	20	ENSG00000138347	MYPN
577	237	357	56	29	49	ENSG00000153162	BMP6
15	9	35	0	8	3	ENSG00000152779	SLC16A12
58	87	48	17	19	13	ENSG00000027075	PRKCH
4252	5560	4169	830	1027	942	ENSG00000147889	CDKN2A
278	96	198	1115	1204	498	ENSG00000149212	SESN3
15723	12771	16369	1439	3420	2382	ENSG00000163661	PTX3
67	25	82	9	2	10	ENSG00000179869	ABCA13
10	7	21	1	2	0	ENSG00000138135	CH25H
1777	1460	2042	317	471	374	ENSG00000107984	DKK1
9	7	6	27	46	58	ENSG00000006025	OSBPL7
71	114	45	4	1	5	ENSG00000260454	AL355607.2
18	29	26	134	100	90	ENSG00000174327	SLC16A13
13	0	6	149	92	82	ENSG00000077420	APBB1IP
369	421	359	128	63	100	ENSG00000124479	NDP
87	83	101	34	7	25	ENSG00000197261	C6orf141
1	5	3	121	133	109	ENSG00000165269	AQP7
10	37	25	11	4	4	ENSG00000247134	AC090204.1
441	1048	1394	105	119	108	ENSG00000058085	LAMC2
26	11	32	164	142	170	ENSG00000042062	RIPOR3
1	1	3	22	14	17	ENSG00000134830	C5AR2
379	192	230	56	84	69	ENSG00000159217	IGF2BP1
557	895	622	147	161	202	ENSG00000178531	CTXN1
87	102	85	1	1	7	ENSG00000221852	KRTAP1-5
95	100	71	20	14	25	ENSG00000279415	AC099494.2
1	0	0	16	7	5	ENSG00000137078	SIT1
255	275	186	24	41	35	ENSG00000240476	LINC00973
66	66	46	5	5	14	ENSG00000127585	FBXL16
4	13	11	51	46	81	ENSG00000196972	SMIM10L2B
2	3	2	42	34	31	ENSG00000196814	MVB12B
77	8	1	2	2	1	ENSG00000164418	GRIK2
120	48	56	14	21	15	ENSG00000081041	CXCL2
353	168	91	1213	883	1006	ENSG00000198053	SIRPA
296	147	196	33	53	26	ENSG00000168685	IL7R
35	21	22	164	180	113	ENSG00000114796	KLHL24
45	26	44	204	204	218	ENSG00000128487	SPECC1
29	13	14	3	2	6	ENSG00000273568	AC131009.3
24	33	10	1	0	3	ENSG00000197506	SLC28A3
88	14	47	6	8	2	ENSG00000183421	RIPK4
35	2	0	1	0	0	ENSG00000147606	SLC26A7
19	10	19	87	156	101	ENSG00000198353	HOXC4
1	0	3	10	23	17	ENSG00000260517	AC009093.2
107	130	168	462	842	765	ENSG00000135074	ADAM19
46	18	58	2	1	3	ENSG00000238266	LINC00707
203	171	114	840	626	1072	ENSG00000138759	FRAS1
22	3	8	183	7	126	ENSG00000205572	SERF1B
36	5	21	269	139	122	ENSG00000103742	IGDCC4
52	52	52	1072	556	1054	ENSG00000159164	SV2A
116	31	48	384	400	217	ENSG00000170549	IRX1
0	4	4	38	35	24	ENSG00000174740	PABPC5
253	198	192	3	31	16	ENSG00000135333	EPHA7
5	9	6	41	27	31	ENSG00000134594	RAB33A
205	223	293	46	79	44	ENSG00000114771	AADAC
4	0	1	12	32	20	ENSG00000184292	TACSTD2
14	7	7	34	71	17	ENSG00000181722	ZBTB20
2	2	0	39	36	37	ENSG00000146411	SLC2A12
18	3	8	0	2	0	ENSG00000257896	AC093012.1
5	2	2	35	9	21	ENSG00000089041	P2RX7
45	110	118	2	11	16	ENSG00000130751	NPAS1
21	10	13	95	33	83	ENSG00000132938	MTUS2
390	358	257	76	66	62	ENSG00000276180	HIST1H4I
194	333	315	1	5	5	ENSG00000212724	KRTAP2-3
13	6	6	1	0	0	ENSG00000262406	MMP12
16	23	6	2	2	3	ENSG00000188672	RHCE
5	2	1	45	12	11	ENSG00000078549	ADCYAP1R1
12	28	8	0	1	3	ENSG00000164106	SCRG1
3	2	0	120	50	64	ENSG00000101265	RASSF2
6	1	2	15	19	28	ENSG00000110900	TSPAN11
150	115	111	14	24	44	ENSG00000148680	HTR7
2	1	3	78	72	29	ENSG00000123360	PDE1B
50	28	29	11	10	6	ENSG00000273802	HIST1H2BG
3	4	5	23	20	14	ENSG00000100784	RPS6KA5
825	1555	1172	19	18	64	ENSG00000131737	KRT34
52	41	78	297	408	352	ENSG00000196782	MAML3
2	5	2	41	33	25	ENSG00000101115	SALL4
34	18	10	0	0	0	ENSG00000181449	SOX2
196	67	103	879	337	364	ENSG00000189067	LITAF
24	24	25	119	132	164	ENSG00000074590	NUAK1
50	30	55	0	5	5	ENSG00000166510	CCDC68
84	51	40	818	370	422	ENSG00000108551	RASD1
19	13	10	100	110	94	ENSG00000108984	MAP2K6
25	10	19	2	1	2	ENSG00000136244	IL6
0	0	0	25	23	16	ENSG00000257038	AP002761.3
1	0	1	9	16	4	ENSG00000162706	CADM3
1	1	3	40	12	16	ENSG00000035664	DAPK2
572	524	586	3015	3005	2381	ENSG00000185432	METTL7A
379	587	848	86	224	170	ENSG00000113578	FGF1
4	0	0	70	27	13	ENSG00000196542	SPTSSB
78	30	33	14	12	5	ENSG00000136167	LCP1
19	13	11	142	177	182	ENSG00000165617	DACT1
368	190	195	43	71	64	ENSG00000163734	CXCL3
152	85	40	16	10	11	ENSG00000236453	AC003092.1
261	199	273	1387	1188	1417	ENSG00000100968	NFATC4
295	459	254	15	41	39	ENSG00000164220	F2RL2
36	15	12	1	3	0	ENSG00000128052	KDR
15	9	32	90	121	89	ENSG00000163431	LMOD1
2936	3076	3931	41	126	134	ENSG00000166923	GREM1
362	130	228	11	46	30	ENSG00000090339	ICAM1
5	7	4	29	46	18	ENSG00000131095	GFAP
364	350	455	3122	2656	3172	ENSG00000108840	HDAC5
271	358	429	30	34	29	ENSG00000139364	TMEM132B
38	50	10	17	2	7	ENSG00000224184	MIR3681HG
0	2	0	41	4	9	ENSG00000129467	ADCY4
5	0	2	169	217	57	ENSG00000169418	NPR1
7137	8540	8175	1575	1475	1881	ENSG00000167772	ANGPTL4
58	16	33	3	2	0	ENSG00000116745	RPE65
0	1	0	28	4	3	ENSG00000100336	APOL4
2	0	3	16	15	11	ENSG00000272316	AL021368.2
2	3	12	87	50	70	ENSG00000182580	EPHB3
2	7	2	43	34	32	ENSG00000186907	RTN4RL2
1	1	4	29	33	18	ENSG00000070808	CAMK2A
17	8	7	194	118	151	ENSG00000188064	WNT7B
27	13	6	152	86	139	ENSG00000206190	ATP10A
11	10	12	178	189	196	ENSG00000182175	RGMA
2058	14855	4722	190	351	1695	ENSG00000171345	KRT19
5	1	0	20	11	16	ENSG00000259775	AL138976.2
4	0	0	42	32	37	ENSG00000169071	ROR2
45	58	5	3	0	3	ENSG00000118785	SPP1
66	18	118	487	584	295	ENSG00000162878	PKDCC
0	1	1	10	12	12	ENSG00000270028	AC079315.1
3	1	2	18	17	10	ENSG00000141750	STAC2
212	138	340	762	1303	917	ENSG00000176658	MYO1D
1	1	0	18	22	12	ENSG00000100078	PLA2G3
5	20	12	34	71	64	ENSG00000171873	ADRA1D
5	4	2	92	10	12	ENSG00000154545	MAGED4
134	42	38	10	3	1	ENSG00000182585	EPGN
386	337	436	50	142	111	ENSG00000136542	GALNT5
6	22	4	0	0	0	ENSG00000159763	PIP
33	18	9	2	1	0	ENSG00000268812	AC004264.1
55	78	50	411	282	448	ENSG00000133424	LARGE1
106	76	69	33	23	10	ENSG00000232445	AC006329.1
7	4	5	9	59	15	ENSG00000137809	ITGA11
1307	887	905	69	40	60	ENSG00000128342	LIF
70	29	12	6	3	10	ENSG00000283267	FAM237B
75	33	69	345	332	278	ENSG00000143028	SYPL2
6	10	10	30	55	44	ENSG00000279080	AL022322.2
536	461	650	128	178	67	ENSG00000125089	SH3TC1
28	3	10	127	52	32	ENSG00000253958	CLDN23
13	15	6	3	0	0	ENSG00000228787	NLGN4Y-AS1
39	98	94	4	19	5	ENSG00000135549	PKIB
28	44	67	4	7	5	ENSG00000133169	BEX1
19	16	19	1	7	1	ENSG00000177675	CD163L1
0	0	3	39	38	20	ENSG00000125378	BMP4
5	10	4	47	25	28	ENSG00000105516	DBP
389	315	491	1376	2067	1774	ENSG00000168209	DDIT4
95	140	30	1	0	5	ENSG00000235385	LINC02154
1	0	0	22	12	10	ENSG00000108947	EFNB3
27	25	42	275	377	284	ENSG00000129009	ISLR
4	2	7	20	30	16	ENSG00000181754	AMIGO1
51	90	39	2	6	9	ENSG00000251003	ZFPM2-AS1
26	16	38	140	208	50	ENSG00000110436	SLC1A2
2	0	0	26	13	40	ENSG00000129757	CDKN1C
19	11	13	127	163	102	ENSG00000197046	SIGLEC15
31	25	35	176	125	132	ENSG00000121104	FAM117A
89	35	28	13	1	14	ENSG00000186462	NAP1L2
2	9	13	77	70	94	ENSG00000128045	RASL11B
96	84	95	431	610	348	ENSG00000143554	SLC27A3
57	154	163	10	21	21	ENSG00000183760	ACP7
105	76	49	16	9	23	ENSG00000146352	CLVS2
5	7	0	24	18	45	ENSG00000170745	KCNS3
200	48	277	19	26	10	ENSG00000248698	LINC01085
2732	1776	4618	12569	15894	11734	ENSG00000113721	PDGFRB
375	432	468	24	24	81	ENSG00000105509	HAS1
91	53	110	393	433	402	ENSG00000186918	ZNF395
141	209	212	1715	1358	1994	ENSG00000076716	GPC4
2	0	2	8	19	18	ENSG00000259683	AC243562.2
4	1	1	38	43	52	ENSG00000166341	DCHS1
27	13	16	65	94	123	ENSG00000174669	SLC29A2
26	11	15	107	67	90	ENSG00000171045	TSNARE1
66	28	40	7	6	6	ENSG00000107518	ATRNL1
0	1	0	11	8	10	ENSG00000196338	NLGN3
11	5	21	47	95	39	ENSG00000132334	PTPRE
37	16	22	6	1	1	ENSG00000137975	CLCA2
1619	1524	2242	88	134	181	ENSG00000124882	EREG
33	35	38	88	148	218	ENSG00000026559	KCNG1
18	16	34	97	131	78	ENSG00000182463	TSHZ2
4	4	0	45	24	11	ENSG00000186204	CYP4F12
23	40	23	2	9	4	ENSG00000140798	ABCC12
30	4	11	2	1	0	ENSG00000255282	WTAPP1
7	1	9	16	37	23	ENSG00000073849	ST6GAL1
86	55	128	9	17	19	ENSG00000096696	DSP
171	85	182	52	28	19	ENSG00000164176	EDIL3
