AD_T3_1	AD_T3_2	AD_T3_3	AD_T5_1	AD_T5_2	AD_T5_3	gene_id	gene
6	8	4	51	35	62	ENSG00000198208	RPS6KL1
0	0	0	4	3	12	ENSG00000271532	BBIP1P1
621	530	577	44	142	86	ENSG00000169429	CXCL8
8	9	14	36	56	41	ENSG00000172426	RSPH9
252	350	390	87	77	59	ENSG00000117877	CD3EAP
3	1	0	25	58	20	ENSG00000255690	TRIL
0	0	0	8	5	9	ENSG00000265031	MIR1273E
19	19	10	71	58	97	ENSG00000250041	AC069360.1
57	48	37	208	315	160	ENSG00000170323	FABP4
151	117	109	587	547	748	ENSG00000138771	SHROOM3
1	3	1	8	16	11	ENSG00000225462	FDPSP1
306	248	372	2148	1720	2222	ENSG00000141574	SECTM1
0	1	0	20	35	21	ENSG00000225138	SLC9A3-AS1
55	58	60	310	323	347	ENSG00000139112	GABARAPL1
662	509	712	4339	3670	4106	ENSG00000103485	QPRT
1105	892	1093	106	194	123	ENSG00000163739	CXCL1
7	2	3	20	9	22	ENSG00000154655	L3MBTL4
5	1	2	24	24	26	ENSG00000111087	GLI1
347	137	556	33	25	47	ENSG00000162595	DIRAS3
19	64	36	195	322	261	ENSG00000160951	PTGER1
45	64	29	5	4	6	ENSG00000237870	AC073130.1
25	46	52	214	216	280	ENSG00000167107	ACSF2
83	88	108	26	22	19	ENSG00000163376	KBTBD8
8	15	5	49	58	51	ENSG00000250091	DNAH10OS
311	316	139	55	54	31	ENSG00000122121	XPNPEP2
24	5	10	75	164	153	ENSG00000164935	DCSTAMP
3	9	4	18	32	64	ENSG00000167100	SAMD14
26	20	15	224	167	85	ENSG00000004799	PDK4
24	14	39	5	2	3	ENSG00000168421	RHOH
5	1	7	24	18	13	ENSG00000185499	MUC1
0	0	3	16	3	14	ENSG00000137875	BCL2L10
13	26	21	5	1	1	ENSG00000158050	DUSP2
1	0	1	18	7	5	ENSG00000186496	ZNF396
0	1	6	12	16	13	ENSG00000155961	RAB39B
63	96	90	428	899	539	ENSG00000138131	LOXL4
12	31	19	5	1	4	ENSG00000187094	CCK
13	17	16	54	76	63	ENSG00000163884	KLF15
38	87	31	223	198	249	ENSG00000180340	FZD2
17	17	55	149	122	162	ENSG00000166924	NYAP1
233	294	281	1534	1832	1720	ENSG00000157514	TSC22D3
32	16	29	1	0	1	ENSG00000226935	LINC00161
1	6	3	26	23	33	ENSG00000250510	GPR162
0	1	2	8	26	11	ENSG00000251364	AC107884.1
15	15	13	429	342	344	ENSG00000149809	TM7SF2
0	0	0	20	51	28	ENSG00000133055	MYBPH
6	5	0	8	25	21	ENSG00000175294	CATSPER1
13	2	4	0	0	0	ENSG00000078295	ADCY2
28	21	15	142	195	148	ENSG00000182568	SATB1
1	0	0	5	20	8	ENSG00000103175	WFDC1
1508	1467	1569	8021	7388	6314	ENSG00000052802	MSMO1
5	7	13	44	24	57	ENSG00000121898	CPXM2
3	6	0	16	19	22	ENSG00000105639	JAK3
19	13	7	77	50	57	ENSG00000114378	HYAL1
0	2	2	22	21	22	ENSG00000103184	SEC14L5
48	88	50	897	1604	1020	ENSG00000183134	PTGDR2
0	0	0	5	7	4	ENSG00000227533	SLC2A1-AS1
1	0	5	11	18	22	ENSG00000197191	CYSRT1
14	2	9	72	22	97	ENSG00000171724	VAT1L
16	26	29	4	5	6	ENSG00000227440	ATP5MC1P4
15	18	10	63	68	68	ENSG00000099953	MMP11
4	0	2	3	28	16	ENSG00000170369	CST2
62	45	54	247	259	225	ENSG00000188766	SPRED3
2064	2107	1832	12137	11189	11449	ENSG00000183160	TMEM119
3044	3885	4816	443	447	433	ENSG00000197766	CFD
3	4	4	74	59	55	ENSG00000128482	RNF112
0	2	0	13	21	6	ENSG00000163083	INHBB
19	20	19	94	57	106	ENSG00000167549	CORO6
83	60	93	398	327	332	ENSG00000279117	AP001972.5
27	28	42	115	192	319	ENSG00000128965	CHAC1
5	15	6	27	53	44	ENSG00000224189	HAGLR
11	29	2	55	89	50	ENSG00000235865	GSN-AS1
11	1	10	1	0	0	ENSG00000007264	MATK
3	1	0	36	10	22	ENSG00000183615	FAM167B
45	53	25	2	12	9	ENSG00000268873	AC022601.1
20	34	25	98	222	148	ENSG00000197467	COL13A1
0	0	0	4	4	8	ENSG00000162373	BEND5
7	2	3	23	23	14	ENSG00000196436	NPIPB15
6	6	2	39	31	28	ENSG00000227268	KLLN
11	7	12	18	44	87	ENSG00000160223	ICOSLG
2	1	2	17	14	24	ENSG00000260552	AC023043.1
4	2	6	24	18	21	ENSG00000161835	GRASP
0	1	0	4	16	11	ENSG00000214140	PRCD
29	40	37	309	223	272	ENSG00000185920	PTCH1
15	16	18	164	97	100	ENSG00000102996	MMP15
9	3	8	84	78	100	ENSG00000165821	SALL2
0	0	0	10	7	3	ENSG00000261324	AC010168.2
4	9	9	35	35	47	ENSG00000183496	MEX3B
20	23	35	282	376	363	ENSG00000178573	MAF
1	1	1	21	13	14	ENSG00000223396	RPS10P7
0	0	0	2	8	7	ENSG00000225334	AL391811.1
33	14	12	105	95	55	ENSG00000197872	FAM49A
1445	1524	1432	468	363	254	ENSG00000145220	LYAR
76	52	61	448	337	384	ENSG00000146966	DENND2A
8	9	5	256	249	203	ENSG00000100100	PIK3IP1
4	0	2	94	9	9	ENSG00000187243	MAGED4B
221	125	274	39	23	38	ENSG00000125848	FLRT3
3521	1057	835	12535	5480	6699	ENSG00000168477	TNXB
146	148	123	62	10	26	ENSG00000134343	ANO3
6	12	9	1	1	1	ENSG00000162723	SLAMF9
27	8	44	332	129	297	ENSG00000110628	SLC22A18
1	2	1	24	11	7	ENSG00000082497	SERTAD4
44	66	51	209	237	268	ENSG00000132563	REEP2
8	4	1	36	4	29	ENSG00000187479	C11orf96
191	227	128	1175	1610	1108	ENSG00000138316	ADAMTS14
0	0	0	6	6	6	ENSG00000069696	DRD4
121	103	106	442	606	370	ENSG00000145423	SFRP2
7	2	19	70	24	39	ENSG00000160867	FGFR4
0	3	1	15	29	12	ENSG00000088340	FER1L4
2	0	0	9	8	16	ENSG00000147465	STAR
58	81	47	267	376	251	ENSG00000135736	CCDC102A
263	274	240	1179	1201	1480	ENSG00000169992	NLGN2
0	1	0	32	56	72	ENSG00000072952	MRVI1
7	0	0	16	24	21	ENSG00000141854	MISP3
171	152	161	972	854	847	ENSG00000177000	MTHFR
0	1	0	4	10	6	ENSG00000143171	RXRG
3	4	7	136	135	209	ENSG00000165507	DEPP1
40	81	51	237	414	383	ENSG00000173267	SNCG
9	3	11	62	44	35	ENSG00000237276	ANO7L1
22	113	84	196	768	645	ENSG00000149256	TENM4
1	0	0	4	19	8	ENSG00000214279	SCART1
7	2	9	20	28	38	ENSG00000003249	DBNDD1
102	111	196	8	5	8	ENSG00000049540	ELN
12	11	12	61	65	48	ENSG00000220785	MTMR9LP
14	10	7	157	107	93	ENSG00000184678	HIST2H2BE
34	39	79	176	149	320	ENSG00000204219	TCEA3
609	1126	445	33	99	31	ENSG00000112936	C7
74	47	61	16	6	11	ENSG00000134259	NGF
37	26	65	7	10	2	ENSG00000131477	RAMP2
14	18	19	95	95	107	ENSG00000239521	CASTOR3
0	0	0	4	6	9	ENSG00000173868	PHOSPHO1
17	8	13	199	228	226	ENSG00000188549	CCDC9B
4	24	3	38	88	14	ENSG00000110042	DTX4
0	6	0	35	41	20	ENSG00000172349	IL16
57	76	239	14	12	32	ENSG00000197632	SERPINB2
4	5	3	27	32	28	ENSG00000185513	L3MBTL1
8	14	9	0	3	0	ENSG00000117594	HSD11B1
8	6	3	159	253	107	ENSG00000101638	ST8SIA5
15	4	6	41	23	42	ENSG00000229774	AC018866.1
33	44	40	8	14	7	ENSG00000226380	AC016831.1
2	0	4	8	15	15	ENSG00000185271	KLHL33
16	20	24	93	76	91	ENSG00000266208	AC080112.1
0	1	1	5	16	8	ENSG00000171227	TMEM37
3	1	3	3	25	99	ENSG00000149599	DUSP15
19	38	31	7	3	1	ENSG00000153233	PTPRR
0	1	0	4	5	10	ENSG00000123612	ACVR1C
1	4	3	12	22	25	ENSG00000143126	CELSR2
25	16	14	2	3	6	ENSG00000245248	USP2-AS1
79	69	129	605	416	687	ENSG00000136859	ANGPTL2
1	1	4	4	14	21	ENSG00000165695	AK8
14	16	6	123	151	120	ENSG00000170271	FAXDC2
13	28	11	71	80	86	ENSG00000235217	TSPY26P
9	3	16	37	54	49	ENSG00000125965	GDF5
0	1	0	13	17	13	ENSG00000153208	MERTK
0	2	0	7	13	9	ENSG00000280062	AL031719.1
98	26	92	8	1	12	ENSG00000064886	CHI3L2
90	274	56	2976	9784	4139	ENSG00000127954	STEAP4
6	5	9	28	32	57	ENSG00000169891	REPS2
2	39	12	215	955	194	ENSG00000168398	BDKRB2
0	0	1	5	4	11	ENSG00000275329	AL138781.2
6	4	8	44	23	41	ENSG00000103241	FOXF1
30	35	36	162	109	154	ENSG00000188060	RAB42
5	4	3	23	18	24	ENSG00000231908	IDH1-AS1
2	4	11	52	12	39	ENSG00000221890	NPTXR
55	58	112	7	0	3	ENSG00000257335	MGAM
5735	6432	6339	32693	28809	33949	ENSG00000134824	FADS2
1	0	2	13	8	7	ENSG00000172361	CFAP53
20	27	16	150	171	173	ENSG00000181513	ACBD4
4	5	16	76	72	109	ENSG00000103269	RHBDL1
17	21	9	402	351	334	ENSG00000167676	PLIN4
7	10	9	18	43	56	ENSG00000151322	NPAS3
61	65	28	334	426	275	ENSG00000175155	YPEL2
19	14	2	132	86	31	ENSG00000139899	CBLN3
17	22	22	82	105	99	ENSG00000069424	KCNAB2
7	18	24	44	118	97	ENSG00000159784	FAM131B
49	16	70	323	110	266	ENSG00000130513	GDF15
866	1240	503	5529	7903	4898	ENSG00000074181	NOTCH3
5	0	4	16	15	16	ENSG00000179292	TMEM151A
0	0	0	12	3	2	ENSG00000180422	LINC00304
0	0	0	13	8	6	ENSG00000196557	CACNA1H
0	0	2	17	5	17	ENSG00000172346	CSDC2
18	30	26	78	104	129	ENSG00000284691	AC073111.5
8	6	2	52	92	22	ENSG00000256654	AC005906.2
25	5	14	1	1	3	ENSG00000255325	AC108136.1
12	8	14	0	3	2	ENSG00000251235	SNRPCP2
44	35	29	146	161	163	ENSG00000229847	EMX2OS
165	225	197	949	1023	1031	ENSG00000130517	PGPEP1
0	0	0	7	4	10	ENSG00000089820	ARHGAP4
57	35	24	173	176	160	ENSG00000258376	AC004846.1
31	49	57	206	440	369	ENSG00000160191	PDE9A
1014	1013	649	4574	7067	6574	ENSG00000185585	OLFML2A
3	14	5	42	54	38	ENSG00000008300	CELSR3
19	6	16	163	159	138	ENSG00000064687	ABCA7
5	11	7	30	46	35	ENSG00000259856	RAB43P1
75	74	70	417	576	397	ENSG00000114626	ABTB1
8	6	6	91	88	89	ENSG00000140057	AK7
4	2	2	20	11	12	ENSG00000129667	RHBDF2
4	4	3	20	22	16	ENSG00000172824	CES4A
19	11	11	123	84	139	ENSG00000198959	TGM2
1	6	0	14	95	12	ENSG00000198771	RCSD1
39	22	10	155	124	93	ENSG00000197077	KIAA1671
12	4	14	47	54	46	ENSG00000058404	CAMK2B
18	20	13	111	94	134	ENSG00000165879	FRAT1
0	0	0	5	5	12	ENSG00000226900	AL451069.1
6	1	5	31	14	10	ENSG00000184489	PTP4A3
28	17	10	83	101	79	ENSG00000204052	LRRC73
2	2	0	17	13	5	ENSG00000266680	AL135905.1
55	48	44	349	349	297	ENSG00000157873	TNFRSF14
3	5	6	65	75	60	ENSG00000204851	PNMA8B
82	45	92	4	2	1	ENSG00000163273	NPPC
0	2	0	3	9	14	ENSG00000232022	FAAHP1
1187	2147	1498	54	69	40	ENSG00000115602	IL1RL1
1	1	2	25	22	13	ENSG00000112182	BACH2
1	5	4	30	30	23	ENSG00000102057	KCND1
6	37	20	58	122	93	ENSG00000170214	ADRA1B
22	18	15	86	97	96	ENSG00000235863	B3GALT4
56	70	29	10	10	3	ENSG00000213514	AL731556.1
2	0	1	11	8	23	ENSG00000105376	ICAM5
16	18	11	3	2	2	ENSG00000255725	TDGP1
9	12	9	71	52	45	ENSG00000197822	OCLN
2	0	5	19	12	22	ENSG00000228288	PCAT6
0	7	4	10	36	45	ENSG00000149633	KIAA1755
0	0	0	2	5	11	ENSG00000233705	SLC26A4-AS1
26	21	8	76	72	99	ENSG00000136274	NACAD
11	4	14	67	41	36	ENSG00000245812	LINC02202
16	15	12	110	98	125	ENSG00000123500	COL10A1
1364	1797	853	8862	9033	8451	ENSG00000185567	AHNAK2
2	4	7	27	41	24	ENSG00000167964	RAB26
16	2	1	50	24	49	ENSG00000174640	SLCO2A1
9	4	10	0	1	0	ENSG00000038295	TLL1
2	2	1	15	11	7	ENSG00000277737	FP325317.1
16	38	13	456	413	324	ENSG00000108950	FAM20A
5	7	4	63	63	22	ENSG00000167588	GPD1
6	3	2	16	23	20	ENSG00000224424	PRKAR2A-AS1
106	291	33	15	42	23	ENSG00000175899	A2M
10	37	33	64	210	209	ENSG00000126950	TMEM35A
11	6	0	201	107	125	ENSG00000110799	VWF
0	5	1	10	27	14	ENSG00000173114	LRRN3
16	12	12	3	0	2	ENSG00000246228	CASC8
0	1	0	15	12	13	ENSG00000160801	PTH1R
1	4	2	4	17	31	ENSG00000175591	P2RY2
3964	3800	5922	787	673	568	ENSG00000130203	APOE
18	11	11	87	95	72	ENSG00000183044	ABAT
7	9	4	53	23	42	ENSG00000153234	NR4A2
5	5	8	65	86	85	ENSG00000075651	PLD1
203	295	111	2530	1932	1357	ENSG00000074527	NTN4
6	8	5	35	29	20	ENSG00000162572	SCNN1D
40	24	61	171	317	382	ENSG00000196517	SLC6A9
13	37	22	787	532	244	ENSG00000138061	CYP1B1
10442	12972	13387	60525	63838	69024	ENSG00000099194	SCD
0	3	2	21	30	28	ENSG00000257108	NHLRC4
4	5	1	129	107	193	ENSG00000103522	IL21R
2	2	1	12	12	10	ENSG00000205041	AC118344.1
925	1028	1429	6379	4895	7162	ENSG00000167508	MVD
2	0	0	6	14	7	ENSG00000246731	AC100786.1
6	3	3	12	27	24	ENSG00000247317	LY6E-DT
46	52	27	8	5	6	ENSG00000276672	AL161891.1
10	19	18	206	222	261	ENSG00000184381	PLA2G6
18	23	18	371	493	518	ENSG00000205978	NYNRIN
2	0	2	21	49	28	ENSG00000125510	OPRL1
2	5	4	31	37	41	ENSG00000064547	LPAR2
14	2	3	60	32	31	ENSG00000162511	LAPTM5
290	259	275	968	1158	1403	ENSG00000084731	KIF3C
69	115	68	341	694	324	ENSG00000147883	CDKN2B
63	51	75	349	301	329	ENSG00000108306	FBXL20
12	13	7	94	73	88	ENSG00000178764	ZHX2
13	25	12	205	152	185	ENSG00000204580	DDR1
0	0	3	14	11	10	ENSG00000237476	LINC01637
2191	2741	2781	643	536	393	ENSG00000170312	CDK1
1	3	0	24	10	19	ENSG00000277287	AL109976.1
0	2	0	3	15	10	ENSG00000228113	AC003991.1
6	9	12	45	49	60	ENSG00000226549	SCDP1
10	4	10	69	43	18	ENSG00000099251	HSD17B7P2
1	2	0	26	11	14	ENSG00000262888	AC005736.2
64	34	96	2	2	24	ENSG00000151892	GFRA1
7	6	7	23	41	32	ENSG00000235314	LINC00957
2	16	11	60	43	33	ENSG00000102524	TNFSF13B
1	3	4	29	56	36	ENSG00000185669	SNAI3
5	13	5	36	65	32	ENSG00000204131	NHSL2
25	9	13	252	232	218	ENSG00000133056	PIK3C2B
8	8	8	0	1	0	ENSG00000173406	DAB1
6	4	3	64	37	43	ENSG00000056998	GYG2
31	23	33	191	221	138	ENSG00000145358	DDIT4L
18	18	10	88	58	91	ENSG00000100307	CBX7
7	2	2	25	22	24	ENSG00000128203	ASPHD2
1	2	3	17	15	16	ENSG00000259065	AC005520.2
206	269	235	973	1099	930	ENSG00000012822	CALCOCO1
11	154	41	2	12	6	ENSG00000148677	ANKRD1
4	0	0	14	18	9	ENSG00000115257	PCSK4
508	514	611	167	108	141	ENSG00000125454	SLC25A19
7	7	12	162	71	86	ENSG00000164379	FOXQ1
150	162	178	743	627	786	ENSG00000079435	LIPE
186	158	189	37	31	16	ENSG00000163006	CCDC138
67	55	49	633	633	705	ENSG00000078804	TP53INP2
23	12	9	65	47	85	ENSG00000128602	SMO
3554	3974	3560	790	691	593	ENSG00000159403	C1R
7	5	2	33	50	11	ENSG00000183128	CALHM3
84	60	144	591	470	610	ENSG00000122378	FAM213A
6	3	9	25	3	58	ENSG00000206140	TMEM191C
6	5	1	22	10	22	ENSG00000156968	MPV17L
0	0	0	5	6	14	ENSG00000102230	PCYT1B
8	12	16	0	1	1	ENSG00000109272	PF4V1
19	43	24	196	279	325	ENSG00000142920	AZIN2
37	31	36	229	210	192	ENSG00000260630	SNAI3-AS1
242	277	313	979	1239	1282	ENSG00000063438	AHRR
7	19	16	23	82	74	ENSG00000181031	RPH3AL
6	4	0	16	13	19	ENSG00000074276	CDHR2
0	0	0	10	13	6	ENSG00000103710	RASL12
63	154	100	15	37	20	ENSG00000138347	MYPN
168	166	241	56	29	49	ENSG00000153162	BMP6
5	8	3	23	25	19	ENSG00000185519	FAM131C
2584	2039	3583	223	306	302	ENSG00000170961	HAS2
2	1	6	8	17	21	ENSG00000117425	PTCH2
0	0	1	7	6	9	ENSG00000245498	AP000866.1
18	9	8	213	160	200	ENSG00000148798	INA
1	3	4	24	35	10	ENSG00000140398	NEIL1
139	191	62	1115	1204	498	ENSG00000149212	SESN3
11727	31183	25729	1439	3420	2382	ENSG00000163661	PTX3
65	69	76	301	343	394	ENSG00000121753	ADGRB2
31	66	18	9	2	10	ENSG00000179869	ABCA13
5	5	4	23	27	21	ENSG00000149582	TMEM25
0	0	0	8	1	6	ENSG00000261033	AC005730.2
3	10	9	5	68	34	ENSG00000123453	SARDH
1	4	4	17	17	20	ENSG00000231156	AC093702.1
2	0	0	13	1	15	ENSG00000181577	C6orf223
1243	2650	2954	317	471	374	ENSG00000107984	DKK1
6	3	1	19	20	16	ENSG00000273151	AC073957.3
18	12	18	5	4	2	ENSG00000200534	SNORA33
2	1	8	13	50	53	ENSG00000162496	DHRS3
1185	1113	990	9586	8650	6247	ENSG00000112972	HMGCS1
130	75	174	39	32	25	ENSG00000177283	FZD8
0	0	0	8	2	5	ENSG00000262097	LINC02185
5	13	5	27	46	58	ENSG00000006025	OSBPL7
2	3	3	16	21	18	ENSG00000259807	AC009093.1
8	15	8	134	100	90	ENSG00000174327	SLC16A13
4	4	4	37	16	11	ENSG00000137463	MGARP
1	2	2	11	13	10	ENSG00000255176	AP000941.1
28	14	18	70	80	134	ENSG00000147852	VLDLR
13	13	20	80	98	68	ENSG00000168679	SLC16A4
362	474	389	94	103	103	ENSG00000165490	DDIAS
0	0	0	3	3	9	ENSG00000234537	AL354751.1
0	1	0	47	69	35	ENSG00000111913	RIPOR2
28	8	15	121	133	109	ENSG00000165269	AQP7
1851	1464	929	7306	6841	7353	ENSG00000166963	MAP1A
4	3	3	25	17	28	ENSG00000248932	AC097103.2
34	11	16	11	0	0	ENSG00000233143	DIRC3-AS1
148	134	70	666	653	481	ENSG00000125354	SEPT6
0	10	2	4	54	18	ENSG00000142910	TINAGL1
33	21	18	283	367	351	ENSG00000274180	NATD1
1	0	0	3	16	3	ENSG00000260261	AC124944.3
29	10	38	164	142	170	ENSG00000042062	RIPOR3
0	0	0	22	14	17	ENSG00000134830	C5AR2
0	0	0	8	13	1	ENSG00000160781	PAQR6
5	9	11	57	54	44	ENSG00000198915	RASGEF1A
3	5	3	20	27	14	ENSG00000275494	AC133552.5
44	28	51	147	161	202	ENSG00000178531	CTXN1
8	3	6	24	29	20	ENSG00000054690	PLEKHH1
5	0	1	27	19	26	ENSG00000162755	KLHDC9
23	54	43	155	196	148	ENSG00000110446	SLC15A3
7	5	8	51	46	81	ENSG00000196972	SMIM10L2B
12	5	6	42	34	31	ENSG00000196814	MVB12B
87	68	89	14	21	15	ENSG00000081041	CXCL2
7	3	1	15	18	23	ENSG00000275793	RIMBP3
0	0	0	9	4	6	ENSG00000261286	ATP2C2-AS1
1	0	1	15	5	6	ENSG00000183929	DUSP5P1
186	151	136	802	765	702	ENSG00000177169	ULK1
16	14	4	164	180	113	ENSG00000114796	KLHL24
21	15	13	3	2	6	ENSG00000273568	AC131009.3
0	0	0	3	7	5	ENSG00000285367	AC087564.1
11	10	8	149	153	136	ENSG00000111728	ST8SIA1
19	33	24	87	156	101	ENSG00000198353	HOXC4
4	2	5	10	23	17	ENSG00000260517	AC009093.2
58	158	164	462	842	765	ENSG00000135074	ADAM19
47	30	40	8	15	6	ENSG00000269970	AL162424.1
3029	2828	2518	13714	11338	13329	ENSG00000149485	FADS1
22	24	17	169	217	99	ENSG00000103034	NDRG4
6	6	26	2	1	3	ENSG00000238266	LINC00707
110	130	122	571	659	691	ENSG00000124313	IQSEC2
5	3	8	46	26	13	ENSG00000224397	SMIM25
254	176	176	1024	753	965	ENSG00000175264	CHST1
53	24	8	269	139	122	ENSG00000103742	IGDCC4
186	78	120	1072	556	1054	ENSG00000159164	SV2A
9	9	3	29	33	27	ENSG00000075826	SEC31B
34	58	31	151	225	136	ENSG00000183486	MX2
0	7	8	41	27	31	ENSG00000134594	RAB33A
6	3	22	66	47	55	ENSG00000101695	RNF125
7	36	18	78	102	77	ENSG00000176472	ZNF575
16	30	41	131	89	145	ENSG00000151320	AKAP6
6	7	2	39	36	37	ENSG00000146411	SLC2A12
280	252	332	1521	1326	1504	ENSG00000176046	NUPR1
5	7	1	18	14	22	ENSG00000142235	LMTK3
4	4	6	35	9	21	ENSG00000089041	P2RX7
9	0	5	95	33	83	ENSG00000132938	MTUS2
19	4	12	1	0	0	ENSG00000262406	MMP12
