AD_T12_1	AD_T12_2	AD_T12_3	AD_T3_1	AD_T3_2	AD_T3_3	gene_id	gene
110	116	97	13	32	25	ENSG00000152763	WDR78
24	16	12	2	0	1	ENSG00000105376	ICAM5
54	32	15	14	4	7	ENSG00000135951	TSGA10
24	33	19	2	0	5	ENSG00000228288	PCAT6
6813	3384	3171	1131	1143	1066	ENSG00000112096	SOD2
12	2	8	0	0	0	ENSG00000233705	SLC26A4-AS1
22	12	10	79	101	101	ENSG00000171791	BCL2
243	534	575	22	184	81	ENSG00000169851	PCDH7
17	135	146	14	7	26	ENSG00000205670	SMIM11A
163	164	90	16	15	12	ENSG00000123500	COL10A1
8936	2701	8053	1364	1797	853	ENSG00000185567	AHNAK2
0	1	0	7	12	5	ENSG00000183850	ZNF730
341	486	444	80	135	98	ENSG00000154065	ANKRD29
90	23	26	16	2	1	ENSG00000174640	SLCO2A1
637	223	352	76	21	16	ENSG00000152402	GUCY1A2
364	105	152	928	1120	607	ENSG00000138778	CENPE
125	50	63	10	4	20	ENSG00000137393	RNF144B
0	1	0	9	4	10	ENSG00000038295	TLL1
5	3	2	35	18	37	ENSG00000170962	PDGFD
227	145	86	50	10	37	ENSG00000154310	TNIK
165	234	193	16	38	13	ENSG00000108950	FAM20A
33	23	26	4	4	5	ENSG00000134548	SPX
17	13	16	0	0	3	ENSG00000198520	C1orf228
92	9	21	0	0	0	ENSG00000211895	IGHA1
493	234	524	37	50	26	ENSG00000128510	CPA4
3	2	1	15	15	19	ENSG00000100473	COCH
1150	1308	1201	5413	6323	6227	ENSG00000089685	BIRC5
215	441	361	10	37	33	ENSG00000126950	TMEM35A
902	802	831	3504	4281	3926	ENSG00000161800	RACGAP1
30	23	22	0	1	0	ENSG00000242808	SOX2-OT
411	297	413	1534	1801	1764	ENSG00000162063	CCNF
9	9	3	69	12	14	ENSG00000157554	ERG
28	18	32	2	6	1	ENSG00000176293	ZNF135
23	7	30	1	4	2	ENSG00000175591	P2RY2
94	43	127	3964	3800	5922	ENSG00000130203	APOE
36	40	28	0	0	0	ENSG00000082293	COL19A1
149	29	73	18	11	11	ENSG00000183044	ABAT
173	221	221	597	1013	982	ENSG00000082482	KCNK2
79	79	54	5	5	8	ENSG00000075651	PLD1
3776	1709	2227	203	295	111	ENSG00000074527	NTN4
1870	566	950	13	37	22	ENSG00000138061	CYP1B1
1160	415	1056	199	281	175	ENSG00000165124	SVEP1
23	18	29	4	5	1	ENSG00000103522	IL21R
22	27	13	0	3	5	ENSG00000146267	FAXC
2	6	7	0	0	0	ENSG00000189238	LINC00943
116	120	121	19	20	23	ENSG00000116663	FBXO6
296	290	213	5	0	12	ENSG00000152463	OLAH
2	0	0	23	54	31	ENSG00000196616	ADH1B
201	200	177	702	1052	844	ENSG00000143228	NUF2
16	33	10	6	3	3	ENSG00000247317	LY6E-DT
315	178	323	1529	1758	1506	ENSG00000186185	KIF18B
85	60	50	10	19	18	ENSG00000184381	PLA2G6
42	14	38	4	16	1	ENSG00000262576	PCDHGA4
33	51	27	10	7	10	ENSG00000267248	AC025048.2
2	14	34	146	169	60	ENSG00000007237	GAS7
37	26	14	2	5	4	ENSG00000064547	LPAR2
19	15	12	0	0	2	ENSG00000149527	PLCH2
4	63	19	0	3	6	ENSG00000118849	RARRES1
72	57	40	197	269	236	ENSG00000129810	SGO1
3	7	4	13	53	15	ENSG00000064655	EYA2
36	7	22	0	2	1	ENSG00000232973	CYP1B1-AS1
830	770	811	3700	4162	3865	ENSG00000113368	LMNB1
24	3	6	0	1	0	ENSG00000231574	LINC02015
586	626	477	2361	2682	2884	ENSG00000164104	HMGB2
1	5	10	0	0	0	ENSG00000064787	BCAS1
2	0	2	34	6	37	ENSG00000107562	CXCL12
46	22	13	9	5	2	ENSG00000173762	CD7
13	19	17	87	159	122	ENSG00000144152	FBLN7
26	8	11	4	3	1	ENSG00000042832	TG
67	30	31	3	5	10	ENSG00000169252	ADRB2
120	55	93	356	436	312	ENSG00000121621	KIF18A
16	44	29	0	0	0	ENSG00000181634	TNFSF15
63	41	40	12	13	7	ENSG00000178764	ZHX2
2225	3959	19466	11	859	74	ENSG00000146197	SCUBE3
19	7	28	0	0	3	ENSG00000237476	LINC01637
0	0	0	3	9	10	ENSG00000185689	C6orf201
532	547	490	2191	2741	2781	ENSG00000170312	CDK1
9	5	7	0	0	0	ENSG00000186832	KRT16
24	26	7	1	2	0	ENSG00000262888	AC005736.2
1	0	0	9	23	11	ENSG00000278962	AC092645.1
30	20	22	6	4	3	ENSG00000056998	GYG2
25	11	3	0	1	1	ENSG00000241956	AC109466.1
1	1	2	11	12	14	ENSG00000101306	MYLK2
10	4	2	0	0	0	ENSG00000101210	EEF1A2
1752	1516	1685	7075	8000	7056	ENSG00000088325	TPX2
42	17	21	140	132	56	ENSG00000054654	SYNE2
183	87	112	628	327	614	ENSG00000113645	WWC1
41	39	18	0	4	11	ENSG00000177990	DPY19L2
75	61	20	9	7	7	ENSG00000250697	AC010343.3
28	13	11	5	4	3	ENSG00000257151	PWAR6
215	241	226	974	1348	1385	ENSG00000129195	PIMREG
331	212	257	67	55	49	ENSG00000078804	TP53INP2
2428	1822	2547	248	896	553	ENSG00000144810	COL8A1
250	409	517	3554	3974	3560	ENSG00000159403	C1R
74	46	61	636	749	596	ENSG00000186193	SAPCD2
38	28	17	6	5	1	ENSG00000156968	MPV17L
0	1	0	8	12	16	ENSG00000109272	PF4V1
149	195	97	19	43	24	ENSG00000142920	AZIN2
64	47	58	13	5	6	ENSG00000172201	ID4
2	8	3	43	38	37	ENSG00000065717	TLE2
4811	1472	2172	945	590	478	ENSG00000214548	MEG3
14	11	22	2	4	1	ENSG00000176771	NCKAP5
16	15	15	1	1	1	ENSG00000167554	ZNF610
50	45	46	5	6	1	ENSG00000081853	PCDHGA2
163	71	105	18	9	8	ENSG00000148798	INA
0	3	0	34	12	25	ENSG00000228536	AL513283.1
597	430	427	2045	2582	2250	ENSG00000136108	CKAP2
4252	5560	4169	279	453	510	ENSG00000147889	CDKN2A
11	24	32	5	5	7	ENSG00000254545	AL354919.2
79	77	35	19	8	22	ENSG00000242147	AL365356.5
5	33	47	3	10	9	ENSG00000123453	SARDH
14	30	12	1	4	4	ENSG00000231156	AC093702.1
10	7	21	1	0	3	ENSG00000138135	CH25H
19	24	30	128	175	118	ENSG00000106823	ECM2
64	75	24	10	9	14	ENSG00000278828	HIST1H3H
24	68	12	2	1	8	ENSG00000162496	DHRS3
4	8	9	0	0	1	ENSG00000175003	SLC22A1
173	120	122	492	713	525	ENSG00000139354	GAS2L3
71	114	45	4	1	5	ENSG00000260454	AL355607.2
10	6	8	0	1	0	ENSG00000254827	SLC22A18AS
47	168	99	13	32	32	ENSG00000092758	COL9A3
13	0	6	75	47	27	ENSG00000077420	APBB1IP
99	122	69	13	13	20	ENSG00000168679	SLC16A4
88	96	75	13	10	32	ENSG00000014257	ACPP
8	13	8	56	52	51	ENSG00000226887	ERVMER34-1
479	215	182	61	48	24	ENSG00000108622	ICAM2
13	14	12	2	3	1	ENSG00000278611	ZNF426-DT
10	5	61	0	1	0	ENSG00000111913	RIPOR2
1	5	3	28	8	15	ENSG00000165269	AQP7
10	37	25	7	6	4	ENSG00000247134	AC090204.1
535	354	533	1702	2340	1859	ENSG00000137807	KIF23
441	1048	1394	154	192	189	ENSG00000058085	LAMC2
47	25	20	15	5	1	ENSG00000274750	HIST1H3E
133	53	149	33	21	18	ENSG00000274180	NATD1
70	34	74	20	13	4	ENSG00000105649	RAB3A
293	135	342	40	52	52	ENSG00000168779	SHOX2
6	17	19	0	0	4	ENSG00000112530	PACRG
5057	7424	4622	322	1482	1345	ENSG00000122862	SRGN
379	192	230	41	43	40	ENSG00000159217	IGF2BP1
25	20	22	2	4	0	ENSG00000169583	CLIC3
557	895	622	44	28	51	ENSG00000178531	CTXN1
