gene_id	gene	log2FoldChange	padj	stat	group
ENSG00000129521	EGLN3	-3.1676	0.0362	down	AD_T8_vs_T3_T5
ENSG00000008517	IL32	2.1108	0	up	AD_T8_vs_T3_T5
ENSG00000250041	AC069360.1	-2.1847	0.0231	down	AD_T8_vs_T3_T5
ENSG00000275092	AL031710.2	-4.6072	0.0159	down	AD_T8_vs_T3_T5
ENSG00000118407	FILIP1	2.0228	0.0103	up	AD_T8_vs_T3_T5
ENSG00000139946	PELI2	-2.237	0.0072	down	AD_T8_vs_T3_T5
ENSG00000125931	CITED1	-3.1536	0.0196	down	AD_T8_vs_T3_T5
ENSG00000182261	NLRP10	3.8417	2e-4	up	AD_T8_vs_T3_T5
ENSG00000046889	PREX2	5.4673	1e-4	up	AD_T8_vs_T3_T5
ENSG00000137033	IL33	2.2211	0.0071	up	AD_T8_vs_T3_T5
ENSG00000169442	CD52	3.1517	0.0119	up	AD_T8_vs_T3_T5
ENSG00000187094	CCK	2.7465	0.0035	up	AD_T8_vs_T3_T5
ENSG00000142494	SLC47A1	-2.2804	0.0326	down	AD_T8_vs_T3_T5
ENSG00000121898	CPXM2	-2.4756	0.0338	down	AD_T8_vs_T3_T5
ENSG00000183134	PTGDR2	-3.6215	0.0207	down	AD_T8_vs_T3_T5
ENSG00000152253	SPC25	-2.0327	0.0049	down	AD_T8_vs_T3_T5
ENSG00000235008	AL023775.1	2.2343	0.0421	up	AD_T8_vs_T3_T5
ENSG00000166689	PLEKHA7	-2.0817	0.0016	down	AD_T8_vs_T3_T5
ENSG00000120051	CFAP58	2.0286	0.0134	up	AD_T8_vs_T3_T5
ENSG00000171724	VAT1L	-2.9967	0.0479	down	AD_T8_vs_T3_T5
ENSG00000250072	SH3TC2-DT	4.3439	0.0057	up	AD_T8_vs_T3_T5
ENSG00000142661	MYOM3	2.607	0	up	AD_T8_vs_T3_T5
ENSG00000278272	HIST1H3C	-4.0879	0.0301	down	AD_T8_vs_T3_T5
ENSG00000268403	AC132192.2	-2.1239	0.0142	down	AD_T8_vs_T3_T5
ENSG00000116833	NR5A2	3.0907	0	up	AD_T8_vs_T3_T5
ENSG00000137801	THBS1	2.1294	0.0248	up	AD_T8_vs_T3_T5
ENSG00000100162	CENPM	-2.0627	0	down	AD_T8_vs_T3_T5
ENSG00000232855	AF165147.1	3.0816	1e-4	up	AD_T8_vs_T3_T5
ENSG00000165821	SALL2	-2.7433	0.0453	down	AD_T8_vs_T3_T5
ENSG00000183496	MEX3B	-2.4678	0.0317	down	AD_T8_vs_T3_T5
ENSG00000185610	DBX2	-2.1673	0.0243	down	AD_T8_vs_T3_T5
ENSG00000112984	KIF20A	-2.3534	0	down	AD_T8_vs_T3_T5
ENSG00000178498	DTX3	-4.1069	0.0071	down	AD_T8_vs_T3_T5
ENSG00000082497	SERTAD4	-5.3037	0.0166	down	AD_T8_vs_T3_T5
ENSG00000133937	GSC	-2.0912	0.0162	down	AD_T8_vs_T3_T5
ENSG00000163491	NEK10	2.2619	2e-4	up	AD_T8_vs_T3_T5
ENSG00000182389	CACNB4	3.848	0.0041	up	AD_T8_vs_T3_T5
ENSG00000172137	CALB2	4.8211	0.0026	up	AD_T8_vs_T3_T5
ENSG00000180535	BHLHA15	2.2325	0.0104	up	AD_T8_vs_T3_T5
ENSG00000157542	KCNJ6	5.8167	5e-4	up	AD_T8_vs_T3_T5
ENSG00000173077	DEC1	3.6242	0.0227	up	AD_T8_vs_T3_T5
ENSG00000100526	CDKN3	-2.0355	0	down	AD_T8_vs_T3_T5
ENSG00000259721	AC090877.2	5.1983	0	up	AD_T8_vs_T3_T5
ENSG00000117399	CDC20	-2.1374	1e-4	down	AD_T8_vs_T3_T5
ENSG00000214357	NEURL1B	-2.1897	0.0143	down	AD_T8_vs_T3_T5
ENSG00000142149	HUNK	-3.4809	0.0022	down	AD_T8_vs_T3_T5
ENSG00000258791	LINC00520	3.2028	0.0076	up	AD_T8_vs_T3_T5
ENSG00000110203	FOLR3	3.6071	0.0035	up	AD_T8_vs_T3_T5
ENSG00000170396	ZNF804A	2.2228	0.0064	up	AD_T8_vs_T3_T5
ENSG00000197632	SERPINB2	2.8562	0.0317	up	AD_T8_vs_T3_T5
ENSG00000083454	P2RX5	2.6427	0	up	AD_T8_vs_T3_T5
ENSG00000180596	HIST1H2BC	2.1094	0.0011	up	AD_T8_vs_T3_T5
ENSG00000155011	DKK2	2.2502	6e-4	up	AD_T8_vs_T3_T5
ENSG00000019582	CD74	2.5659	0.0053	up	AD_T8_vs_T3_T5
ENSG00000111206	FOXM1	-2.0664	0	down	AD_T8_vs_T3_T5
ENSG00000018236	CNTN1	2.1865	0.0011	up	AD_T8_vs_T3_T5
ENSG00000224046	AC005076.1	-4.3033	0.0233	down	AD_T8_vs_T3_T5
ENSG00000265478	AC107982.3	2.3394	0.0386	up	AD_T8_vs_T3_T5
ENSG00000233654	AC108047.1	-2.8847	0.0365	down	AD_T8_vs_T3_T5
ENSG00000186847	KRT14	4.9097	7e-4	up	AD_T8_vs_T3_T5
ENSG00000119938	PPP1R3C	2.253	0	up	AD_T8_vs_T3_T5
ENSG00000163995	ABLIM2	2.9388	0.0028	up	AD_T8_vs_T3_T5
ENSG00000104237	RP1	2.0456	0.0338	up	AD_T8_vs_T3_T5
ENSG00000151364	KCTD14	-2.8624	0.0181	down	AD_T8_vs_T3_T5
ENSG00000248869	LINC02511	2.9947	0.039	up	AD_T8_vs_T3_T5
ENSG00000204556	AL450124.1	2.3407	0.0397	up	AD_T8_vs_T3_T5
ENSG00000152910	CNTNAP4	2.275	0.0096	up	AD_T8_vs_T3_T5
ENSG00000106484	MEST	3.0871	0	up	AD_T8_vs_T3_T5
ENSG00000260007	AC107871.1	-2.2071	0.0012	down	AD_T8_vs_T3_T5
ENSG00000215915	ATAD3C	2.7796	0.0458	up	AD_T8_vs_T3_T5
ENSG00000187642	PERM1	2.0157	0.0027	up	AD_T8_vs_T3_T5
ENSG00000270419	CAHM	-2.1716	0.0043	down	AD_T8_vs_T3_T5
ENSG00000170214	ADRA1B	-2.6271	0.0106	down	AD_T8_vs_T3_T5
ENSG00000106278	PTPRZ1	3.2806	2e-4	up	AD_T8_vs_T3_T5
ENSG00000136274	NACAD	-2.6601	0.0047	down	AD_T8_vs_T3_T5
ENSG00000183850	ZNF730	-4.0114	0.04	down	AD_T8_vs_T3_T5
ENSG00000224945	AL353150.1	-2.1694	0.0184	down	AD_T8_vs_T3_T5
ENSG00000203760	CENPW	-2.1342	0	down	AD_T8_vs_T3_T5
ENSG00000152402	GUCY1A2	2.8958	0	up	AD_T8_vs_T3_T5
ENSG00000137393	RNF144B	2.2265	5e-4	up	AD_T8_vs_T3_T5
ENSG00000134548	SPX	2.1721	0.0016	up	AD_T8_vs_T3_T5
ENSG00000128510	CPA4	3.7476	0	up	AD_T8_vs_T3_T5
ENSG00000100473	COCH	-3.6207	3e-4	down	AD_T8_vs_T3_T5
ENSG00000089685	BIRC5	-2.2167	0	down	AD_T8_vs_T3_T5
ENSG00000117676	RPS6KA1	-2.0999	4e-4	down	AD_T8_vs_T3_T5
ENSG00000150054	MPP7	-2.1338	0.023	down	AD_T8_vs_T3_T5
ENSG00000129910	CDH15	2.1925	0.0141	up	AD_T8_vs_T3_T5
ENSG00000189238	LINC00943	3.4401	0.0422	up	AD_T8_vs_T3_T5
ENSG00000234779	BNC2-AS1	-2.7788	8e-4	down	AD_T8_vs_T3_T5
ENSG00000152463	OLAH	2.5687	0.0029	up	AD_T8_vs_T3_T5
ENSG00000196616	ADH1B	-3.3091	7e-4	down	AD_T8_vs_T3_T5
ENSG00000279484	KLHL30-AS1	2.74	0.016	up	AD_T8_vs_T3_T5
ENSG00000112379	ARFGEF3	2.298	0.0294	up	AD_T8_vs_T3_T5
ENSG00000169252	ADRB2	2.3953	0.0489	up	AD_T8_vs_T3_T5
ENSG00000181634	TNFSF15	3.7887	0.0218	up	AD_T8_vs_T3_T5
ENSG00000100867	DHRS2	3.3835	0	up	AD_T8_vs_T3_T5
ENSG00000241956	AC109466.1	3.1218	0.016	up	AD_T8_vs_T3_T5
ENSG00000111049	MYF5	-4.2596	0.0325	down	AD_T8_vs_T3_T5
ENSG00000166762	CATSPER2	-3.1845	0.0187	down	AD_T8_vs_T3_T5
ENSG00000171658	NMRAL2P	2.8342	0.0075	up	AD_T8_vs_T3_T5
ENSG00000250697	AC010343.3	2.2308	0.0106	up	AD_T8_vs_T3_T5
ENSG00000128602	SMO	-3.6979	0.0013	down	AD_T8_vs_T3_T5
ENSG00000167191	GPRC5B	-4.3558	0.0266	down	AD_T8_vs_T3_T5
ENSG00000065717	TLE2	-2.2607	5e-4	down	AD_T8_vs_T3_T5
ENSG00000138347	MYPN	2.1909	0.0067	up	AD_T8_vs_T3_T5
ENSG00000153162	BMP6	2.3191	0.0017	up	AD_T8_vs_T3_T5
ENSG00000167080	B4GALNT2	2.1343	0.0442	up	AD_T8_vs_T3_T5
ENSG00000198796	ALPK2	2.3643	0.0031	up	AD_T8_vs_T3_T5
ENSG00000149294	NCAM1	-3.7909	0.0473	down	AD_T8_vs_T3_T5
ENSG00000140459	CYP11A1	2.4503	0	up	AD_T8_vs_T3_T5
ENSG00000260454	AL355607.2	3.9486	0	up	AD_T8_vs_T3_T5
ENSG00000137463	MGARP	-3.1776	0.0426	down	AD_T8_vs_T3_T5
ENSG00000269226	TMSB15B	-4.5145	0.0479	down	AD_T8_vs_T3_T5
ENSG00000165269	AQP7	-3.7076	0.001	down	AD_T8_vs_T3_T5
ENSG00000058085	LAMC2	2.748	0	up	AD_T8_vs_T3_T5
ENSG00000277050	AL122125.1	-4.2611	0.0377	down	AD_T8_vs_T3_T5
ENSG00000221852	KRTAP1-5	3.5914	2e-4	up	AD_T8_vs_T3_T5
ENSG00000240476	LINC00973	2.3701	0	up	AD_T8_vs_T3_T5
ENSG00000166851	PLK1	-2.1262	1e-4	down	AD_T8_vs_T3_T5
ENSG00000164418	GRIK2	5.656	2e-4	up	AD_T8_vs_T3_T5
ENSG00000197506	SLC28A3	3.3687	0.0032	up	AD_T8_vs_T3_T5
ENSG00000183421	RIPK4	3.9091	8e-4	up	AD_T8_vs_T3_T5
ENSG00000162981	FAM84A	2.5734	0	up	AD_T8_vs_T3_T5
ENSG00000205572	SERF1B	-2.6751	0.0186	down	AD_T8_vs_T3_T5
ENSG00000166803	PCLAF	-2.0713	0	down	AD_T8_vs_T3_T5
ENSG00000159164	SV2A	-2.2501	0.0254	down	AD_T8_vs_T3_T5
ENSG00000114771	AADAC	2.0935	0	up	AD_T8_vs_T3_T5
ENSG00000184292	TACSTD2	-2.1672	0.0379	down	AD_T8_vs_T3_T5
ENSG00000146411	SLC2A12	-2.7482	0.0365	down	AD_T8_vs_T3_T5
ENSG00000212724	KRTAP2-3	4.7184	0	up	AD_T8_vs_T3_T5
ENSG00000131737	KRT34	3.0345	5e-4	up	AD_T8_vs_T3_T5
ENSG00000172061	LRRC15	2.7325	0	up	AD_T8_vs_T3_T5
ENSG00000179603	GRM8	3.1316	0.0285	up	AD_T8_vs_T3_T5
ENSG00000166510	CCDC68	3.1186	0.0209	up	AD_T8_vs_T3_T5
ENSG00000175183	CSRP2	-2.1102	0	down	AD_T8_vs_T3_T5
ENSG00000108984	MAP2K6	-2.5227	9e-4	down	AD_T8_vs_T3_T5
ENSG00000275437	AL121832.3	-3.5033	0.0344	down	AD_T8_vs_T3_T5
ENSG00000230257	NFE4	4.1164	0.0091	up	AD_T8_vs_T3_T5
ENSG00000136167	LCP1	2.1283	0	up	AD_T8_vs_T3_T5
ENSG00000236453	AC003092.1	2.5819	0	up	AD_T8_vs_T3_T5
ENSG00000166923	GREM1	5.5688	0	up	AD_T8_vs_T3_T5
ENSG00000138449	SLC40A1	-4.1749	0.0483	down	AD_T8_vs_T3_T5
ENSG00000139364	TMEM132B	3.9771	0	up	AD_T8_vs_T3_T5
ENSG00000166908	PIP4K2C	-2.6247	0.0197	down	AD_T8_vs_T3_T5
ENSG00000169418	NPR1	-3.3751	4e-4	down	AD_T8_vs_T3_T5
ENSG00000116745	RPE65	3.741	1e-4	up	AD_T8_vs_T3_T5
ENSG00000182580	EPHB3	-2.5904	0.0024	down	AD_T8_vs_T3_T5
ENSG00000157064	NMNAT2	2.4471	0	up	AD_T8_vs_T3_T5
ENSG00000182175	RGMA	-3.3588	0.0013	down	AD_T8_vs_T3_T5
ENSG00000166448	TMEM130	-4.7642	0.0144	down	AD_T8_vs_T3_T5
ENSG00000236675	MTX1P1	2.4085	0.0015	up	AD_T8_vs_T3_T5
ENSG00000236901	MIR600HG	-4.0852	0.0412	down	AD_T8_vs_T3_T5
ENSG00000167642	SPINT2	3.955	5e-4	up	AD_T8_vs_T3_T5
ENSG00000182585	EPGN	3.7781	0	up	AD_T8_vs_T3_T5
ENSG00000276107	AC037198.1	2.9254	0.0049	up	AD_T8_vs_T3_T5
ENSG00000128342	LIF	3.1675	0	up	AD_T8_vs_T3_T5
ENSG00000167641	PPP1R14A	3.7059	0	up	AD_T8_vs_T3_T5
ENSG00000125089	SH3TC1	2.7653	7e-4	up	AD_T8_vs_T3_T5
ENSG00000235385	LINC02154	3.4727	0.0197	up	AD_T8_vs_T3_T5
ENSG00000108947	EFNB3	-4.5314	0.0288	down	AD_T8_vs_T3_T5
ENSG00000156509	FBXO43	-2.0101	0.0015	down	AD_T8_vs_T3_T5
ENSG00000251003	ZFPM2-AS1	2.2617	0.001	up	AD_T8_vs_T3_T5
ENSG00000126822	PLEKHG3	-3.626	0.0078	down	AD_T8_vs_T3_T5
ENSG00000176890	TYMS	-2.1411	0	down	AD_T8_vs_T3_T5
ENSG00000128045	RASL11B	-2.1752	0	down	AD_T8_vs_T3_T5
ENSG00000146352	CLVS2	2.4026	0.0041	up	AD_T8_vs_T3_T5
ENSG00000248698	LINC01085	2.003	0.0181	up	AD_T8_vs_T3_T5
ENSG00000126860	EVI2A	-2.3036	0.0409	down	AD_T8_vs_T3_T5
ENSG00000241697	TMEFF1	-2.4592	0.026	down	AD_T8_vs_T3_T5
ENSG00000137975	CLCA2	2.2631	0.0422	up	AD_T8_vs_T3_T5
ENSG00000124882	EREG	3.5342	0	up	AD_T8_vs_T3_T5
ENSG00000125675	GRIA3	4.0531	0	up	AD_T8_vs_T3_T5
ENSG00000096696	DSP	2.9503	0	up	AD_T8_vs_T3_T5
ENSG00000164176	EDIL3	3.0899	0	up	AD_T8_vs_T3_T5
ENSG00000237424	FOXD2-AS1	-2.3053	5e-4	down	AD_T8_vs_T3_T5
ENSG00000092345	DAZL	3.9533	0	up	AD_T8_vs_T3_T5
